english,translate
"You survived, so there's a good chance they did too. Keep looking!","Ты выжил, значит, есть хороший шанс, что и они тоже. Продолжай искать!"
You suspect some of the workers here are possessed?,"Ты подозреваешь, что некоторые работники здесь одержимы?"
You take Chikkchak's boots! Now feet burning in hot sand. Give back!,Ты забрал сапоги Chikkchak! Теперь ноги горят на горячем песке. Верни!
"You take your life in your hands when you travel through this place. Tread carefully, or you may lose it.","Путешествуя по этим местам, ты рискуешь жизнью. Ступай осторожно, иначе можешь её потерять."
"You take your smug face out of here, animal. Your side spilled so much blood, and the queen is going to let you off easy.","Убирайся отсюда со своей самодовольной рожей, животное. Твои сородичи пролили столько крови, а королева собирается вас легко отпустить."
"You taking me into the field, Commander? Lucky me.","Вы берете меня в поле, Коммандир? Повезло мне."
You talk about your queen like that? No wonder humans have barely survived.,"Ты так говоришь о своей королеве? Неудивительно, что люди едва выжили."
"You tall, you are. Must eat lots of cheese. Cheese good for talls, I hear.","Ты высокий, ты. Должно быть, ешь много сыра. Сыр полезен для высоких, я слышал."
You tamper with Inquest devices. isn't that dangerous?,Ты вмешиваешься в устройства Inquest. Разве это не опасно?
You taught combat skills to inexperienced adventurers. Does that sound right?,Ты обучала боевым навыкам неопытных искателей приключений. Это звучит похоже?
"You teach them to be afraid of you. Not with pain, since they don't feel that much. You just have to know what they view as a threat. The rest's a trade secret.","Ты учишь их бояться тебя. Не болью, так как они её почти не чувствуют. Нужно просто знать, что они считают угрозой. Остальное — профессиональный секрет."
You tell 'em!,Так им и скажи!
You tell me what to do? Me no listen to tiny snack like you!,"Ты указывать мне, что делать? Я не слушать мелкий закуска, как ты!"
"You the backup? Took you long enough. We spotted one of them plant beasts in the area, but it's a breed nastier than the rest.","Ты подкрепление? Долго же ты. Мы заметили одного из тех растительных зверей в этом районе, но он злее остальных."
You there! Help me get my body back.,"Эй, ты! Помоги мне вернуть мое тело."
You there! We could use your help dealing with all the ghosts around here.,"Эй, ты! Нам не помешала бы помощь с призраками, что здесь бродят."
You there! We're assaulting Taidha's Convington's base and we need your help.,"Эй, ты! Мы штурмуем базу Taidha's Convington, и нам нужна твоя помощь."
"You there! Yes, you! You should have a look at the weapons and armor we've received from our allies in Sorrow's Embrace.","Ты! Да, ты! Тебе стоит взглянуть на оружие и броню, которые мы получили от наших союзников из Sorrow's Embrace."
"You there! You look like heroes! Heroes got us into this mess, and you can get us out!","Эй, вы! Вы выглядите как герои! Герои втянули нас в эту беду, и вы можете вытащить нас!"
"You there, keep your eyes open for Flame Legion, okay? They cause us more grief than I like to think about. Between them and the skale, our blades don't rest for long.","Эй, ты, смотри в оба, высматривай Flame Legion, ладно? Они доставляют нам больше хлопот, чем мне хотелось бы думать. Из-за них и скайлов наши клинки редко отдыхают."
You there. Let me out!,"Эй, ты. Выпусти меня!"
You there. You picking a fight with me? You wanna go? C'mon.,"Эй, ты. Ищешь драки? Хочешь помахаться? Давай."
"You there. You're the Savant, aren't you. Are you hiring for your krewe? I've recently discovered I'm far too intelligent to work with my current genius.","Эй, ты. Ты ведь Савант, верно? Ты нанимаешь людей в свою группу? Я недавно обнаружил, что я слишком умен, чтобы работать со своим нынешним гением."
"You think I'd tell you? And I didn't tell Kiel either, which made her mad. If I were you, I'd keep my eyes to the sky if you know what's good for you.","Думаешь, я тебе скажу? Я и Kiel не сказал, что её взбесило. На твоем месте я бы смотрел в оба, если хочешь остаться в живых."
"You think I'm brilliant? My warband always said I should join the legion chorus, but I was too shy. I'd better take care of my voice.","Ты думаешь, я гениален? Мой отряд всегда говорил, что мне стоит вступить в хор легиона, но я был слишком застенчив. Лучше поберегу голос."
"You think I'm crazy, but they've changed since Jormag rose. Did you know that? They're darker now. They're warning us.","Ты думаешь, я сумасшедший, но они изменились с тех пор, как восстал Jormag. Ты знал это? Теперь они темнее. Они предупреждают нас."
"You think I'm retired? Ha! If I stopped fighting and working not even a cub would want to listen to what I have to say. I fight, but I also share some of what I know with the next generation.","Думаешь, я на пенсии? Ха! Если бы я перестал сражаться и работать, даже детёныш не захотел бы слушать то, что я говорю. Я сражаюсь, но ещё и делюсь знаниями со следующим поколением."
You think Jormag always just meant to use you?,"Ты думаешь, Jormag всегда собирался лишь использовать тебя?"
You think Zommoros was forced to leave Elona?,"Ты думаешь, Zommoros заставили покинуть Elona?"
You think centaurs had something to do with it?,"Ты думаешь, кентавры имеют к этому отношение?"
You think he's backed out of the plan.,"Ты думаешь, он отказался от плана?"
You think he's gone for good?,"Думаешь, он исчез навсегда?"
You think he's in danger?,"Думаешь, он в опасности?"
You think it will work?,"Ты думаешь, это сработает?"
You think it's your legionnaire?,"Думаешь, это ваш легионер?"
You think so? I guess I should check with the engineers to see if it's safe first. Thanks.,"Думаешь? Пожалуй, сначала стоит проверить у инженеров, безопасно ли это. Спасибо."
"You think so? I guess you'd know, since you're so old. You've been around awhile, huh?","Ты так думаешь? Думаю, тебе виднее, раз ты такой старый. Ты ведь уже давно здесь, да?"
"You think so? I'm scrawny now, but maybe one day my physical strength will match my mental aptitude.","Правда? Сейчас я худощав, но, может быть, однажды моя физическая сила сравняется с моими умственными способностями."
"You think so? My youngest sibling is nearly old enough to be on her own. When that happens, I'll be free to hunt across the face of Tyria. I think I'll go after Jormag.","Думаешь? Моя младшая сестра уже почти достаточно взрослая, чтобы жить самостоятельно. Когда это случится, я буду свободен охотиться по всей Tyria. Думаю, я отправлюсь за Jormag."
You think that would've changed anything.,"Ты думаешь, это что-то изменило бы?"
You think that'll change?,"Думаете, это изменится?"
You think the Branded sleep? No. They want to kill any wealkingweakling they can find. Are you weak? Tell me!,"Ты думаешь, Клейменые спят? Нет. Они хотят убить любого слабака, которого смогут найти. Ты слабак? Отвечай мне!"
You think the Forgotten are hiding something?,"Ты думаешь, забытых что-то скрывают?"
You think the bandits had something to do with it?,"Ты думаешь, бандиты имеют к этому отношение?"
You think the scroll is in Hoelbrak?,"Ты думаешь, свиток в Hoelbrak?"
You think they still guide you?,"Ты думаешь, они все ещё направляют вас?"
You think they won't be?,"Ты думаешь, они не будут?"
You think we won't be?,"Ты думаешь, мы не будем?"
You think we'll ever be rid of centaurs? Why can't they leave us alone?,"Как думаешь, мы когда-нибудь избавимся от кентавров? Почему они не могут оставить нас в покое?"
"You think you are a strong and brave traveler? I've protected my tribe against jaguars, drakes, and worse. Let me show you how a warrior fights.","Думаешь, ты сильный и храбрый путник? Я защищал свое племя от ягуаров, дрейков и кого похуже. Позволь мне показать тебе, как сражается воин."
You think you can hear someone fighting Yanonka in the distance.,"Вам кажется, что вдалеке слышны звуки боя с Yanonka."
"You think you're funny, don't you? You see those Risen creatures? They'd kill me before I could even finish getting the footies off.","Ты считаешь себя остроумным, да? Видишь тех Risen? Они убьют меня раньше, чем я успею снять ботинки."
"You think? Okay, I'll do my chores then!","Думаешь? Ладно, тогда я сделаю свои дела!"
"You told me that to stabilize this area you need the hammer. Let me know if you don't have a hammer, and I will bring you a hammer.","Ты сказал мне, что для стабилизации этой области нужен молот. Дай знать, если у тебя нет молота, и я принесу его."
"You too, Amira.","Я тебя тоже, Amira."
"You too, recruit.","Тебе тоже, новобранец."
You too. Talk to you later.,Тебе тоже. Поговорим позже.
"You took Quaggan seriously! Quaggan wasn't used to real combat, but quaggan can tell it will make quaggan better.","Ты воспринял кваггана всерьез! Квагган не привык к настоящему бою, но квагган чувствует, что это сделает кваггана лучше."
"You toy with dangerous powers, mist walker.","Ты играешь с опасными силами, странник Туманов."
"You trust everything you hear in a tavern? Look, why would the charr sign a treaty, and then break it, when they could just keep attacking Ebonhawke?","Ты веришь всему, что слышишь в таверне? Послушай, зачем чарр подписывать договор, а потом нарушать его, если они могли просто продолжать атаковать Ebonhawke?"
You turned a tragedy into an advantage. I'll have to remember that.,Ты превратил трагедию в преимущество. Придётся это запомнить.
You two are mates?,Вы двое — пара?
You two going to check out Dragon Bash?,Вы двое собираетесь на Dragon Bash?
You two look awfully similar. Are you twins?,Вы двое выглядите очень похоже. Вы близнецы?
You two might make a good team after all.,Вы двое все-таки можете стать хорошей командой.
You underestimate me.,Ты меня недооцениваешь.
"You understand that it's just a precaution, in case there's ever a breach?","Ты понимаешь, что это лишь мера предосторожности на случай прорыва?"
You use big words for someone with a small brain.,"Ты используешь умные слова для того, у кого маленький мозг."
You used good tactics in there. Well done.,Ты использовал хорошую тактику. Отличная работа.
You used to live somewhere else?,Ты жил где-то ещё?
You walk in the footsteps of Koda. We will restore balance with the help of heroes like you.,"Ты идешь по стопам Koda. Мы восстановим равновесие с помощью таких героев, как ты."
You walked into a wall. See you later.,Ты врезался в стену. Увидимся.
"You want Master RajiAlthough called Master, the NPC is Trainer Raji..","Тебе нужен Master Raji. Хотя он и зовется мастером, этот NPC — Trainer Raji."
You want me to fix asura technology?,"Ты хочешь, чтобы я чинил асурские технологии?"
You want me to kill dredge?,"Ты хочешь, чтобы я убивал дреджей?"
You want me to throw snowballs at your kids?,"Ты хочешь, чтобы я кидал снежки в твоих детей?"
You want me to what?,"Ты хочешь, чтобы я сделал что?"
You want to come fight me? You better be ready.,Хочешь сразиться со мной? Лучше будь готов.
You want to fight someone? Fight me.,Хочешь с кем-то подраться? Дрись со мной.
"You want to hear about the Deldrimor? Where should I start? Well, our forefathers fought the waking dragons ages ago. When Primordus stirred, we acted.","Хотите услышать о Делдриморе? С чего бы начать? Что ж, наши предки сражались с пробудившимися драконами давным-давно. Когда зашевелился Primordus, мы начали действовать."
"You want to know how it happened? What it felt like, turning to stone? I'll tell you what I remember, but it was centuries ago.","Хочешь узнать, как это было? Каково это — превратиться в камень? Я расскажу то, что помню, но это было столетия назад."
"You want to retrain your traits? I can offer you a good price, based on your skill level.","Хочешь перераспределить черты? Я могу предложить хорошую цену, исходя из твоего уровня мастерства."
You want to say that again?,Хотите повторить это?
"You want to talk? Tell you what. Come back when you really understand our way of life, then we can talk.","Хочешь поговорить? Знаешь что? Возвращайся, когда по-настоящему поймешь наш образ жизни, тогда и поговорим."
You want to work here?,Ты хочешь здесь работать?
"You want what? Oh! Yes, yes.","Ты хочешь что? О! Да, да."
You watch your step out here. I don't need you cracking my eggs.,"Смотри под ноги. Мне не нужно, чтобы ты раздавил мои яйца."
"You watch yourself if you're going inside. I've got prisoners at work in there, and I'm short on guards.","Смотрите в оба, если собираетесь внутрь. У меня там работают заключенные, а стражников не хватает."
You watch. I'll be over there.,Следи. Я буду там.
You wear the emblem of the Durmand Priory. Are you here on an excavation?,Ты носишь инсигнию Durmand Priory. Ты здесь на раскопках?
"You went up the chain of command, eh? Very well... Yes, I guarded several courtiers in recovering certain items to bring that...overlord.","Ты поднялся по служебной лестнице, а? Ну что ж... Да, я охранял нескольких придворных, пока они искали определенные предметы, чтобы вернуть того... повелителя."
"You were a big help. Here, have a look at some of the things that I've gained from trading with the jotun.","Ты мне очень помог. Вот, взгляни на некоторые вещи, которые я получил, торгуя с йотунами."
"You were a collector, trading trophies for goods.","Ты была коллекционером, обменивала трофеи на товары."
"You were a courier, hired to take ashould be ""an"" important package through dangerous lands.","Ты был курьером, нанятым для доставки важного груза через опасные земли."
"You were a merchant. You had a shop, steady customers, everything.","Ты была торговцем. У тебя была лавка, постоянные клиенты, все дела."
"You were a smith of some kind. Armor, or maybe weapons.","Ты была кузнецом. Делала доспехи или, может, оружие."
You were about to say something before about Malcor being uncorrupted.,"Ты собирался что-то сказать раньше о том, что Malchor не осквернен."
You were ambushed?,Вас устроили засаду?
You were cremated?,Тебя кремировали?
You were hired by the Seraph?,Тебя наняли Серафимы?
You were hunting a fugitive from justice.,Ты охотился на беглого преступника.
You were lucky to escape with your lives. I should see about those undead.,"Вам повезло, что вы остались живы. Мне стоит разобраться с этой нежитью."
You were on the Zephyr Sanctum when it went down?,"Ты был на Зефирном святилище, когда оно рухнуло?"
You were once human? From where?,Вы были людьми? Откуда?
"You were poisoned by a rival, and you seek revenge.","Тебя отравил соперник, и ты жаждешь мести."
"You were quite the example out there. An inspiration, really. I can see it in their eyes. On behalf of the Seraph, I thank you.",Ты был отличным примером там. Настоящим вдохновением. Я вижу это в их глазах. От имени Серафимов благодарю тебя.
You were searching for ears.,Ты искал уши.
You were sent to kill a White Mantle soldier.,Тебя послали убить солдата White Mantle.
"You were supposed to go after the centaurs, not me.","Ты должен был отправиться за кентаврами, а не за мной."
"You were the one who helped my son, correct? I'm surprised. Your kind usually attacks us on sight.","Ты тот, кто помог моему сыну, верно? Я удивлен. Твой вид обычно нападает на нас при первой встрече."
You were the victim of a business deal gone bad.,Ты стал жертвой неудачной сделки.
"You weren't followed, were you? Can't be too careful. Joko has spies in every shadow and informants around every corner.","Вас не преследовали, верно? Нельзя терять бдительность. У Joko шпионы в каждой тени и осведомители на каждом углу."
"You weren't here! You never suffered through constant sieges. I lost both my uncles, by mother, and three close friends. That treaty won't bring them back.","Тебя здесь не было! Ты не страдал во время постоянных осад. Я потерял обоих дядей, мать и трех близких друзей. Этот договор их не вернет."
"You weren't, but I'd have said no if you were.","Это так, но если бы ты был честен, я бы отказалась."
You whisper to vulnerable minds—turn allies against each other. This one—your voice—you've practically made a slave.,"Ты шепчешь уязвимым разумам, натравливая союзников друг на друга. Этот — твой голос — ты практически сделал его рабом."
You will advance no further. The aerie is off-limits.,Ты не пройдёшь дальше. Аэрий закрыт для посещения.
You will be when it starts munching on your leg.,"Испугаешься, когда она начнет жевать твою ногу."
You will help the Nrocroc tribe? Bring us prickleberries? Protect the gatherers?,Ты поможешь племени Nrocroc? Принесешь нам колючие ягоды? Защитишь собирателей?
"You will? It's right outside, but I must warn you, friend. That book reeks of evil. Who knows what will happen once you read its pages.","Правда? Она прямо снаружи, но я должен предупредить тебя, друг. От этой книги разит злом. Кто знает, что произойдёт, когда ты прочтешь её страницы."
You won't be forgotten.,Тебя не забудут.
You won't break me. You'll never break me. Try! I laugh in your face.,Ты не сломишь меня. Ты никогда не сломишь меня. Попробуй! Я рассмеюсь тебе в лицо.
You won't catch me.,Ты меня не поймаешь.
"You won't earn experience while you're trying out level 80, but after you confirm your level boost and unlock your Masteries in the personal story, you'll earn Mastery experience.","Ты не будешь получать опыт, пока пробуешь 80-й уровень, но после того, как подтвердишь повышение уровня и откроешь мастерство в личной истории, ты начнешь получать опыт мастерства."
"You won't find another estate in Diessa Plateau with its own cow-racing circuit. Some of our cattle go to the butcher, and others we train for the races. Have you noticed the bugs around the estate?","Ты не найдёшь другого поместья в Diessa Plateau с собственным треком для коровьих бегов. Часть нашего скота идет на убой, а других мы тренируем для забегов. Ты замечал жуков вокруг поместья?"
"You won't learn anything from me. I'm on my break. Go bug Jodd, or something.",Ты ничего от меня не узнаешь. У меня перерыв. Иди приставай к Jodd или ещё к кому.
"You won't understand. We had everything taken from us, and in our confusion at the betrayal, we lost all hope of ever being the great culture that we once were.","Ты не поймешь. У нас отняли всё, и в нашем смятении от предательства мы потеряли всякую надежду когда-либо стать той великой культурой, которой были когда-то."
You wore me down. Tell me about Foefire.,Ты меня убедила. Расскажи об Огненном пожаре.
You would know.,Тебе ли не знать.
"You would not believe how good you are for business. I just have to mention your name, and boom! Sales galore!","Ты даже не представляешь, насколько ты полезен для бизнеса. Мне стоит только упомянуть твое имя, и бум! Продажи растут!"
You would oppose them? For us?,Ты пойдёшь против них? Ради нас?
You wouldn't believe the truth if I told you.,"Ты бы не поверил в правду, даже если бы я её сказал."
"You wouldn't believe what Brand lightning does to fur! All that static electricity can be inconvenient, not to mention embarrassing. We put out lightning rods to ground it, but storms blow down the rods. We have to set them right.","Ты не поверишь, что молния Brand делает с мехом! Все это статическое электричество может быть неудобным, не говоря уже о неловкости. Мы устанавливаем громоотводы, чтобы заземлить его, но штормы сносят их. Нам нужно их поправить."
You wouldn't do that. You're bluffing.,Ты бы не стал этого делать. Ты блефуешь.
"You wouldn't happen to be an acolyte of Shaman Palak, would you?",Ты случайно не аколит Shaman Palak?
You wouldn't have. I specialize in stealth missions.,Ты бы и не видел. Я специализируюсь на скрытных миссиях.
You wouldn't understand my sense of humor.,Тебе не понять моего чувства юмора.
You wouldn't understand.,Тебе не понять.
You wouldn't understand. These humans look at an asura and see power to profit from. They look at a charr and see only a threat. Now leave me be. I have work to do.,Тебе не понять. Эти люди смотрят на асура и видят только выгоду. Смотрят на чарра и видят только угрозу. А теперь оставь меня. У меня работа.
"You wouldn't! You would. Okay, I'm on it.","Ты бы не стал! Стал бы. Ладно, я за дело."
You! Awakened! Get out of here! This ground is sacred to the dead.,Ты! Пробуждённый! Убирайся отсюда! Эта земля священна для мёртвых.
You! I saw you in a vision!,Ты! Я видел тебя в видении!
"You! Look clever. Yes, even smell clever. My friends, need help collecting shinies from Inquest. You help them, yes? Yes. Go.","Ты! Выглядишь умным. Да, даже пахнешь умно. Моим друзьям нужна помощь в сборе блестяшек у Инквеста. Ты поможешь им, да? Да. Иди."
You! What are you doing here? You here to work on the fortifications?,Ты! Что ты здесь делаешь? Пришёл работать на укреплениях?
"You'd actually report me? I can't blame you. My orders were not to start any fights. I suppose I should obey, this time.","Ты правда на меня донесешь? Не могу тебя винить. У меня был приказ не начинать драк. Полагаю, в этот раз мне стоит подчиниться."
"You'd be surprised how often we get that around here. City folks come out here to check the terrain, then complain about the walk back.","Ты удивишься, как часто мы слышим это здесь. Городские приходят сюда осмотреть местность, а потом жалуются на обратный путь."
You'd be surprised.,Ты удивишься.
"You'd be surprised. You two, talk to each other.","Ты удивишься. Вы двое, поговорите друг с другом."
"You'd be surprised. Your reputation is growing. My name in Quinn Ashford, the little one is Finnian. You met Fin's father, briefly...","Ты удивишься. Твоя репутация растет. Меня зовут Quinn Ashford, а малыша — Finnian. Ты мельком встречал отца Fin..."
"You'd best not slow me down right now. Whatever you want, make it fast.","Тебе лучше не замедлять меня сейчас. Что бы ты ни хотел, говори быстрее."
You'd better believe it! Air power is a key component of the Pact's invasion plan. We can do a lot with these ships.,Можешь не сомневаться! Воздушная мощь — ключевой компонент плана вторжения Пакта. Мы многое можем сделать с помощью этих кораблей.
You'd better come clean. Make it easy on yourself.,Вам лучше во всем признаться. Сделайте это по-хорошему.
"You'd better get back to work, then.",Тогда тебе лучше вернуться к работе.
"You'd better get on that, then.",Тогда тебе лучше поторопиться.
You'd better hurry.,Тебе лучше поторопиться.
You'd better keep her safe then.,Тогда тебе лучше обеспечить её безопасность.
"You'd better keep it, then.",Тогда тебе лучше его удержать.
You'd better leave while I still like you. You've seen enough of my secrets.,"Тебе лучше уйти, пока я ещё хорошо к тебе отношусь. Ты увидел достаточно моих секретов."
You'd better not. These little jelly-bellies need to learn to do this on their own now.,Лучше не стоит. Эти пухляши должны научиться делать это самостоятельно.
You'd do well in the Vigil.,Ты бы отлично вписался в Бдительных.
You'd just better hold up your end when the real fight starts. I don't want weaklings and cowards watching my flank.,"Тебе лучше не подвести, когда начнется настоящая битва. Я не хочу, чтобы слабаки и трусы прикрывали мой фланг."
You'd leave your life behind to fight with them?,"Ты готов оставить свою жизнь, чтобы сражаться вместе с ними?"
"You'd like it. So, is there anything I can do to help out around here?","Тебе бы понравилось. Так есть ли что-то, чем я могу помочь?"
"You'd make a fortune from charr, too.",Ты бы ещё и состояние на чарр сделал.
You'd make an excellent assistant director if you are ever interested.,"Из тебя получился бы отличный помощник режиссера, если когда-нибудь захочешь."
You'd miss me.,Ты бы по мне скучала.
You'd rather die fighting against a charr?,"Ты бы предпочел погибнуть, сражаясь против чарр?"
You'd really do it just for a wrench?,Ты правда сделаешь это ради гаечного ключа?
"You'd think after 200-plus years of dealing with centaurs, we'd be used to their tactics. They're like fleas. We kill 'em, but they keep making more. And now, they got their sights on Shorebluff. The Seraph are in a tough spot.","Подумать только, после 200 с лишним лет борьбы с кентаврами мы должны были привыкнуть к их тактике. Они как блохи. Мы убиваем их, а они продолжают плодиться. И теперь они нацелились на Шорблафф. Серафимы в трудном положении."
"You'd think so, but every time a little rubble comes down, the ghosts try to rebuild it. We'd have to steal the pieces we bring down.","Ты так думаешь, но каждый раз, когда падает немного обломков, призраки пытаются восстановить её. Нам придётся красть куски, которые мы сбиваем."
You'd think that'd be enough.,"Ты думаешь, этого достаточно?"
"You'll always find firebrands right in the heart of the battle, wielding our ancestral axes and ancient tomes and chanting war mantras.","Вы всегда найдёте firebrands в самом сердце битвы, орудующих нашими родовыми топорами и древними фолиантами, распевая боевые мантры."
You'll be a fantastic librarian.,Из тебя выйдёт потрясающий библиотекарь.
You'll be a good ally to have. Nice meeting you.,Ты будешь хорошим союзником. Рад был встрече.
You'll be all right.,Ты будешь в порядке.
You'll be amazed at the perspective a little distance will give you.,"Ты удивишься, какую перспективу даёт небольшое расстояние."
"You'll be competing against Twoloop, right?","Ты будешь соревноваться с Twoloop, верно?"
You'll be doubly tired when I'm through with you.,"Ты устанешь вдвойне, когда я закончу с тобой."
"You'll be fine, Faren. Good-bye.","С тобой все будет в порядке, Faren. Прощай."
"You'll be fine, my friend. I have faith in you.","Ты справишься, мой друг. Я верю в тебя."
You'll be fine.,С тобой все будет в порядке.
You'll be fine. I can't wait to read about your adventures.,"С тобой все будет в порядке. Жду не дождусь, когда прочитаю о твоих приключениях."
"You'll be helping th fletcher with those. Harvest saplings from the forest to the north, gather arrowheads around the market in town, and find feathers for fletching from bird nests in the canopy.","В этом ты поможешь лучнику. Собирай саженцы в лесу на севере, ищи наконечники стрел на рынке в городе и добывай перья для оперения из птичьих гнезд в кронах деревьев."
You'll be impressed by my new invention! Just wait! You'll see!,Ты будешь впечатлен моим новым изобретением! Только подожди! Ты увидишь!
You'll be ready when the time is right.,"Ты будешь готова, когда придёт время."
You'll be safe from them here.,Здесь ты в безопасности от них.
You'll be secure here?,Вы будете в безопасности здесь?
You'll be up to your horns in trouble if you don't get back to work.,"Ты по уши влипнешь в неприятности, если не вернешься к работе."
"You'll be wearing a Risen outfit. You can get one from me, or one of my other agents near the krait city.",Ты наденешь костюм Risen. Можешь взять его у меня или у других моих агентов возле города krait.
You'll die by either their hand our or ours. This is your only chance.,"Ты умрешь либо от их руки, либо от нашей. Это твой единственный шанс."
"You'll do the right thing, when the time comes.","Ты поступишь правильно, когда придёт время."
You'll feel better if you give me your drink.,"Тебе станет лучше, если ты отдашь мне свой напиток."
You'll figure it out.,Ты сам разберёшься.
You'll figure something out.,Вы что-нибудь придумаете.
You'll find Charradis wasps around water. Good luck!,Ты найдёшь ос Charradis возле воды. Удачи!
"You'll find Flame Legion power sources all over this ridge. They're tied to those embers. It's not enough to kill those creatures, though we have to do that too. It's most important that we power down those nodes.","Ты найдёшь источники силы Flame Legion по всему этому хребту. Они связаны с этими углями. Мало просто убить этих существ, хотя это тоже нужно сделать. Самое важное — отключить эти узлы."
"You'll find an outpost along the Ruination. Speak to Keeper Pamir and Redeemer Kossan. They're always glad for extra help. I'd also check in at the Chantry of Shadows, if I were you.","Ты найдёшь аванпост вдоль Руин. Поговори с Keeper Pamir и Redeemer Kossan. Они всегда рады дополнительной помощи. Я бы также проверил Chantry of Shadows, на твоем месте."
"You'll find bigger challenges to the north. The Sons of Svanir have a fortress up there, and they're real trouble.","На севере тебя ждут испытания покрупнее. У Сынов Сванира там крепость, и от них одни неприятности."
"You'll find many of our numbers out in the field. Protect them, and help them defeat our Flame Legion foes.",Ты найдёшь многих из наших в поле. Защищай их и помоги им победить наших врагов из Flame Legion.
You'll find nothing but war and death in these lands. Are you strong enough to leave your mark here? Prove it to me.,"В этих землях ты найдёшь только войну и смерть. Достаточно ли ты силен, чтобы оставить здесь свой след? Докажи мне это."
You'll find our wild-energy storage containers all throughout the lab. The only way to transfer energy into the containers is to use a conductrosphere.,Вы найдёте наши контейнеры для хранения дикой энергии по всей лаборатории. Единственный способ передать энергию в контейнеры — использовать кондуктосферу.
You'll find signal fires scattered around. Light one near a target to mark it so the mortar gunners can get a good bead on the enemy.,"Ты найдёшь сигнальные огни, разбросанные повсюду. Зажги один рядом с целью, чтобы отметить её, и артиллеристы смогут прицелиться по врагу."
You'll find some Seraph supply ships run aground to the southeast of here. They just so happened to be unloading their cargo when the dam was destroyed and the lake was drained.,"К юго-востоку отсюда на мель сели корабли снабжения Серафимов. Они как раз разгружали груз, когда плотину разрушили, а озеро осушили."
"You'll find them in their raw form on the bodies of tormented remnants. We'll need to imbue them with our magic before using them, of course.","Ты найдёшь их в необработанном виде на телах мучимых останков. Конечно, нам нужно будет наполнить их нашей магией, прежде чем использовать."
