english,translate
Recover the hidden treasure.,Верни спрятанное сокровище.
Recover the medical supplies.,Верни медикаменты.
Recover the vial with the crystal-destroying potion.,"Верните флакон с зельем, разрушающим кристаллы."
Recruit a new member for your warband.,Завербуйте нового члена в свой отряд.
Recruit the Pact soldiers at Lyssa's temple.,Завербуйте солдат Pact в храме Lyssa.
"Recruit,","Рекрут,General Almorra Soulkeeper отдала приказ собраться в штабе Vigil в Lion's Arch. Там я введу вас в курс дела относительно вашей первой миссии: помощи мне с трудностями в крепости Ebonhawke. General проявила к вам личный интерес. Верю, что вы оправдаете её ожидания.—Warmaster Forgal Kernsson"
Recruiting the <chosen race>,Вербовка <chosen race>
Refracting and reversing the gate's power stones hasn't worked. It seems we need to make sense of Teyo's nonsense to proceed.,"Преломление и реверс силовых камней ворот не сработали. Похоже, нам нужно понять бессмыслицу Teyo, чтобы пройти дальше."
"Refute? Why bother? My Lord Caudecus, in accordance with the most ancient tenets of Krytan law, I invoke my right to trial by combat.","Опровергнуть? Зачем утруждаться? My Lord Caudecus, в соответствии с древнейшими принципами закона Krytan, я призываю к своему праву на судебный поединок."
Regarding a Critical Mission,О критически важной миссии
Regroup at the fortress's inner gate.,Перегруппируйтесь у внутренних ворот крепости.
Regroup at your lab.,Перегруппируйтесь в своей лаборатории.
Regroup beyond the courtyard.,Перегруппируйтесь за двором.
Regroup with Commander Talon inside the walls.,Перегруппируйтесь с Commander Talon внутри стен.
Regroup with Laranthir.,Перегруппируйтесь с Laranthir.
Regroup with Prott.,Перегруппируйтесь с Prott.
Regroup with Rytlock and the order representatives in Hero's Canton.,Перегруппируйся с Rytlock и представителями орденов в Кантоне Героев.
Regroup with Tonn at the detonator.,Перегруппируйтесь с Tonn у детонатора.
Regroup with Watch Commander Talon.,Перегруппируйтесь с Watch Commander Talon.
Regroup with Zojja and the order reps in Rata Sum.,Перегруппируйся с Zojja и представителями орденов в Rata Sum.
Regroup with Zojja.,Перегруппироваться с Zojja.
Regroup with the Mane warband on safer ground.,Перегруппируйтесь с отрядом Гривы на более безопасной территории.
Regroup with the team and assess the situation.,Перегруппируйся с командой и оцени ситуацию.
Regroup with your warband.,Перегруппируйтесь со своим отрядом.
Rejoin the tank column at the Pact camp.,Вернись к танковой колонне в лагере Pact.
"Relax, Slayer. The Spirit knows we're not enemies. Look closely. You'll see recognition in his eyes, and a strong measure of gratitude.","Расслабься, Убийца. Дух знает, что мы не враги. Присмотрись. Ты увидишь узнавание в его глазах и огромную благодарность."
"Relax, my good man. I was just looking for the refreshment table.","Расслабьтесь, любезный. Я просто искал стол с закусками."
Release Apatia and end her suffering.,Освободите Apatia и положите конец её страданиям.
Release Havroun Solvi from his torment.,Освободите Havroun Solvi от его мучений.
Release the Blood Legion prisoner.,Освободить пленного из Blood Legion.
Remember to ask why he also invited Countess Anise. She's my escort.,"Не забудь спросить, почему он также пригласил Countess Anise. Она моя спутница."
Remember when we stole old lady Culligan's blackberry tarts? We got away just fine.,"Помнишь, как мы украли ежевичные пирожные у старушки Culligan? Мы тогда отлично смылись."
"Remember, lay down the landmines before you're mobbed. Durability—not one of the golems' strong points.","Помни, устанавливай мины, пока тебя не окружили. Прочность — не самая сильная сторона этих големов."
Remembering Your Dream,Вспоминая твой сон
"Remind me not to get lost in norn territory. I haven't seen such hard-heartedness towards an unfortunate since... well, since I left my warband.","Напомни мне не теряться на землях норнов. Я не видел такой черствости к несчастным с тех пор... ну, с тех пор, как покинул свой отряд."
Rendevouz with Emer Whipmane.,Встреться с Emer Whipmane.
Rendevouz with Vallus as planned.,"Встреться с Vallus, как планировалось."
Rendezvous at Vigil Keep,Сбор в Vigil Keep
Rendezvous with Apatia.,Встретьтесь с Апатией.
Rendezvous with Gahn Towerbreaker at the Vigil Keep.,Встретиться с Gahn Towerbreaker в Vigil Keep.
Rendezvous with Trahearne and Malyck.,Встретьтесь с Trahearne и Malyck.
Rendezvous with Tribune Rytlock outside the city gates.,Встреться с Tribune Rytlock за городскими воротами.
Rendezvous with the Gear Warband.,Встретьтесь с боевым отрядом Шестерни.
Rendezvous with the Geargrind warband.,Встретьтесь с отрядом Geargrind.
Rendezvous with the Vigil.,Встретьтесь с Дозором.
Rendezvous with the artillery company.,Встреться с артиллерийской ротой.
Rendezvous with the others near the Ogotl grounds.,Встретьтесь с остальными возле земель Ogotl.
Rendezvous with the squad at the centaur camp.,Встретьтесь с отрядом в лагере кентавров.
Rendezvous with the squad on the shore.,Встреться с отрядом на берегу.
Rendezvouz with Ballista Geargrind outside Moledavia.,Встретьтесь с Ballista Geargrind за пределами Moledavia.
Repeat security warning message.,Повторить предупреждение системы безопасности.
Repel the Risen until air support arrives.,"Отражайте атаки Восставших, пока не прибудет воздушная поддержка."
Repel the undead attacking Triskell Quay.,Отражайте атаки нежити на пристани Трискелл.
Replace the Waine-biased announcer.,Замени предвзятого комментатора Waine.
Report the battle details to Commander Talon.,Доложите подробности битвы Commander Talon.
Report the mission's success to Trahearne.,Доложи об успехе миссии Trahearne.
Report to Agent Ihan.,Доложить Agent Ihan.
Report to Branthyn,Доложи Branthyn
Report to Commander Wade Samuelsson in Ebonhawke.,Доложи Коммандиру Wade Samuelsson в Ebonhawke.
Report to Flame Legion centurion.,Доложить центуриону Flame Legion.
Report to Galina.,Доложи Galina.
Report to General Almorra Soulkeeper in Fort Marriner.,Доложи генералу Almorra Soulkeeper в форте Marriner.
Report to General Almorra at Fort Marriner,Доложить генералу Almorra в Fort Marriner
Report to General Soulkeeper.,Доложите General Soulkeeper.
Report to Legionnaire Steelbane.,Доложите Легионеру Steelbane.
Report to Legionnaire Tosia Domesplitter.,Доложите Legionnaire Tosia Domesplitter.
Report to Logan at his office,Доложите Logan в его кабинете
Report to Marshal Trahearne at Fort Trinity.,Доложи Маршалу Trahearne в Fort Trinity.
Report to Rytlock near the top of the Imperator's Core.,Доложись Rytlock возле вершины Imperator's Core.
Report to Steelbane.,Доложите Steelbane.
Report to Torga on the third floor of the Imperator's Core.,Доложите Torga на третьем этаже Imperator's Core.
Report to Torga.,Доложите Torga.
Report to Trahearne at Fort Trinity.,Доложите Trahearne в Fort Trinity.
Report to Trahearne.,Доложи Trahearne.
Report to Tribune Brimstone.,Доложите трибуну Brimstone.
Report to Tribune Desertgrave at Junker's Scrapyard.,Доложите Tribune Desertgrave на Junker's Scrapyard.
Report to Tribune Goreblade at the top of the Imperator's Core.,Доложите трибуну Goreblade на вершине Imperator's Core.
Report to Tribune Goreblade in Hero's Canton.,Доложите Tribune Goreblade в Hero's Canton.
Report to Tribune Goreblade with your results.,Доложите о результатах трибуну Goreblade.
Report to Tribune Goreblade.,Доложите Tribune Goreblade.
Report to Varkk near Battleground Plaza.,Доложите Varkk возле Battleground Plaza.
Report to battle stations on deck.,Доложи о готовности к бою на палубе.
Report to the Preceptors.,Доложи Preceptors.
Report to the coast south of Beacon Torch.,Доложите на побережье к югу от Beacon Torch.
"Report to your krewe chief, Hronk.","Доложи своему командиру команды, Hronk."
"Report to your krewe chief, Pokka.","Доложи своему главе команды, Pokka."
Report your findings to Eir and the order reps.,Доложите о своих находках Eir и представителям орденов.
Report your findings to Trahearne.,Доложите о своих выводах Trahearne.
Report your findings to the order reps.,Доложите о своих находках представителям орденов.
"Report, Legionnaire %str1%. How was the operation at the Serrated Blade?","Докладывай, легионер %str1%. Как прошла операция в Serrated Blade?"
"Reporting in, Legionnaire %str1%.","Докладываю, легионер %str1%."
Reprogram the consoles to create a distraction.,"Перепрограммируйте консоли, чтобы создать отвлекающий маневр."
Rescue Gairwen from the Nightmare Court.,Спасите Gairwen из Nightmare Court.
Rescue Gairwen from the Nightmare courtiers.,Спасите Гэрвин от придворных Кошмарного двора.
Rescue Preceptor Doern Velazquez.,Спаси Preceptor Doern Velazquez.
Rescue Preceptor Halvora Snapdagger.,Спаси Preceptor Halvora Snapdagger.
Rescue Preceptor Valenze.,Спаси Preceptor Valenze.
Rescue Professor Gorr.,Спасите Professor Gorr.
Rescue Riel Darkwater.,Спаси Riel Darkwater.
Rescue Riot Alice.,Спаси Riot Alice.
Rescue Tchkik and the other scouts.,Спаси Tchkik и других разведчиков.
Rescue Tribune Desertgrave.,Спасите Tribune Desertgrave.
Rescue the Pact soldiers still inside the mountain.,"Спасите солдат Пакта, всё ещё находящихся внутри горы."
Rescue the crew of the Windfall.,Спаси экипаж Windfall.
Rescue the strange sylvari from the Nightmare Court.,Спасите странного сильвари из Nightmare Court.
Resolve the hostage situation.,Разрешите ситуацию с заложниками.
"Rest well, Evart, knowing that you are avenged and I am safe at last. And thank you, %str1%. I look forward to returning to the Grove.","Спи спокойно, Evart, зная, что ты отомщён, а я наконец в безопасности. И спасибо тебе, %str1%. С нетерпением жду возвращения в Grove."
Restore Maeva to this dimension.,Верните Maeva в это измерение.
Retrieve Caladbolg from Waine's corpse.,Забери Caladbolg с трупа Waine.
Retrieve Romke's map.,Заберите карту Romke.
Retrieve the Infinity Ball.,Верните Infinity Ball.
Retrieve the Interspatial Translocator.,Верните межпространственный транслокатор.
Retrieve the Metaphysic Fusion Device.,Верните устройство метафизического слияния.
Retrieve the Sanguinary Blade.,Верни Кровавый клинок.
Retrieve the Very Old Energy Detector (VOED).,Забери Детектор очень старой энергии (VOED).
Retrieve the Winter Sage.,Добыть зимний шалфей.
Retrieve the idol of Balthazar.,Верни идол Balthazar.
Retrieve the power core from the airship wreckage.,Забери ядро питания из обломков дирижабля.
Retrieve the second research team.,Верните вторую исследовательскую группу.
Retrieve the supplies.,Заберите припасы.
Return the Overminer's Broomstick to Followed by Night.,Верните Broomstick of the Overminer персонажу Followed by Night.
Return the capacitors to your krewemate Kazz.,Верни конденсаторы своему товарищу по команде Kazz.
Return through the portal.,Вернуться через портал.
Return to Beigarth the Smith in Hoelbrak,Вернитесь к Beigarth the Smith в Hoelbrak
Return to Crusader Jeyne above decks.,Вернись к Crusader Jeyne на верхнюю палубу.
Return to Crusader Jeyne.,Вернитесь к Crusader Jeyne.
Return to Dreamer's Terrace and speak with Caithe.,Вернитесь на Террасу Мечтателя и поговорите с Caithe.
Return to Eir's camp and seek aid.,Вернись в лагерь Eir и попроси помощи.
Return to Fort Trinity's airship dock.,Вернитесь к доку дирижаблей в Fort Trinity.
Return to Gixx.,Вернись к Gixx.
Return to Romke on the shore.,Вернитесь к Romke на берегу.
Return to Steward Gixx.,Вернись к Стюарду Gixx.
Return to Trahearne at the Pale Tree.,Вернись к Trahearne у Pale Tree.
Return to Two-Blade Pete.,Вернись к Two-Blade Pete.
Return to bandit leader Dola.,Вернитесь к главарю бандитов Dola.
Return to shore with the artifact.,Вернись на берег с артефактом.
Return to the Chantry of Secrets.,Вернитесь в Chantry of Secrets.
Return to the Durmand Priory.,Вернись в Durmand Priory.
Return to the Pact camp.,Вернись в лагерь Pact.
Return to the center platform so Trahearne can finish the ritual.,"Вернитесь на центральную платформу, чтобы Trahearne мог завершить ритуал."
Return to the feisty prisoner,Вернитесь к бойкому пленнику
Return to the main plaza.,Вернись на главную площадь.
Return to the pit announcer.,Вернись к комментатору боев.
Return to your krewe's lab in Rata Sum.,Вернитесь в лабораторию вашей креве в Rata Sum.
Return to your lab in Rata Sum.,Вернись в свою лабораторию в Rata Sum.
Revive Ceera.,Воскресите Ceera.
Revive Jonkor.,Оживите Jonkor.
Revive Sergeant Bigsby.,Воскреси Sergeant Bigsby.
Revive the fallen wardens.,Оживите павших wardens.
Riel Darkwater agrees with %str1%.,Riel Darkwater согласна с %str1%.
"Right behind you, %str1%. With any luck, Trybulus won't know what hit him 'til it break him in half.","Я прямо за тобой, %str1%. Если повезет, Trybulus не поймет, что его ударило, пока его не разломает пополам."
"Right now, I want to see tails in motion. Form up and move out!","А сейчас я хочу видеть, как вы шевелитесь. Построиться и выдвигаться!"
"Right, right. Now tell me that important thing, and give me the short version.","Да-да. А теперь выкладывай то важное, о чем хотел сказать, и покороче."
"Right. It's good to have you with us. Let's go""","Верно. Хорошо, что ты с нами. Пошли."
Right. Move out!,Так точно. Выдвигаемся!
"Right. So we'll need proof, or we'll need to keep the shamans and their supporters quiet so Gara can make his case.","Верно. Значит, нам нужны доказательства, или нам нужно заставить шаманов и их сторонников замолчать, чтобы Gara смог изложить свои доводы."
"Right. Stick close to me, and we'll see this through.","Верно. Держись рядом со мной, и мы доведем это до конца."
"Right. You do that. When you're ready, I'll be somewhere else.","Верно. Так и сделай. Когда будешь готов, я буду в другом месте."
Risen Captain Coloyaqui.,Risen Captain Coloyaqui.
Risen Captain Itnaya.,Risen Captain Itnaya.
Risen Captain Redeye.,Risen Captain Redeye.
Risen Captain Yejj.,Risen Captain Yejj.
Risen Creature,Risen Creature
Risen Spider Lord,Risen Spider Lord
"Rock is strong... but the ice god is stronger. Stronger than yours, too.",Камень силён... но ледяной бог сильнее. И сильнее твоего тоже.
"Roger that. Why, I was putting mortars on-target when you were still gnawing marrowbones in the fahrar.","Принято. Да я наводил минометы на цель, когда ты ещё грыз кости в фахраре."
Rum Merchant threatens %str1%.,Торговец ромом угрожает %str1%.
"Rumors of my companions abound. Rytlock and Logan travel north, toward the Citadel of Flame. Zojja chases after Snaff's legacy, never realizing that it is more than golems and crystals. She is in danger. I spoke to Eir at length and managed to convince her that we must go to aid our old friend—but my purpose no longer seems as clear. Not anymore. Why save the world, when everything in it is falling apart?","Слухи о моих спутниках множатся. Rytlock и Logan направляются на север, к Citadel of Flame. Zojja гонится за наследием Snaff, так и не осознав, что это нечто большее, чем големы и кристаллы. Она в опасности. Я долго говорил с Eir и сумел убедить её, что мы должны отправиться на помощь нашему старому другу, но моя цель больше не кажется такой ясной. Больше нет. Зачем спасать мир, когда все в нем рушится?"
Run past the Nightmare hounds.,Пробеги мимо гончих Кошмара.
Rytlock Brimstone disagrees with %str1%.,Rytlock Brimstone не согласен с %str1%.
"Rytlock Brimstone gave me a letter that my sire, Argus Foolkiller, wrote on his deathbed. It mentioned a treasure hidden at Grendich Ruins and where to find the key that unlocks it. With Brimstone's permisson, I went looking for the pieces of the key.","Rytlock Brimstone передал мне письмо, которое мой отец, Argus Foolkiller, написал на смертном одре. В нем упоминалось сокровище, спрятанное в руинах Grendich, и место, где найти ключ, чтобы его открыть. С разрешения Brimstone я отправился на поиски частей ключа."
"Rytlock Brimstone helped me take out Trybulus Griefblade before that rat could share the information he tortured out of poor Fengar Cruelmane. The Flame Legion remains a threat, but I've proven myself as a leader, gained Rytlock's approval, and strengthened my warband for the challenges to come.","Rytlock Brimstone помог мне устранить Trybulus Griefblade, прежде чем эта крыса успела поделиться информацией, которую выпытала у бедняги Fengar Cruelmane. Flame Legion всё ещё представляет угрозу, но я доказал, что могу быть лидером, заслужил одобрение Rytlock и укрепил свой отряд для будущих испытаний."
"Rytlock and I stopped Rage Steeltongue from sabotaging the Black Citadel's defenses. Rage was working with the Flame Legion, so they must be planning something big.","Мы с Rytlock помешали Rage Steeltongue саботировать оборону Black Citadel. Rage работал на Flame Legion, так что они явно замышляют что-то грандиозное."
"Rytlock called me in to promote me to centurion and to give me a new assignment: the orders of Tyria are on the trail of a necromancer called Rissa. Rissa may have infected my fallen comrade, Howl the Brazen, so Rytlock wanted me to be involved, and to join the order reps at Howl's grave.","Rytlock вызвал меня, чтобы повысить до центуриона и дать новое задание: Ордена Tyria вышли на след некроманта по имени Rissa. Rissa могла заразить моего павшего товарища, Howl the Brazen, поэтому Rytlock хотел, чтобы я был в курсе дела и присоединился к представителям орденов на могиле Howl."
"Rytlock joined me in Grendich Ruins, and together, we fought through ghosts to the treasure. The chest contained a Diessa Chalice, perhaps the last of its kind. I will treasure it for its value and as a reminder of my sire, Argus Foolkiller.","Rytlock присоединился ко мне в Grendich Ruins, и вместе мы пробились сквозь призраков к сокровищу. В сундуке оказался кубок Diessa Chalice, возможно, последний в своем роде. Я буду беречь его как ценность и как напоминание о моем отце, Argus Foolkiller."
Sabotage the console.,Саботируй консоль.
"Sadly, no. I was wondering the same thing. If Zhaitan has spawned some new horror, we must discover its nature.","К сожалению, нет. Я как раз задавался тем же вопросом. Если Zhaitan породил новый ужас, мы должны выяснить, что это такое."
Safeguard Queen Jennah.,Обеспечить безопасность Queen Jennah.
"Same here, Agent.","Взаимно, агент."
Samona Ironclaw waves at %str1%.,Samona Ironclaw машет %str1%.
Sariel threatens %str1%.,Sariel угрожает %str1%.
"Savant (or whatever your current rank is—you keep moving up so fast it's hard to keep track),","Савант (или какой у вас сейчас ранг — вы так быстро продвигаетесь, что трудно уследить),"
"Savant,
How familiar are you with a professor named Gorr? I've been following his research, and he's drawing some fascinating connections between worldwide magic levels and the rise of the Elder Dragons. He's scheduled to present his latest findings at an academic conference, and I want you to help me gauge how valid they are. I also think there might be a unique opportunity for you in all this. See you there.
—Zojja","Савант,
Насколько ты знаком с профессором по имени Горр? Я слежу за его исследованиями, и он делает захватывающие связи между мировыми уровнями магии и пробуждением Старших Драконов. Он запланировал представить свои последние находки на академической конференции, и я хочу, чтобы ты помог мне оценить, насколько они верны. Я также думаю, что в этом может быть уникальная возможность для тебя. Увидимся там.
— Зойя"
"Savant,I have to thank you. You just won me a hundred platinum from an old college friend. After I heard that Claw Island had been overrun, I bet them that you'd be the one to solve the problem and break all the dragon's toys. It's easy to be proud of you when I also get to rub it into the Arcane Council's faces. Ha!","Учёный,Я должен поблагодарить тебя. Ты только что выиграл для меня сотню платины у старого друга по колледжу. Услышав, что Claw Island был захвачен, я поспорил с ними, что именно ты решишь эту проблему и сломаешь все игрушки дракона. Легко гордиться тобой, когда я к тому же могу растереть это по лицам Arcane Council. Ха!"
Save Quinn from the bandits.,Спасите Куинна от бандитов.
Say your farewells.,Попрощайся.
"Scholar Krasso and I helped prove Professor Gorr's theory by bombarding a captive dragon minion with magical energy and measuring the results. The minion grew so strong that it broke free and had to be put down, but we got our proof. We agreed to consult Zojja and the other order reps before we decide on our next course of action.","Я и Scholar Krasso помогли доказать теорию Professor Gorr, обстреляв плененного прислужника дракона магической энергией и измерив результаты. Прислужник стал настолько силен, что вырвался на свободу, и его пришлось уничтожить, но мы получили доказательства. Мы договорились проконсультироваться с Zojja и представителями других орденов, прежде чем решать, как действовать дальше."
Scout the docks.,Разведайте доки.
Search Commander Landon's room on the top floor.,Обыщи комнату Commander Landon на верхнем этаже.
Search Molenheide for the cipher book.,Обыщи Molenheide в поисках книги с шифром.
Search Occam's house for evidence.,Обыщите дом Оккама в поисках улик.
Search Sagum's corpse for the amulet.,Обыщите труп Sagum в поисках амулета.
Search Underburg for more survivors.,Обыщите Underburg в поисках выживших.
Search Underburg for the latest prototype weapon.,Обыщите Underburg в поисках новейшего прототипа оружия.
Search Underburg for the missing agent.,Обыщите Underburg в поисках пропавшего агента.
Search for Deldrimor steel.,Найди сталь Deldrimor.
Search for clues in Arda's whereabouts.,Ищите улики о местонахождении Arda.
Search for more dwarven relics.,Найдите больше дворфийских реликвий.
Search for proof of corrupted quaggans.,"Найди доказательства того, что квагганы заражены."
Search for the dredge weapon.,Найди оружие дреджей.
Search the Chantry for Survivors.,Обыщи Chantry в поисках выживших.
Search the Pact camp near Onager Bivouac.,Обыщите лагерь Pact возле Onager Bivouac.
Search the Pact fortress for clues.,Обыщите крепость Pact в поисках улик.
Search the aquaduct and clear it of enemies.,Обыщи акведук и очисти его от врагов.
Search the aqueduct and clear it of enemies.,Обыщи акведук и очисти его от врагов.
Search the aqueduct for Count Cargiss.,Обыщите акведук в поисках Count Cargiss.
Search the area for evidence.,Обыщите местность в поисках улик.
Search the area for survivors.,Обыщите местность в поисках выживших.
Search the base interior for Pol.,Обыщите базу в поисках Pol.
Search the basement for Maeva.,Обыщите подвал в поисках Maeva.
Search the camp for clues.,Обыщите лагерь в поисках улик.
Search the courthouse for the treasure.,Обыщи здание суда в поисках сокровищ.
Search the dredge cave for more evidence.,Обыщите пещеру дрегов в поисках улик.
Search the dredge mine for the Inquest.,Обыщи шахту дрегов в поисках Инквеста.
Search the houses for the Arcane Eye's hidden base.,Обыщите дома в поисках скрытой базы Arcane Eye.
Search the lake for Snarl and his warband.,Обыщи озеро в поисках Snarl и его отряда.
Search the mine for the dredge prototype weapon.,Обыщите шахту в поисках прототипа оружия дреджей.
Search the mines for a Sonic Harmonizer.,Обыщите шахты в поисках Sonic Harmonizer.
Search the northern huts.,Обыщите северные хижины.
Search the river for Apatia.,Обыщи реку в поисках Apatia.
Search the sewers for the missing guardsmen.,Обыщите канализацию в поисках пропавших стражников.
Search the southern huts.,Обыщите южные хижины.
Search the submerged ruins for dwarven relics.,Обыщите затопленные руины в поисках дворфийских реликвий.
Search the top floor of the house.,Обыщите верхний этаж дома.
Search the underground.,Обыщите подземелье.
"Second, don't limit your conversations to nobility. Servants and guards see everything.","Во-вторых, не ограничивай свои беседы только знатью. Слуги и стража видят всё."
Secure Hawke Heart.,Обезопась Hawke Heart.
Secure the Altar of Grenth.,Защитить Алтарь Грента.
Secure the Funhouse.,Защитить Комнату Ужасов.
Secure the archives by clearing out the Inquest Agents.,"Обеспечьте безопасность архивов, уничтожив агентов Инквеста."
Secure the courtyard.,Обезопасьте внутренний двор.
Secure the drop site for the Searing Cauldron.,Обеспечьте безопасность места сброса для Пылающего Котла.
Secure the entrance to the Hawke Heart.,Обезопась вход в Hawke Heart.
Secure the explosives.,Забери взрывчатку.
Secure the fighting pit.,Обезопась арену.
Secure the forges on the road to Hawke Heart.,Обезопась кузницы на дороге к Hawke Heart.
Secure the graveyard.,Обезопась кладбище.
Secure the northern gate.,Обеспечь безопасность северных ворот.
Secure the settlement courtyard.,Обезопась двор поселения.
Secure the southern gate.,Обеспечь безопасность южных ворот.
Secure the sword known as Caladbolg.,"Заполучи меч, известный как Caladbolg."
Secure the walls.,Обеспечь безопасность стен.
Secure the west gate.,Обезопась западные ворота.
"See that you do, because this is your last chance to make right. Now c'mon.","Смотри не отставай, потому что это твой последний шанс все исправить. А теперь пошли."
See to Kekt.,Позаботьтесь о Kekt.
"See you at the trial, my lady. Thanks for a memorable party.","Увидимся на суде, миледи. Спасибо за памятный вечер."
"See you at the trial, then.",Тогда увидимся на суде.
Seek out Bercilak at Mabon Market.,Найди Bercilak на Mabon Market.
Seek out Carys on the beach near Annwen.,Найдите Carys на пляже возле Annwen.
"Seneca the Jailer and I took Forktail back from the Flame Legion. I had a tough decision to make: go with VallusShould be Clement to disrupt the Flame Legion ritual threatening the Black Citadel brass, or lock VallusShould be Clement up again and defend the tribunes and imperator personally. I made my choice, and now I have to make sure that no harm comes to the High Legions' leaders.","Seneca the Jailer и я забрали Clement Forktail у Flame Legion. Мне пришлось принять трудное решение: отправиться с Clement, чтобы сорвать ритуал Flame Legion, угрожающий верхушке Black Citadel, или снова запереть Clement и лично защищать трибунов и императора. Я сделал свой выбор, и теперь должен убедиться, что лидерам High Legions ничего не угрожает."
"Sergeant Bigsby and I were set up by Captain Tervelan, but we escaped the trap. When I caught up with Tervelan, he confessed that Minister Arton was the mastermind behind the ambush of Falcon Company.","Sergeant Bigsby и я попали в засаду, устроенную Captain Tervelan, но мы сбежали. Когда я настиг Tervelan, он признался, что Minister Arton был вдохновителем засады на Falcon Company."
Sergeant Hal left Tervelan's command after the Screaming Falcons were ambushed. He directed me toward a Lionguard who was also a member of the company. She might know more.,"Sergeant Hal покинул отряд Tervelan после того, как Screaming Falcons попали в засаду. Он направил меня к Lionguard, которая также была членом этой роты. Возможно, она знает больше."
Servant cheers for %str1%.,Слуга приветствует %str1%.
Set up defenses to stop the Inquest attack.,"Установите оборону, чтобы остановить атаку Инквеста."
Set up more defenses.,Установите больше защитных сооружений.
Set up the three prototype turrets.,Установите три прототипа турелей.
"Settle down Varg, you're embarassing yourself again.","Успокойся, Varg, ты снова позоришься."
Settle the dispute between the order reps.,Разреши спор между представителями орденов.
Shaman Gamli,Shaman Gamli
"Shaman Gara saw the ""Ice God"" and said it was false.","Шаман Gara увидел «Ледяного Бога» и сказал, что это ложь."
"Shame about Tegwen. We can't bring her back, but we can punish every rotten Risen we come across between here and victory.","Жаль, что так вышло с Tegwen. Мы не можем вернуть её, но можем наказать каждого гнилого Risen, который попадется нам на пути к победе."
"Shashoo led us to Baroosh, one of the few quaggan who isn't ashamed to shift into his enraged form and fight. Baroosh took some convincing—the villagers have shunned him for years for his lack of shame— but once he saw the quaggans that had been corrupted into icebrood, he agreed to join in the defense of Falooaloo Village.","Shashoo привела нас к Baroosh, одному из немногих квагганов, который не стыдится принимать свою яростную форму и сражаться. Baroosh пришлось долго уговаривать — жители деревни годами избегали его из-за отсутствия стыда, — но как только он увидел квагганов, превращенных в ледяных, он согласился помочь в обороне Falooaloo Village."
Shashoo: Oooo! Look out! The bad ice makes monsters.,Ой! Берегись! Эта дурная ледяная магия создает монстров.
"She never married. More's the pity, she stays home to care for her ill mother. She's lonely, but she takes solace from being a dutiful daughter.","Она так и не вышла замуж. Жаль, конечно, но она остается дома, чтобы ухаживать за больной матерью. Она одинока, но находит утешение в том, что она послушная дочь."
"She seemed to be emphasizing certain words, didn't she?","Она, кажется, делала акцент на определенных словах, верно?"
"She'd love that. She always wanted to be the wise old elder that everyone listened to. For her, and for me: thank you, everyone.","Ей бы это понравилось. Она всегда хотела стать мудрым старейшиной, к которому все прислушиваются. За неё и за меня: спасибо всем."
