english,translate
Automatic turrets are deployed above the objective's gates.,Над воротами объекта разворачиваются автоматические турели.
Awakened Bone Column,Пробуждённая костяная колонна
Awakened Bone Wall,Пробуждённая костяная стена
Awakened Tar Drip,Пробуждённая смоляная капель
Awakened Tar Pit,Пробуждённая смоляная яма
Ballista Blueprints,Чертежи баллисты
Ballista Siege,Осадная баллиста
Bamboo Awning,Бамбуковый тент
Bamboo Canopy,Бамбуковый навес
Bamboo Wall (240 x 240),Бамбуковая стена (240 x 240)
Basic Basket,Простая корзина
Basic Bookshelf,Простой книжный шкаф
Basic Boulder,Простой валун
Basic Candle,Простая свеча
Basic Chair,Простой стул
Basic Column,Простая колонна
Basic Commemorative Statue,Простая памятная статуя
Basic Crate,Простой ящик
Basic Flagpole,Простой флагшток
Basic Fountain,Простой фонтан
Basic Grave Marker,Простое надгробие
Basic Pedestal,Простой постамент
Basic Planter,Простая кадка для растений
Basic Shrub,Простой куст
Basic Signpost,Простой указатель
Basic Table,Простой стол
Basic Torch,Простой факел
Basic Tree,Простое дерево
Bat Lanterns,Фонари-летучие мыши
Beach House Spiral Stairs,Винтовая лестница пляжного домика
Bear Totem,Тотем Медведя
Begin restoring your war room.,Начать восстановление военной комнаты.
Begin restoring your workshop.,Начать восстановление мастерской.
Block Topiary,Топиарий-куб
Block of the Solid Ocean,Глыба Твёрдого океана
Bloodstone Turret Fragment,Фрагмент турели из кровавого камня
Blue Balloon,Синий воздушный шар
Blue Cushion,Синяя подушка
Blue Dragon Target,Мишень «Синий дракон»
Blue Pirate Flag,Синий пиратский флаг
Blue Wintersday Gift,Синий подарок Зимнего дня
Boar Statue,Статуя кабана
Boardwalk (240 x 1920),Дощатый настил (240 x 1920)
Boardwalk (240 x 960),Дощатый настил (240 x 960)
Boardwalk (480 x 960),Дощатый настил (480 x 960)
Body Topiary,Топиарий «Тело»
Bonfire,Костёр
Bowl Topiary,Топиарий-чаша
Bowl of Fruit Salad with Cilantro Garnish,Миска фруктового салата с кинзой
Bowl of Fruit Salad with Mint Garnish,Миска фруктового салата с мятным гарниром
Bowl of Fruit Salad with Orange-Clove Syrup,Миска фруктового салата с апельсиново-гвоздичным сиропом
Bowl of Sesame Fruit Salad,Миска фруктового салата с кунжутом
Bowl of Spiced Fruit Salad,Миска пряного фруктового салата
Branchless Bush,Куст без ветвей
Branded Devourer Monument,Монумент клеймёного пожирателя
Branded Spire,Клеймёный шпиль
Brawling Obstacle: Chill Turrets,Препятствие для драки: турели холода
Brawling Obstacle: Cripple Turrets,Препятствие для драки: турели калечения
Brawling Obstacle: Fan Traps,Препятствие для драки: веерные ловушки
Brawling Obstacle: Fear Turrets,Препятствие для драки: Турели страха
Brawling Obstacle: Flame Turrets,Препятствие для драки: Огненные турели
Brawling Obstacle: Heal Turrets,Препятствие для драки: Лечащие турели
Brawling Obstacle: Knockback Turrets,Препятствие для драки: Турели отталкивания
Brawling Obstacle: Lava Floors,Препятствие для драки: Лавовые полы
Brawling Obstacle: Poison Turrets,Препятствие для драки: Ядовитые турели
Brawling Obstacle: Purple Torches,Препятствие для драки: Фиолетовые факелы
Brawling Obstacle: Strike Turrets,Препятствие для драки: Атакующие турели
Brawling Obstacle: Team-Color Torches,Препятствие для драки: Факелы цвета команды
Brawling Obstacle: Vortex Traps,Препятствие для драки: Ловушки-воронки
Brawling Obstacle: Walls,Препятствие для драки: Стены
Brawling Obstacle: Weakness Turrets,Препятствие для драки: Турели слабости
Brawling Obstacle: White Torches,Препятствие для драки: Белые факелы
Broken Ascalonian Pillar,Сломанная аскалонская колонна
Broken Mast Pole,Сломанная мачта
Broken Sandstone Pillar,Сломанная песчаниковая колонна
Broken Square Pillar,Сломанная квадратная колонна
Bronze Cardinal Adina Trophy,Бронзовый трофей кардинала Адины
Bronze Cardinal Sabir Trophy,Бронзовый трофей кардинала Сабира
Bronze Chak Gerent Trophy,Бронзовый трофей чак-герента
Bronze Conjured Amalgamate Trophy,Бронзовый трофей сотворённой амальгамы
Bronze Decima Trophy,Бронзовый трофей Децимы
Bronze Deimos Trophy,Бронзовый трофей Деймоса
Bronze Desmina Trophy,Бронзовый трофей Десмины
Bronze Dhuum Trophy,Бронзовый трофей Дуума
Bronze Ether Djinn Trophy,Бронзовый трофей эфирного джинна
Bronze Gorseval Trophy,Бронзовый трофей Горсеваля
Bronze Greer Trophy,Бронзовый трофей Грира
Bronze Keep Construct Trophy,Бронзовый трофей Конструкта крепости
Bronze Mordremoth Trophy,Бронзовый трофей Мордремота
Bronze Mursaat Overseer Trophy,Бронзовый трофей надзирателя мурсаатов
Bronze Qadim Trophy,Бронзовый трофей Кадима
Bronze River of Souls Trophy,Бронзовый трофей Реки душ
Bronze Sabetha Trophy,Бронзовый трофей Сабеты
Bronze Samarog Trophy,Бронзовый трофей Самарога
Bronze Shatterer Trophy,Бронзовый трофей Разрушителя
Bronze Siege the Stronghold Trophy,Бронзовый трофей «Осады твердыни»
Bronze Slothasor Trophy,Бронзовый трофей Слотазора
Bronze Statue of Grenth Trophy,Бронзовый трофей «Статуи Гренса»
Bronze Tequatl Trophy,Бронзовый трофей Текватла
Bronze Triple Trouble Trophy,Бронзовый трофей «Тройной беды»
Bronze Twin Largos Trophy,Бронзовый трофей парных ларгосов
Bronze Ura Trophy,Бронзовый трофей Уры
Bronze Vale Guardian Trophy,Бронзовый трофей Хранителя долины
Bronze White Mantle Abomination Trophy,Бронзовый трофей мерзости Белой Мантии
Bronze Xera Trophy,Бронзовый трофей Ксеры
Bundle of Corn Stalks,Связка кукурузных стеблей
Burlap Sack,Мешок из мешковины
Burlap Sack Pile,Груда мешков из мешковины
Cabana Roof Long (A),Длинная крыша кабаны (A)
Cabana Roof Long (B),Длинная крыша кабаны (B)
Cabana Wall (120),Стена кабаны (120)
Cabana Wall (960),Стена кабаны (960)
Cairn the Indomitable Shard,Осколок Неукротимого Кайрна
Campfire,Костёр
Candy Cane Beam,Леденцовая балка
Candy Cane Ramp,Леденцовый пандус
Cannon Siege,Осадная пушка
Canthan Garden Wall,Кантанская садовая стена
Canthan Glass Bottle,Кантанская стеклянная бутылка
Canthan Glass Bottle (Full),Кантанская стеклянная бутылка (полная)
Canthan Lantern,Кантанский фонарь
Canthan Stair Bridge,Кантанский лестничный мост
Capped Gold Pillar,Золотая колонна с капителью
Cardinal Adina's Token,Жетон кардинала Адины
Cardinal Sabir's Token,Жетон кардинала Сабира
Catapult Siege,Осадная катапульта
Ceramic Planter,Керамическая кадка
Chak Gerent Eye,Глаз герента чаков
Chandelier,Люстра
Changing Tent,Шатёр для переодевания
Charr Heliplatform,Вертолетная площадка чарров
Charr Scrap Cannon,Пушка для лома чаров
Charr Statue,Статуя чарра
Charr Summit Banner,Знамя саммита чарров
Charr Summit Flag,Флаг саммита чарров
Cheery Balloon Bundle,Связка весёлых шариков
Chunk of the Solid Ocean,Кусок Твёрдого океана
Cilantro Lime Sous-Vide Steak,Стейк су-вид с кинзой и лаймом
Cloaking Waters,Маскирующие воды
Clock Tower Gear,Шестерня Часовой башни
Clock Tower's Broken Beam,Сломанная балка Часовой башни
Cloth Synthesizer 1,Тканевый синтезатор 1
Cloth Synthesizer 2,Тканевый синтезатор 2
Cloth Synthesizer 3,Тканевый синтезатор 3
Cloth Synthesizer 4,Синтезатор ткани 4
Cloth Synthesizer 5,Синтезатор ткани 5
Column (30 x 480 x 30),Колонна (30 x 480 x 30)
Commemorative Weapon Stand,Памятная стойка для оружия
Complete Academic Arch,Цельная академическая арка
Complete the restoration of your market.,Завершите восстановление вашего рынка.
Complete the restoration of your tavern.,Завершите восстановление вашей таверны.
Complete the restoration of your war room.,Завершите восстановление вашей военной комнаты.
Complete the restoration of your workshop.,Завершите восстановление вашей мастерской.
Comprehensive Disciplines Research Commemorative Statue,Памятная статуя исследования всесторонних дисциплин
Conjured Amalgamate's Token,Жетон призванного амальгамата
Corrupted Eagle Shrine,Осквернённое святилище орла
Corrupted Ox Shrine,Осквернённое святилище быка
Corrupted Wolverine Shrine,Осквернённое святилище росомахи
Craft schematics to manufacture WvW arrowcarts.,Создать чертежи для изготовления стреломётов для WvW.
Craft schematics to manufacture WvW ballistae.,Создайте чертежи для производства баллист в WvW.
Craft schematics to manufacture WvW catapults.,Создайте чертежи для производства катапульт в WvW.
Craft schematics to manufacture WvW flame rams.,Создайте чертежи для производства огненных таранов в WvW.
Craft schematics to manufacture WvW siege golems.,Создайте чертежи для производства осадных големов в WvW.
Crafted by scribes.,Создаётся писцами.
Creepy Jack-o'-Lantern,Жуткий светильник-тыква
Crooked Mushroom,Кривой гриб
Crooked Thorny Mushroom,Кривой колючий гриб
Crystal Block of the Solid Ocean,Кристальный блок Твёрдого океана
Crystal Prism,Кристальная призма
Cube of Snow,Куб снега
Cuboid of Snow,Кубоид из снега
Curved Roof (600),Изогнутая крыша (600)
Curved Roof (960),Изогнутая крыша (960)
Curved Roof Corner,Угол изогнутой крыши
Curved Roof Dormer,Слуховое окно с изогнутой крышей
Decima Shard,Осколок Децимы
Decima's Token (Guild Decoration),Жетон Децимы (гильдейское украшение)
Decorated Casket,Украшенный гроб
Decorator,Оформитель
Deimos Statue,Статуя Деймоса
Deluxe Charr Copter,Люкс-вертолёт чаров
Deluxe Vine Wall,Делюкс-стена из лиан
Deluxe Wyvern Trophy,Роскошный трофей виверны
Demolished Mast Pole,Сломанная мачтовая стойка
Demon Statue,Статуя демона
Desert Sofa,Пустынный диван
Desmina's Token,Жетон Десмины
Dhuum's Token,Жетон Дуума
Dhuum's Torch,Факел Дуума
Distressed Lion Statue,Поврежденная статуя льва
Divinity Lamp,Лампа божественности
Divinity Streetlamp,Фонарь Божественности
Djinn Launching Device,Устройство запуска джиннов
Dock Crane,Доковый кран
Dolyaks gain increased health and toughness.,Дольяки получают повышенное здоровье и стойкость.
Dolyaks gain superspeed.,Дольяки получают суперскорость.
Dolyaks now carry twice as much supply.,Дольяки теперь несут вдвое больше припасов.
Doorway Wall,Стена с дверным проемом
Dragon Bash Banner,Знамя Dragon Bash
Dragon Bash Firework Launcher,Пусковая установка фейерверков Dragon Bash
Dragon Bash Kite,Воздушный змей Dragon Bash
Dragon Bash Pylon,Пилон Dragon Bash
Dragon Bash Windcatcher,Ловец ветра Dragon Bash
Dragon Hologram Generator,Генератор голограммы дракона
Dragon Plate,Драконья пластина
Dragon Statue,Статуя дракона
Dragon's Breath Lantern,Фонарь «Дыхание дракона»
Dragon's Tooth Lantern,Фонарь «Зуб дракона»
Draped Wintersday Garland,Драпированная гирлянда Зимнего дня
Dune Roller,Дюнный каток
Earned by completing the Spiritual Renewal achievement.,Зарабатывается за завершение достижения «Spiritual Renewal».
Earned by participating in skirmishes.,Зарабатывается за участие в стычках.
Earned through the Old Lion's Court raid encounter.,Заработано через рейдовую встречу «Старый львиный двор».
"Earned through the episode ""Bound by Blood.""",Заработано через эпизод «Связанные кровью».
"Earned through the episode ""No Quarter.""",Заработано через эпизод «Никакой пощады».
"Earned through the episode ""Shadow in the Ice.""",Заработано через эпизод «Shadow in the Ice».
Earth Elemental Left Hand,Левая рука земляного элементаля
Earth Elemental Right Hand,Правая рука земляного элементаля
Effervescent Pod,Шипучий стручок
Eggs Benedict with Mint-Parsley Sauce,Яйца Бенедикт с мятно-петрушечным соусом
Elaborate Sandstone Pillar,Изысканная песчаниковая колонна
Elegant Pillar,Элегантная колонна
Elegant Square Pillar,Элегантная квадратная колонна
Elegant Wall Panel,Элегантная настенная панель
Elonian Bazaar Shade,Навес элонского базара
Elonian Cairn Stones,Элонские камни-керны
Elonian Gong,Элонский гонг
Elonian Hawk Statue,Элонская статуя ястреба
Elonian Incense Stand,Элонская подставка для благовоний
Elonian Lattice,Элонская решётка
Elonian Railing,Элонские перила
Elonian Snake Statue,Элонская статуя змеи
Elonian Stone Tower,Элонская каменная башня
Elonian Teapot,Элонский чайник
Elonian Tent,Элонская палатка
Elonian Urn,Элонская урна
Elonian Vase,Элонская ваза
Elonian Wood Chair,Элонский деревянный стул
Elonian Wood Table,Элонский деревянный стол
Embellished Wintersday Star,Украшенная звезда Зимнего дня
Entryway Wall (Double),Стена входа (двойная)
Entryway Wall (Single),Стена входа (одинарная)
Ephemeral Spider's Web Floor,Эфемерный пол из паутины
Ephemeral Spider's Web Wall,Стена из эфемерной паутины
Ether Djinn's Token,Жетон эфирного джинна
Exchanged for a Mordremoth's Bane Guild Decoration token.,Обменяно на жетон украшения гильдии «Погибель Мордремота».
Expand the inventory of the guild miniature merchant.,Расширьте ассортимент торговца миниатюрами гильдии.
Expand your guild's mine.,Расширьте шахту вашей гильдии.
Expedition to Windswept Haven,Экспедиция в Убежище Ветров
Expedition to the Gilded Hollow,Экспедиция в Позолоченную Лощину
Expedition to the Isle of Reflection,Экспедиция на Остров Размышлений
Expedition to the Lost Precipice,Экспедиция на Потерянный Утёс
Fancy Armchair,Шикарное кресло
Fancy Chair,Нарядный стул
Fancy Desert Sofa,Шикарный пустынный диван
Fancy Round Table,Изысканный круглый стол
Fancy Table,Нарядный стол
Fancy Urn,Нарядная урна
Fancy Wagon,Нарядная повозка
Fanned Island Fern Patch,Веерный участок островного папоротника
Female Norn Holo-Dancer,Голографическая танцовщица-норн
Festival Tent,Фестивальная палатка
Festive Arch,Праздничная арка
Festive Balloon Bundle,Связка праздничных шаров
Festive Fall Tent,Праздничная осенняя палатка
Festive Streetlamp,Праздничный фонарный столб
Fine Armor Stand,Хорошая стойка для доспехов
Fire Circle,Огненный круг
Firecracker,Петарда
Flame Ram Blueprint,Чертёж огненного тарана
Flame Ram Siege,Осада пламенного тарана
Flame-Bearing Gargoyle,"Горгулья, несущая пламя"
Floor (960 x 600),Пол (960 x 600)
Floor (960 x 840),Пол (960 x 840)
Fog Machine,Туманная машина
Forged Brazier,Жаровня Кованых
Forged Fire Wall,Огненная стена Кованых
Forged Pylon,Пилон Кованых
Fractal Console,Фрактальная консоль
Fragment of Saul's Burden,Фрагмент бремени Саула
Fragments of the Solid Ocean,Осколки Твёрдого океана
Freezie's Heart Statue,Статуя «Сердце Фризи»
Frost Legion Machine,Машина Ледяного Легиона
Fuchsia Balloon,Фуксиевый воздушный шар
Full Wall Bracket (480),Полный настенный кронштейн (480)
Full Wall Bracket (960),Полный настенный кронштейн (960)
Full Wall Bracket Corner,Угловой кронштейн для полной стены
Fun Balloon Bundle,Связка весёлых шаров
Further Exploration,Дальнейшее исследование
Galleon Door,Дверь галеона
Galleon Hull (Middle),Корпус галеона (средний)
Galleon Hull (Stern),Корпус галеона (корма)
Galleon Hull Entryway,Вход в корпус галеона
Galleon Hull with Gunports,Корпус галеона с пушечными портами
General Merchant,Торговец
Ghostly Dining Chair,Призрачный обеденный стул
Ghostly Dining Table,Призрачный обеденный стол
Giant Candy Cane,Гигантская леденцовая трость
Gift Barrel,Бочка с подарками
Gift Levitator,Левитатор подарков
Gilded Banner,Позолоченное знамя
Gilded Lamp,Золочёная лампа
Gingerbread-Man Ice Sculpture,Ледяная скульптура пряничного человечка
Glacier Overhang,Ледниковый навес
Globe of Whispers,Сфера шёпотов
Gold Cairn the Indomitable Trophy,Золотой трофей Кэрна Несокрушимого
Gold Cardinal Adina Trophy,Золотой трофей кардинала Адины
Gold Cardinal Sabir Trophy,Золотой трофей кардинала Сабира
Gold Chak Gerent Trophy,Золотой трофей чак-герента
Gold Conjured Amalgamate Trophy,Золотой трофей Созданного Слияния
Gold Decima Trophy,Золотой трофей Децимы
Gold Deimos Trophy,Золотой трофей Деймоса
Gold Desmina Trophy,Золотой трофей Десмины
Gold Dhuum Trophy,Золотой трофей Дуума
Gold Ether Djinn Trophy,Золотой трофей эфирного джинна
Gold Firepit,Золотая яма для костра
Gold Gorseval Trophy,Золотой трофей Горсеваля
Gold Greer Trophy,Золотой трофей Грира
Gold Keep Construct Trophy,Золотой трофей Хранителя-конструкта
Gold Mordremoth Trophy,Золотой трофей Мордремота
Gold Mursaat Overseer Trophy,Золотой трофей надзирателя мурсаатов
Gold Pillar,Золотая колонна
Gold Qadim Trophy,Золотой трофей Кадима
Gold River of Souls Trophy,Золотой трофей Реки Душ
Gold Sabetha Trophy,Золотой трофей Сабеты
Gold Samarog Trophy,Золотой трофей Самарога
Gold Shatterer Trophy,Золотой трофей Разрушителя
Gold Siege the Stronghold Trophy,Золотой трофей «Осады крепости»
Gold Slothasor Trophy,Золотой трофей Слотазора
Gold Statue of Grenth Trophy,Золотой трофей статуи Грента
Gold Tequatl Trophy,Золотой трофей Текватля
Gold Triple Trouble Trophy,Золотой трофей Тройной беды
Gold Twin Largos Trophy,Золотой трофей парных ларгосов
Gold Ura Trophy,Золотой трофей Уры
Gold Vale Guardian Trophy,Золотой трофей Стража Долины
Gold Wall,Золотая стена
Gold White Mantle Abomination Trophy,Золотой трофей Мерзости Белой Мантии
Gold Xera Trophy,Золотой трофей Ксеры
Golden Dragon Statue,Золотая статуя дракона
Golden Horse Statue,Золотая статуя коня
Golden Rabbit Statue,Золотая статуя кролика
Golden Snake Statue,Золотая статуя змеи
Gorseval Tentacle,Щупальце Горсеваля
Gramophone,Граммофон
Grand Clock Tower Gear,Шестерня Большой башни с часами
Grandfather Clock,Напольные часы
Grants access to a 50-slot guild vault and gold storage.,Даёт доступ к гильдейскому хранилищу на 50 ячеек и хранилищу золота.
Greatly reduces nonsiege weapon damage to gates.,Сильно уменьшает урон от неосадного оружия по воротам.
Green Balloon,Зелёный воздушный шар
Green Cushion,Зелёная подушка
Green Pirate Flag,Зелёный пиратский флаг
Green Tree,Зелёное дерево
Green Wintersday Gift,Зелёный подарок Зимнего дня
Greer's Token (Guild Decoration),Жетон Грира (украшение гильдии)
Grenth's Palm,Ладонь Грента
Griffon Fountain,Фонтан грифона
Griffon Rental Post,Стойка аренды грифона
Griffon Statue,Статуя грифона
Guild Armorer 1,Бронник гильдии 1
Guild Armorer 2,Бронник гильдии 2
Guild Arrow Cart Siege,Осадная стреломётная телега гильдии
Guild Ballista Siege,Осадный баллиста гильдии
Guild Banquet,Банкет гильдии
Guild Banquet Table,Банкетный стол гильдии
Guild Bar,Гильдейский бар
Guild Barstool,Гильдейский барный стул
Guild Bench,Гильдейская скамья
Guild Catapult Siege,Гильдейская катапульта
Guild Chair,Гильдейский стул
Guild Emblem Template,Шаблон инсигнии гильдии
Guild Enhancement: Critical Crafting,Гильдейское улучшение: Критическое ремесло
Guild Enhancement: Critical Harvesting,Гильдейское улучшение: Критический сбор
Guild Enhancement: Experience,Гильдейское улучшение: Опыт
Guild Enhancement: Karma,Гильдейское улучшение: Карма
Guild Enhancement: Magic Find,Гильдейское улучшение: Поиск магии
Guild Enhancement: Map Bonus,Улучшение гильдии: Бонус на карте
Guild Enhancement: PvP Reward Boost,Улучшение гильдии: Усиление наград PvP
Guild Enhancement: World Experience,Улучшение гильдии: Опыт в мире
Guild Enhancement: World Reward Tracks,Улучшение гильдии: Мировые треки наград
Guild Hall Decorations Merchant 1,Торговец украшениями зала гильдии 1
Guild Hall Decorations Merchant 2,Торговец украшениями зала гильдии 2
Guild Hall Decorations Merchant 3,Торговец украшениями зала гильдии 3
Guild Hall Monument Decorations,Украшения монумента зала гильдии
Guild Hall Music: City Themes,Музыка зала гильдии: Городские темы
Guild Hall Obtained,Получено залом гильдии
Guild Initiative Banner,Знамя Гильдейской инициативы
Guild Initiative Registration,Регистрация инициативы гильдии
Guild Miniature Merchant 1,Гильдейский торговец миниатюрами 1
Guild Road Marker,Гильдейский дорожный маркер
Guild Shield Generator Siege,Гильдейский осадный генератор щита
Guild Stool,Гильдейский табурет
Guild Trader 1,Торговец гильдии 1
Guild Trader 2,Торговец гильдии 2
Guild Trader 3,Торговец гильдии 3
Guild Trader 4,Торговец гильдии 4
Guild Trader 5,Торговец гильдии 5
Guild Treasure Trove,Сокровищница гильдии
Guild Trebuchet Siege,Требушет гильдии
Guild Vault: Stash,Сейф гильдии: Тайник
Guild Weaponsmith 1,Оружейник гильдии 1
Guild Weaponsmith 2,Оружейник гильдии 2
Hanging Brazier,Подвесная жаровня
Hanging Tree,Висячее дерево
Hardened Gates,Закалённые врата
Hardened Siege,Закалённая осада
Hardy Island Fern,Выносливый островной папоротник
Haunted Armchair,Проклятое кресло
Haunted Bell,Проклятый колокол
Haunted Love Seat,Проклятое кресло для двоих
Head Topiary,Топиарий-голова
Healing Mist,Исцеляющий туман
Hedge,Живая изгородь
Hedge Corner,Угол живой изгороди
Hedge Pillar,Столб из живой изгороди
Hedge Planter,Живая изгородь в кадке
Hemisphere of Snow,Полусфера снега
Highback Chair,Кресло с высокой спинкой
Holiday Wreath,Праздничный венок
Holographic Track Curved Ramp,Голографическая трасса: изогнутый подъём
Holographic Track Downward Left Curve,Голографическая трасса: левый поворот вниз
Holographic Track Downward Ramp,Голографическая трасса: спуск
Holographic Track Downward Right Curve,Голографическая трасса: правый поворот вниз
Holographic Track Left Curve,Голографическая трасса: левый поворот
Holographic Track Long Straightaway,Голографическая трасса: длинная прямая
Holographic Track Right Curve,Голографическая трасса: правый поворот
Holographic Track Straightaway,Голографическая трасса: прямая
Holographic Track Upward Left Curve,Голографическая трасса: левый поворот вверх
Holographic Track Upward Ramp,Голографическая трасса: подъём
Holographic Track Upward Right Curve,Голографическая трасса: правый поворот вверх
Holographic Track Wide Curved Ramp,Голографическая трасса: широкий изогнутый подъём
Horse Statue,Статуя Лошади
Human Summit Banner,Человеческое знамя Вершины
Human Summit Flag,Человеческий флаг Вершины
Ice Castle: Floor,Ледяной замок: пол
Ice Castle: Roof,Ледяной замок: крыша
Ice Castle: Turret,Ледяной замок: башенка
Ice Castle: Wall,Ледяной замок: стена
Ice Sheet,Ледяной покров
Ice Slide,Ледяная горка
Icicle,Сосулька
Illuminated Fountain,Подсвеченный фонтан
Immense Lion Statue,Огромная статуя льва
Impaled Prisoner,Пронзённый пленник
Increase storage capacity for aetherium.,Увеличивает вместимость хранилища эфирия.
Incredulous Stage,Недоверчивая сцена
Infernal Facade,Адская личина
Infinirarium Deck,Палуба Инфинирариума
Invulnerable Dolyaks,Неуязвимые дольяки
Iron Column 16 x 240 x 16,Железная колонна 16 x 240 x 16
Iron Column 30 x 240 x 30,Железная колонна 30 x 240 x 30
Iron Door,Железная дверь
Iron Doorway 240 x 240,Железный дверной проём 240 x 240
Iron Floor 960 x 600,Железный пол 960 x 600
Iron Floor 960 x 840,Железный пол 960 x 840
Iron Guards,Железные стражи
Iron Stairs 120 x 120,Железная лестница 120 x 120
Iron Stairs 120 x 60,Железная лестница 120 x 60
Iron Wall 120 x 240,Железная стена 120 x 240
Iron Wall 240 x 240,Железная стена 240 x 240
