english,translate
Beast. Pull foes toward you and bind them briefly.,Зверь. Притяните врагов к себе и ненадолго свяжите их.
Beastly Warden,Звериный страж
Beastmastery,Повелитель зверей
Beastmode,Режим зверя
Become the Bear,Станьте Медведем
Become the Raven,Станьте Вороном
Become the Snow Leopard,Станьте Снежным барсом
Become the Wolf,Станьте Волком
Beguiling Haze,Обманчивая дымка
Belch,Отрыжка
Berserk,Берсерк
Berserk mode increases power and condition damage.,Состояние берсерка увеличивает вашу силу и урон от состояний.
Berserker Damage Reduced,Урон берсерка снижен
Berserker Stance,Стойка берсерка
Berserker's Power,Сила берсерка
Bestial Rage,Звериная ярость
Beyond the Veil,За завесой
Big Air,Высокий прыжок
Big Boomer,Большой бум
Big Game Hunter,Охотник на крупную дичь
Big Hit,Сильный удар
Big Ol' Bomb,Большая бомба
Binding Shadow,Связывающая тень
Biorhythm,Биоритм
Biorhythm Stack Threshold,Порог накопления биоритма
Bird of Prey,Хищная птица
Bite,Укус
Biting Aura,Кусачая аура
Biting Swarm,Кусачий рой
Bitter Chill,Жгучий холод
Blade Burst,Взрыв клинков
Blade Leap,Прыжок клинка
Blade Renewal,Обновление клинка
Blade Threshold,Порог клинков
Blade Thrust,Удар клинком
Bladecall,Зов клинков
Blademaster,Мастер клинка
Blades Refunded,Клинки возвращены
Blades Stocked on Block or Evade,Клинки накоплены при блоке или уклонении
Blades Stocked on Dodge,Клинки накоплены при уклонении
Bladesong Dissonance,Диссонанс клинков
Bladesong Distortion,Искажение клинков
Bladesong Harmony,Гармония клинков
Bladesong. Fire all stocked blades at your target.,Песнь клинков. Выпустите все накопленные клинки в цель.
Bladesworn,Клиноклятый
Bladetrail,След клинка
Bladeturn Refrain,Рефрен поворота клинка
Bladeturn Requiem,Реквием поворота клинка
Blast Gyro,Взрывной гироскоп
Blast Shield,Взрывной щит
Blast Zone,Зона взрыва
Blaze,Пламя
Blaze Breaker,Разрушитель пламени
Blazing Barrage,Огненный залп
Blazing Edge,Огненный край
Bleeding,Кровотечение
Bleeding Bite,Кровоточащий укус
Bleeding Duration Increase,Увеличение длительности кровотечения
Bleeding Edge,Острое лезвие
Bleeding Stacks per Blade,Стаки кровотечения за клинок
Bleeding you inflict is more dangerous.,"Кровотечение, вызванное вами, опаснее обычного."
Blessing of Dwayna,Благословение Двайны
Blessing of Kormir,Благословение Кормир
Blessing of Lyssa,Благословение Лиссы
Blight,Скверна
Blighter's Boon,Благословение губителя
Blind Targets,Ослепленные цели
Blind nearby foes when you use a healing skill.,"Вы ослепляете противников поблизости, когда используете исцеляющее умение."
Blinded,Ослепление
Blinding Dissipation,Ослепляющее рассеивание
Blinding Flash,Ослепляющая вспышка
Blinding Outburst,Ослепляющий выброс
Blinding Powder,Ослепляющий порошок
Blinding Retreat,Ослепляющее отступление
Blinding Roar,Ослепляющий рык
Blinding Slash,Ослепляющий удар
Blinding Tide,Ослепляющий прилив
Blinding Truths,Ослепляющие истины
Blinding Tuft,Ослепляющий пучок
Blinding a target will also apply chill.,"Когда вы ослепляете цель, вы также замораживаете её."
Blink,Скачок
Blitz Mines,Мины-блиц
Blizzard,Метель
Blob of Blight,Сгусток мора
Blocking an attack grants aegis to nearby allies.,Блокирование атаки даёт эгиду ближайшим союзникам.
Blocking or dodging an attack grants boons.,Блокирование атаки или уворот от неё дают дары.
Blood Bank,Банк крови
Blood Charge,Кровавый заряд
Blood Curse,Кровавое проклятие
Blood Frenzy,Кровавое неистовство
Blood Fury,Кровавая ярость
Blood Is Power,Кровь — это сила
Blood Reaction,Кровавая реакция
Blood Reckoning,Кровавая расплата
Blood Renewal,Обновление крови
Blood Shards,Кровавые осколки
Blood as Sand,Кровь как песок
Bloodbane Path,Путь Кровавой погибели
Bloodlust,Жажда крови
Bloodsong,Кровавая песнь
Bloodstone Paradox,Парадокс Кровавого камня
Bloodstone Saturation,Насыщение Кровавым камнем
Bloodthirster,Кровопийца
Bloodthirsty Charge,Кровожадный рывок
Bloody Bludgeon,Кровавое оглушение
Bloody Feed,Кровавое питание
Bloody Leap,Кровавый прыжок
Bloody Roar,Кровавый рев
Bloody Slice,Кровавый разрез
Bloody Spin,Кровавое вращение
Blowtorch,Паяльная лампа
Bludgeon,Оглушение
Blunderblast,Громобой
Blunderbuss,Мушкетон
Blur,Размытие
Blurred Frenzy,Размытое неистовство
Blurred Inscriptions,Размытые гравировки
Bluster,Шквал
Body Blow,Удар по телу
Body Slam,Удар телом
Body of Flame,Тело пламени
Boil,Кипение
Boiling Point,Точка кипения
Bola Shot,Выстрел бола
Bold Reversal,Смелый разворот
Bolster Allies,Поддержка союзников
Bolstered Bonds,Укреплённые узы
Bolstered Elements,Укреплённые элементы
Bolstering Brew,Укрепляющее варево
Bolt Break,Разрыв молнии
Bolt of Wrath,Стрела гнева
Bolt to the Heart,Удар в сердце
Bomb Drop,Сброс бомбы
Bomb Kit,Набор бомб
Bombardment,Бомбардировка
Bombshell,Бомба
Bond of Faith,Узы веры
Bond of Life,Узы жизни
Bonus Base Damage,Бонус к базовому урону
Bonus Critical Damage Increase,Бонус к критическому урону
Bonus Damage from Off Hand,Бонус к урону от оружия в левой руке
Bonus Damage per Boon,Бонус к урону за каждое благословение
Bonus Damage per Stack,Бонус к урону за стак
Bonus Damage to Boonless Foes,Бонус к урону по врагам без благословений
Bonus Heat per Second,Бонус к нагреву в секунду
Bonus Inspiration,Бонусное вдохновение
Bonus Power,Бонус к силе
Bonus Power with Staff,Бонус к силе с посохом
Booby Trap,Ловушка
Booming Command,Громогласный приказ
Boon Crusher,Крушитель благословений
Boon duration increased for each boon granted per level.,"Длительность благословений увеличивается за каждое благословение, полученное за уровень."
Boon of Creation,Благословение созидания
Boon of Flame,Благословение пламени
Boonless Critical Damage Increase,Бонус к критическому урону по целям без благословений
Boons Transferred,Благословения переданы
Bop,Удар
Botch,Промах
Boulder Barrage,Заградительный огонь валунов
Boulder Blast,Взрыв валуна
Bound,Связанный
Bounding Dodger,Прыгающий уклонист
Bountiful Blades,Щедрые клинки
Bountiful Disillusionment,Щедрое разочарование
Bountiful Hunter,Щедрый охотник
Bountiful Power,Щедрая сила
Bountiful Theft,Щедрая кража
Bouquet Toss,Бросок букета
Bowler Marble,Мраморный шар
Box of Piranhas,Коробка с пираньями
Branch Leap,Прыжок с ветки
Brand Gust,Порыв клейма
Brand Squall,Шквал клейма
Branded Breath,Дыхание клейма
Branded Vortex,Вихрь клейма
Brandstone Slash,Рассечение камнем клейма
Brandstorm Lightning,Молния шторма клейма
Brash Slash,Дерзкий удар
Brave Stride,Смелый шаг
Brawler's Recovery,Восстановление задиры
Brawler's Tenacity,Стойкость задиры
Breaching Strike,Пробивающий удар
Break Enchantments,Разрушение чар
Break Stance,Разрыв стойки
Breaking Wave,Разрушительная волна
Breakrazor's Bastion,Бастион Разруби-Клинка
Breath of Corruption,Дыхание порчи
Breath of Death,Дыхание смерти
Bright Slash,Яркий удар
Bright Slash—Storm,Яркий удар — Шторм
Brilliance,Сияние
Brilliant Slam,Блестящий удар
Brisk Pacing,Бодрый темп
Broadside,Залп
Brush Fur the Wrong Way,Гладить против шерсти
Brutal Aim,Жестокий прицел
Brutal Aura,Жестокая аура
Brutal Blade,Жестокий клинок
Brutal Charge,Жестокий рывок
Brutal Mauling,Жестокое увечье
Brutal Momentum,Жестокий импульс
Brutal Shot,Жестокий выстрел
Brutal Strike,Жестокий удар
Brutal Swipe,Жестокий взмах
Brutality,Жестокость
Brutalize,Жестокость
Buccaneer's Boot,Сапог пирата
Buff Passive Oakheart,Пассивное усиление Дубосерда
Building Momentum,Нарастающий импульс
Bull's Charge,Атака быка
Bullet Storm,Шторм пуль
Bulwark,Оплот
Bumble,Шмель
Bunker Down,Укрепление
Buoyancy,Плавучесть
Buoyant Deluge,Плавучий потоп
Burgeon,Расцвет
Burn Radius,Радиус горения
Burning,Горение
Burning Crucible,Пылающий тигель
Burning Fire,Пылающий огонь
Burning Precision,Точность горения
Burning Rage,Пылающая ярость
Burning Retreat,Пылающее отступление
Burning Shackles,Пылающие оковы
Burning Speed,Пылающая скорость
Burst Mastery,Мастерство взрыва
Burst Precision,Точность взрыва
Burst of Aggression,Всплеск агрессии
Burst of Agility,Всплеск ловкости
Burst of Shadows,Всплеск теней
Burst of Strength,Всплеск силы
Burster Explosion,Взрыв Берстера
Bypass Coating,Обход покрытия
Cadaver's Confetti,Конфетти трупа
Cage of Decay,Клетка распада
Calcify,Окаменение
Call Assassins,Призыв ассасинов
Call Lightning,Призыв молнии
Call Meteor,Призыв метеора
Call Owl,Призыв совы
Call Wurm,Призыв червя
Call and Response,Зов и отклик
Call of Storms,Зов штормов
Call of Valor,Зов доблести
Call of the Alliance,Зов Альянса
Call of the Assassin,Зов Ассасина
Call of the Centaur,Зов Кентавра
Call of the Demon,Зов Демона
Call of the Dragon,Зов Дракона
Call of the Dwarf,Зов Дварфа
Call of the Renegade,Зов Ренегата
Call to Anguish,Зов мучений
Calming Tongue,Успокаивающий язык
Caltrops,Шипы
Canach-Coin Toss,Подбрасывание монеты Канаха
Candy Burst,Конфетный взрыв
Cannon Barrage,Пушечный залп
Capacity Increase,Увеличение вместимости
Capture Line,Линия захвата
Carapace Threshold,Порог панциря
Carbolic Composition,Карболовый состав
Card Swap,Смена карт
Carnivore,Плотоядный
Cascading Earth,Каскадная земля
Cast Dome of the Mists when you use a healing skill.,"Вы используете Dome of the Mists, когда активируете исцеляющее умение."
"Cast Lesser ""Guard!"" when you swap pets.",Применяет малый «Стражу!» при смене питомца.
Cast Lesser Arcane Shield when you use an elite skill.,Вы создаете Lesser Arcan Shield при использовании элитного умения.
Cast Lesser Call of the Wild when you swap pets.,Вы используете Lesser Call of the Wild при смене питомцев.
Cast Lesser Chaos Storm when you use a healing skill.,"Вы используете Lesser Chaos Storm, когда активируете исцеляющее умение."
Cast Lesser Endure Pain when you use an elite skill.,Вы используете Lesser Endure Pain при активации элитного умения.
Cast Lesser Power Cleanse when you use a healing skill.,Вы используете Lesser Power Cleanse при активации исцеляющего умения.
Cast Lesser Quickening Zephyr when you swap pets.,Вы используете Lesser Quickening Zephyr при смене питомцев.
Cast Lesser Smite Condition when you use a healing skill.,"Вы используете умение Smite Condition, когда активируете исцеляющее умение."
Cast a skill when you dodge based on your attunement.,"При увороте создается заклинание, зависящее от вашей текущей Стихии."
Cataclysmic Cycle,Катаклизмический цикл
