english,translate
Mark S Bomb Golem,Бомбовый голем Марк S
Mark V Field Generator,Полевой генератор Марк V
Market Broker,Рыночный брокер
Markis,Маркис
Marksman,Стрелок
Marksman Morrica,Стрелок Моррика
Marla,Марла
Marlen,Марлен
Marnie,Марни
Marpo,Марпо
Marri Strongshot,Марри Меткий Выстрел
Marriner,Марринер
Mars,Марс
Marsh Mosquito,Болотный комар
Marsh Spider Hatchling,Детёныш болотного паука
Marshal,Маршал
Marten Bollinger,Мартен Боллинджер
Martingale,Мартингейл
Martje the Watcher,Наблюдательница Мартье
Masika,Масика
MAST-ER604,МАСТ-ЕР604
Master,Мастер
Master Alchemist Wakati,Мастер-алхимик Вакати
Master Carver,Мастер резьбы
Master Chef Laraib,Шеф-повар Лараиб
Master Gunner Adil,Мастер-канонир Адиль
Master Marksman,Мастер-стрелок
Master of Lightning,Мастер молний
Master of Peace,Мастер мира
Master of Reliquaries,Мастер реликвий
Master of Sun,Мастер солнца
Master of Travel,Мастер путешествий
Master of Wind,Мастер ветра
Master Scout Miranda,Мастер-разведчик Миранда
Master Sculptor Isak,Мастер-скульптор Исак
Master Sergeant Shadi,Мастер-сержант Шади
Master Utku,Мастер Утку
Master Weaver Kubo,Мастер-ткач Кубо
Master-at-Arms Neary,Мастер по оружию Нири
Mastery Insights,Озарения мастерства
Mate Hui,Помощник Хуэй
Mate Max,Помощник Макс
Matias Jernmus,Матиас Йернмус
Matlal,Матлаль
Matriarch Sheerfeather,Шероховатая матриарх
Matriarch Shrilliss,Матриарх Шриллис
Matriarch Talonslayer,Матриарх Разрушительница Когтей
Matthias,Маттиас
Matthias Gabrel,Маттиас Габрел
Maul Shadowharm,Маул Теневред
Maunz,Маунц
Mave,Мейв
Maverick,Маверик
Mawi,Мави
Max,Макс
Maxi,Макси
Maxine,Максин
Maxnar Warhorns,Боевые рога Макснара
Maxtar Rapidstep,Макстар Рапидстеп
Mayameen,Маямин
Mayor Manrin,Мэр Мэнрин
Mayor North,Мэр Норт
Mayor Osborne,Мэр Осборн
Mazdak,Маздак
Mazdak the Accursed,Маздак Проклятый
Meadow,Медоу
Mean Asura,Злая асура
Meat Vendor,Торговец мясом
Mechanic Kaywinn,Механик Кейвинн
Mechanist,Механик
Mechanist Bunzell,Механист Банзелл
Mechitas,Мечитас
Medic,Медик
Medic Gene,Медик Джин
Medic Gyro,Медицинский гироскоп
Medic Kellye,Медик Келли
Medic Rosina,Медик Розина
Medical Attendant,Медик
Medium Armor,Средняя броня
Mee-Yon,Ми-Йон
Meebles,Миблс
Meek Ettin,Робкий эттин
Meeloomopp,Милумопп
Meerkat,Сурикат
Mega Chainsaw the Skeleton,Мега-Бензопила Скелет
Mega Foostivoo the Merry,Мега-Фустиву Весёлый
Mega Maraca Choya Pinata,Мега-Чойя с маракасами
Mega Princess Doll,Мега-Кукла Принцесса
Megalith,Мегалит
Meggia,Меггия
Mehdi,Мехди
Mehem the Traveled,Мехем Путешественник
Mehid,Мехид
Mehsheh,Мехшех
Mei Hawkslayer,Мэй Ястребница
Mei Shadowwalker,Мэй Тенеступ
Meikka,Мейкка
Meinir of the Beasts,Мейнир Звериная
Meinolf Njordson,Майнольф Ньордсон
Melandru,Меландру
Melandru's Stalker,Сталкер Меландру
Melandru's Tears,Слёзы Меландру
Melandru's Tears Supplier,Поставщик слёз Меландру
Melii,Мелии
Melilla,Мелилла
Meliore,Мелиора
Meliza,Мелиза
Melk,Мелк
Mello,Мелло
Melniza Burnspecter,Мельниза Жгучий Призрак
Melonni,Мелонни
Meme,Мем
Memory Wisp,Огонёк памяти
Mender Aviala,Целительница Авиала
Mender Caeva,Целительница Каэва
Mender Serimon,Целитель Серимон
Menecia Cubminder,Менеция Нянька Детёнышей
Mentor,Наставник
Mentor Gealach,Наставник Геалах
Meowsers,Мяузерс
Mepi,Мепи
Meradh,Мерад
Mercato,Меркато
Mercenary,Наёмник
Mercenary Attack Hound,Боевой пес наёмников
Mercenary Cannoneer,Канонир наёмников
Mercenary Jailer,Тюремщик наёмников
Mercenary Mesmer,Месмер-наемник
Mercenary Rifleman,Стрелок наёмников
Mercenary Sniper,Снайпер наёмников
Mercenary Thug,Головорез наёмников
Merchant,Торговец
Merchant Abigayle,Торговка Эбигейл
Merchant Express,Торговый экспресс
Merchant Trundle,Торговец Трандл
Mergath Flarekin,Мергат Пламярод
Merk,Мерк
Merla,Мерла
Merle,Мерль
Merri Sunbower,Мерри Солнечный Цвет
Mesmer,Месмер
Mesmer Infiltration Agent,Агент-инфильтратор месмеров
Messenger,Посланник
Messenger Raven,Ворон-посланник
Metalsmith Pridehammer,Кузнец Прайдхаммер
Meteor-Wielder's Glove,Перчатка метеоролога
Meteorlogicus,Метеорлогикус
Mew,Мью
Meymo,Меймо
Mi-Hi,Ми-Хи
Mi-Rae,Ми-Рэ
Mia,Миа
Mia Kindleshot,Мия Кандлшот
Miatli,Миатли
Mica,Мика
Micah,Мика
Micah Fergson,Мика Фергсон
Micka Thickblood,Микка Густокров
Micromite,Микроклещ
Midna,Мидна
Midwife Oddveig,Повитуха Оддвейг
Mied,Мид
MIG,МИГ
Mighty Dolyak,Могучий долиак
Miju,Миджу
Mikaeel the Trustworthy,Микаэль Надёжный
Mikara Findtimber,Микара Находчивая
Mikkel,Миккель
Mila,Мила
Milin,Милин
Militia Trainee,Новобранец ополчения
Miller,Миллер
Milo,Майло
Milton Book,Книга Милтона
Mimi,Мими
Mina Starling,Мина Старлинг
Minane,Минане
Mindclash,Умобой
Mine Supervisor,Надзиратель шахты
Miner Brenne,Шахтёр Бренне
Miner Kelgg,Шахтёр Келгг
Mini,Мини
Mini Jungle Boar,Мини-лесной кабан
Mini White Kitten,Мини-белый котёнок
Miniature Waypoint,Миниатюрная путевая точка
Minion,Миньон
Minister,Министр
Minister Arton,Министр Артон
Minister Caudecus,Министр Кодекус
Minister Duran,Министр Дюран
Minister Estelle,Министр Эстель
Minister Etham,Министр Этам
Minister Li,министр Ли
Minister Merula,Министр Мерула
Minister Nguyen,Министр Нгуен
Minister Nitalie,Министр Натали
Minister Rachel,Министр Рейчел
Minister Theodus,Министр Теодус
Minister Zamon,Министр Замон
Ministry Captain Lange,Капитан Министерства Ланге
Ministry Guard,Стражник Министерства
Ministry Guard Packmaster,Мастер зверей стражи Министерства
Ministry of Security Guard,Страж Министерства безопасности
Ministry of Security Lieutenant,Лейтенант Министерства безопасности
Ministry of Security Sorcerer,Чародей Министерства безопасности
Ministry of Security Watch,Дозорный Министерства безопасности
Ministry of Transit Agent,Агент Министерства транспорта
Ministry Sergeant,Сержант Министерства
Ministry Treachery,Предательство Министерства
Mink,Минк
Minna,Минна
Minor Breakthrough,Незначительный прорыв
Minor Bucket o' Pitfalls,Малое ведро с ловушками
Minotaur Calf,Теленок минотавра
Minotaur Spirit,Дух минотавра
Mipp,Мипп
Mira,Мира
Miran,Миран
Miranda,Миранда
Mire Sea,Топяное Море
Mirra Darkblade,Мирра Темноклин
Misery,Страдание
Miska,Миска
Miss Mipp,Мисс Мипп
Miss Moo,Мисс Му
Missy,Мисси
Mist Stranger,Незнакомец из тумана
Mist War,Война Тумана
Mist Warden Healer,Целитель Стражей Туманов
Mist Warrior,Воин Туманов
Mist Warrior Hjalla,Воин Туманов Хьялла
Mist Warrior Hurstag,Воин Туманов Хурстаг
Mist Warrior Qigga,Воин Туманов Кигга
Mistburned Bee,Опалённая Туманом пчела
Mistburned Iboga,Опалённая Туманом ибога
Mistburned Ooze,Опалённая Туманом слизь
Mistburned Timber Wolf,Опалённый Туманом лесной волк
Mistburned Valravn,Опалённый Туманом вальравн
Mistburned Warclaw,Опалённый Туманом боевой коготь
Mister Oswalt,Мистер Освальт
Mistfire Wolf,Волк Туманного огня
Mists of Dawn,Туманы Рассвета
Mists-Lost Comrade,Затерянный в Туманах товарищ
Miststalker,Туманоход
Mistwalker Ilia,Странница Туманов Илия
Mistward Legguards,Наголенники тумана
Mistward Plate,Латы Туманного края
Mistward Warboots,Туманные боевые сапоги
Mistward Warfists,Боевые перчатки Туманного предела
Misty,Мисти
Misty Falls,Туманные водопады
Misty Lavender,Туманная лаванда
Mitchy,Митчи
Mitzie,Митци
Mixi,Микси
Miyani,Мияни
Mizuki,Мидзуки
MN-4C3,МН-4С3
Moa,Моа
Mobile Research Mech,Мобильный исследовательский мех
Mochi,Моти
Moda the Quick,Мода Быстрый
Modir,Модир
Modniir Berserker,Модниир-берсерк
Modniir Commander,Командир модниир
Modniir Defender,Модниир-защитник
Modniir Engineer,Модниир-инженер
Modniir Executioner,Модниир-палач
Modniir High Sage,Верховный мудрец модниир
Modniir Raider,Модниир-налётчик
Modniir Ulgoth,Модниир Улгот
Mog,Мог
Mogi,Моги
Mokooki,Мокуки
Molly,Молли
Molten Alliance,Расплавленный Альянс
Molten Axe Fiend,Раскалённый топорный демон
Molten Berserker,Берсерк Расплава
Molten Bladestorm,Раскалённый вихрь клинков
Molten Boss,Расплавленный босс
Molten Disaggregator,Раскалённый дезагрегатор
Molten Firestorm,Раскалённый огненный шторм
Molten Oscillator,Раскалённый осциллятор
Molten Protector,Раскалённый защитник
Molten Ratnik,Расплавленный Ратник
Molten Shadowblade,Расплавленный теневой клинок
Molten Shaman,Раскалённый шаман
Molten Smoke Shaman,Раскалённый дымный шаман
Molten Stalker,Расплавленный сталкер
Molvarpa,Молварпа
Mom,Мама
Momo,Момо
Mona,Мона
Monika Vinge,Моника Винге
Monkey,Обезьяна
"Monteco, the Maitre'd","Монтеко, метрдотель"
Monti Scythescrape,Монти Скрежет Косы
Monuments,Монументы
Moogle,Мугл
Moogooloo,Мугулу
Moonglow,Лунное сияние
Moose,Лось
Morannes,Мораннес
Mordakai,Мордакай
Mordant Crescent Arbiter,Арбитр Мордантского полумесяца
Mordant Crescent Archer,Лучник Мордантского полумесяца
Mordant Crescent Guard,Страж Мордантского полумесяца
Mordant Crescent Jailer,Тюремщик Мордантского полумесяца
Mordant Crescent Soldier,Солдат Мордантского полумесяца
Mordrem Alpha,Мордрем-альфа
Mordrem Annihilator,Уничтожитель Мордрем
Mordrem Bladedancer,Мордрем-клинотанцор
Mordrem Controller,Мордрем-контролер
Mordrem Crusher,Мордрем-крушитель
Mordrem Demolisher,Разрушитель Мордрем
Mordrem Executioner,Мордремский палач
Mordrem Guard,Мордремская стража
Mordrem Guard Cavalier,Кавалерист мордремской стражи
Mordrem Guard Desolator,Опустошитель Мордрем-стражи
Mordrem Guard Entangler,Спутыватель Мордрем-стражи
Mordrem Guard Mount,Верховой Мордрем-страж
Mordrem Guard Overseer,Надзиратель Мордрем-стражи
Mordrem Guard Punisher,Каратель Мордрем-стражи
Mordrem Guard Sharpshooter,Стрелок Мордрем-стражи
Mordrem Hive Fiend,Мордрем-ульевик
Mordrem Husk,Мордрем-шелуха
Mordrem Husk Copper,"Мордремская оболочка, медная"
Mordrem Leeching Thrasher,Мордремский высасывающий молотильщик
Mordrem Leyleecher,Мордремский Питатель Магии
Mordrem Lobber,Мордрем-метатель
Mordrem Maggot,Мордрем-личинка
Mordrem Predator,Мордрем-хищник
Mordrem Shield Blossom,Мордрем-цветок щита
Mordrem Sky Cell,Мордрем-небесная клетка
Mordrem Teragriff,Мордрем-терагриф
Mordrem Teragriff Basher,Терагриф-крушитель Мордремов
Mordrem Teragriff Enfeebler,Терагриф-ослабитель Мордремов
Mordrem Thrasher,Мордрем-молотильщик
Mordrem Troll,Мордрем-тролль
Mordrem Wolf,Мордрем-волк
Mordremoth,Мордремот
Mordremoth's Reach,Досягаемость Мордремота
Morgaah Bloodseeker,Моргаа Ищущая Крови
Mori Chef,Шеф-повар Мори
Mori Villager,Житель Мори
Morning,Утро
Morraloo,Морралу
Morrat,Моррат
Morrigu,Морригу
Morris Podaulff,Моррис Подолфф
Mortt,Мортт
Mosaic Wrath,Мозаичный гнев
Mosreh the Exile,Изгнанник Мосре
Mossheart,Моссхарт
Mother Tharwa,Мать Тарва
Moto,Мото
Mount,Маунт
Mount Adoption License,Лицензия на получение скакуна
Mount Trainer,Инструктор верховой езды
Mournful Ghost,Скорбный призрак
Mouth of Zhaitan,Пасть Зайтана
Moxxi,Мокси
Mr. Bobblestein,Мистер Бобблштейн
"Mr. Hop, the Speedster","Мистер Прыг, Скороход"
Mr. Mittens,Мистер Варежка
"Mr. Razor, the Loudmouth","Мистер Бритва, Горлопан"
"Mr. Sleepy, the Sticky Fingers","Мистер Соня, Липкие Пальцы"
Mr. Sparkles,Мистер Искрящийся
Mr. Wrench,Мистер Гаечный Ключ
"Mrs. Legs, the Temptress","Миссис Ножки, Соблазнительница"
"Mrs. Night, the Eyes and Ears","Миссис Ночь, Глаза и Уши"
"Mrs. Slithers, the Smooth Talker","Миссис Скользкая, Краснобай"
Ms. Holly,Мисс Холли
Ms. Jeeves,Мисс Дживс
Muggo,Магго
Muireall,Мюриэл
Mun,Мун
Munghal,Мунгал
Munloo,Мунлу
Muntap,Мунтап
Mura,Мура
Murakai's Steward,Стюард Муракая
Murellow,Мурелло
Murellow Matriarch,Матриарх мурелло
Murellow Whelp,Детёныш мурелло
Murielle,Мюриэль
Murkhaunt,Мракоброд
Murphy,Мерфи
Mursaat Mirror,Зеркало мурсаат
Mursaat Overseer,Надзиратель мурсаатов
Mursaat Shadowcraft,Теневое ремесло мурсаатов
Mus,Мус
Musa Sandskin,Муса Песчаная Кожа
Mushroom King,Грибной король
Music,Музыка
Musician,Музыкант
My Parrot,Мой попугай
Myldurn Bellywhip,Милдурн Брюхохлест
Myngoeh,Минго
Myraz,Мираз
Myrish,Мириш
Myrun,Мирун
Myrun Skialkin,Мирун Скиалкин
Mysterious Aggressive Skritt,Таинственный агрессивный скритт
Mysterious Bartender,Таинственный бармен
Mysterious Figure,Таинственная фигура
Mysterious Skritt,Таинственный скритт
Mystic Clovers,Мистические клеверы
Mystic Forge,Мистическая кузница
Mystic Forge Attendant,Служитель Мистической кузницы
Mystic Forge Skritt,Скритт Мистической кузницы
Mystic Forgery,Мистическая подделка
Mystic Wave,Мистическая волна
Myung-Soo,Мюн-Су
N4-SR Repair Golem,Ремонтный голем N4-SR
Naat Surestrike,Наат Меткий Удар
Naati,Наати
Nabi,Наби
Nabu,Набу
Nada,Нада
Naddoddur,Наддоддур
Nadeem,Надим
Nadel,Надель
Nadijeh,Надижех
Nadim,Надим
Nafni,Нафни
Naga,Нага
Naga Stormcaller,Наг-Заклинатель Бурь
Naga Venomcaller,Нага-заклинатель яда
Naga Warrior,Нага-воин
Naga Wavecaller,Нага-заклинатель волн
Nagoth,Нагот
Nahualli,Нахуалли
Nairne,Нэрн
Najwa,Наджва
Nak'hittav,Нак'хиттав
Nakato Ibori,Накато Ибори
Naknar,Накнар
Nakona,Накона
Nalar,Налар
Nameless,Безымянный
