english,translate
That's a comfort. Thanks. All right. We can do this.,Это утешает. Спасибо. Хорошо. Мы сможем это сделать.
That's a dangerous territory. Safe journey.,Это опасная территория. Счастливого пути.
That's a dangerous way of thinking.,Это опасный образ мыслей.
"That's a fair point. All right, let's try your ritual.","Справедливое замечание. Хорошо, давай попробуем твой ритуал."
That's a fair point. I do have some space in my lab; you could set up there.,Справедливо. У меня есть место в лаборатории; можешь обустроиться там.
That's a fair statement. Caudecus sure picked the right moment to escape. He knows they won't waste the manpower to go after him.,"Справедливое замечание. Caudecus выбрал идеальный момент для побега. Он знает, что они не станут тратить ресурсы на его поимку."
"That's a figure of speech, by the way. I don't know if they actually did crime.","Кстати, это просто фигура речи. Не знаю, совершали ли они преступления на самом деле."
That's a fine compliment.,Это отличный комплимент.
That's a foolish thing for even an asura to say. May I ask something else?,Это глупая вещь даже для асуры. Могу я задать другой вопрос?
"That's a generous offer, <Character name>, and better still, it may put Steward Gixx in a better mood for a change. Raven guide you, my friend.","Это щедрое предложение, <Character name>, и к тому же оно может поднять настроение управляющему Гиксу, что уже немало. Да пребудет с тобой ворон, мой друг."
"That's a generous offer, Minister. I may ask you to do just that.","Это щедрое предложение, Minister. Возможно, я попрошу вас именно об этом."
"That's a generous offer, sir. I'll keep it in mind.","Это щедрое предложение, сэр. Я буду иметь его в виду."
"That's a generous thing for you to say. If you're ever off-duty, feel free to stop by the Salma District and say hello.","Это очень щедро с твоей стороны. Если будешь не при исполнении, заглядывай в район Salma District, поздороваемся."
That's a good attitude!,Хороший настрой!
That's a good attitude. Let's go.,Хороший настрой. Пошли.
"That's a good decision, progeny. You're lucky to be alive.","Хорошее решение, малявка. Тебе повезло, что ты жива."
That's a good idea. Bodily harm is bad for business.,Хорошая мысль. Телесные повреждения вредят бизнесу.
That's a good idea. Let's do that.,Хорошая идея. Давай так и сделаем.
That's a good idea. See you 'round.,Хорошая мысль. Ещё увидимся.
"That's a good idea. The more information we have, the better. I'll head to Divinity's Reach and request an audience with Countess Anise.","Хорошая идея. Чем больше у нас информации, тем лучше. Я направлюсь в Divinity's Reach и попрошу аудиенции у Countess Anise."
That's a good point.,Хорошее замечание.
"That's a good point. Anyway, let's focus on getting into Jormag's keep.","Хорошее замечание. В любом случае, давай сосредоточимся на том, чтобы попасть в крепость Jormag."
That's a good point. It must still be outside somewhere.,"Хорошее замечание. Должно быть, он все ещё где-то снаружи."
That's a good question. I need some time to think before I answer.,"Хороший вопрос. Мне нужно время, чтобы подумать, прежде чем ответить."
That's a good question. We'll be keeping a close eye on her. What I wanted to ask you is...can we trust Joon?,Хороший вопрос. Мы будем пристально следить за ней. Я хотел спросить тебя... можем ли мы доверять Joon?
"That's a good start, but we need more trees.","Хорошее начало, но нам нужно больше деревьев."
"That's a good start. Move out, and follow me.","Хорошее начало. Выдвигаемся, следуй за мной."
"That's a good start. Move out, and follow my lead.","Хорошее начало. Выдвигаемся, следуй за мной."
That's a good turtle!,Хорошая черепашка!
That's a great idea!,Это отличная идея!
That's a great idea. I'd love to spend more time with Belinda. Get to know her better.,Отличная идея. Я бы с удовольствием провел больше времени с Belinda. Узнал бы её получше.
That's a great idea. Let's go.,Отличная идея. Пошли.
That's a great lead. Thank you.,Это отличная зацепка. Спасибо.
"That's a job well done, eh?","Хорошо сработано, а?"
That's a kind compliment. Thank you.,Это приятный комплимент. Спасибо.
"That's a kind offer, sir, but if I took you up on it, I wouldn't be the best. I'll handle the problem.","Это любезное предложение, сэр, но если я им воспользуюсь, то перестану быть лучшим. Я сам разберусь с проблемой."
That's a legendary poem by an Orrian soldier. It was Trahearne's favorite. The final line was lost when the city sank.,"Это легендарное стихотворение оррианского солдата. Оно было любимым у Trahearne. Последняя строка была утеряна, когда город ушёл под воду."
That's a lie! It was Ankka! She started this!,Это ложь! Это все Ankka! Она все начала!
That's a little extreme.,Это немного радикально.
That's a lively one. I'll get him penned up.,Живчик. Я его запру.
That's a lockpick.,Это отмычка.
"That's a long story, perhaps for another day. I'll just say that I overstayed my welcome.","Это долгая история, может, как-нибудь в другой раз. Скажу лишь, что я задержалась там дольше, чем следовало."
That's a long time. I wish we could have predicted this back when we were fighting the Molten Alliance—back in those early days. I'd have hunted her down and pulled her out like the weed she is.,"Это долгий срок. Жаль, что мы не предвидели этого ещё во времена борьбы с Molten Alliance — в те ранние дни. Я бы выследил её и вырвал, как сорняк."
That's a lot of Inquest trash polluting the water. I'll be surprised if the fish don't go belly up. We've definitely got some competition.,"Многовато мусора Inquest загрязняет воду. Удивлюсь, если рыба не всплывет кверху брюхом. У нас определенно есть конкуренция."
"That's a lot of adventure for a Seraph, isn't it?","Для Серафима это целое приключение, не так ли?"
That's a lot of guards.,Тут много стражи.
That's a lot of icebrood. We making a dent at all?,Их тут слишком много. Мы вообще хоть что-то успеваем сделать?
"That's a lot on your shoulders, Braham. And more is at stake.","Это тяжёлая ноша, Braham. И на кону стоит гораздо больше."
That's a lot to take in. Let me think about it.,Это слишком много информации. Дай мне подумать об этом.
That's a major understatement.,Это мягко сказано.
That's a map of the All. I like to think of them as spirit realms. That's Tyria in the middle. All those other circles are spheres of influence and powerful magic.,Это карта Всего. Мне нравится думать о них как о мирах духов. В центре — Тирия. Все остальные круги — это сферы влияния и могущественной магии.
That's a mighty haul! Now let's put it where the wyverns will find it!,"Вот это улов! А теперь давай положим его там, где виверны его найдут!"
"That's a morbid thought. If they were dead, some of them would be among us.","Мрачные мысли. Если бы они были мертвы, некоторые из них были бы среди нас."
"That's a nice thought, Braham. I'm sure Hoelbrak would be grateful.","Хорошая мысль, Braham. Уверен, Hoelbrak был бы благодарен."
That's a noble duty. So the Vigil is a military organization?,"Это благородный долг. Значит, Vigil — военная организация?"
That's a perfect way to think about it!,Идеальное сравнение!
That's a piece of one of Scarlet's probes. We theorize that this agitated the jungle wurms.,"Это часть одного из зондов Scarlet. Мы полагаем, что это встревожило лесных червей."
That's a problem for another day.,Это проблема другого дня.
"That's a problem, but I have the solution: hit both processions simultaneously. It splits us up, but it also ensures we get the real one.","Это проблема, но у меня есть решение: ударить по обеим процессиям одновременно. Это разделит нас, но гарантирует, что мы получим настоящую."
That's a puzzler.,Это загадка.
"That's a relief! Try applying it to the turret. If it works, we can use it to disperse that wall.","Какое облегчение! Попробуй применить его на турели. Если сработает, мы сможем использовать его, чтобы рассеять эту стену."
That's a relief.,Это облегчение.
"That's a relief. Let's get going.""",Какое облегчение. Пора выдвигаться.
"That's a resounding success, in my book! Now the fun part: data analysis!","На мой взгляд, это оглушительный успех! А теперь самое интересное: анализ данных!"
"That's a risk I'll have to take. Thank you, Warden.","Это риск, на который мне придётся пойти. Спасибо, Warden."
"That's a risk we have to take. If we don't separate her soon, she won't be Doxa anymore. We need to access the Inquest lab known as the Funhouse.","Это риск, на который мы должны пойти. Если мы не отделим её в ближайшее время, она перестанет быть Doxa. Нам нужно проникнуть в лабораторию Inquest, известную как Funhouse."
"That's a serious accusation, Captain. You know the law. Can you provide the required evidence to back up your claim?","Это серьёзное обвинение, Капитан. Вы знаете закон. Можете ли вы предоставить необходимые доказательства в поддержку своих слов?"
"That's a serious allegation. The judges will certainly look into it, but in the meantime...","Это серьёзное обвинение. Судьи, безусловно, рассмотрят его, но пока что..."
That's a shame.,Жаль.
That's a shame. Can I help somehow?,Как жаль. Могу я чем-то помочь?
"That's a shame. We're not all bad, you know?","Жаль. Знаешь, мы не все такие плохие."
That's a shard of the bloodstone. It matches my research.,Это осколок кровавого камня. Он соответствует моим исследованиям.
That's a smart bet. Just don't let your krewe chief hear you counting your winnings.,"Умная ставка. Только не дай своему главе креи услышать, как ты считаешь выигрыш."
That's a smart plan.,Это разумный план.
That's a solid strategy. Let's go.,Твердая стратегия. Пошли.
That's a sore spot we'll be getting back to in a second. Where is Mai Trin?,"Это больное место, мы вернемся к нему через секунду. Где Mai Trin?"
That's a start. A strong defense is good but a strong offense might be better. Can your people fight?,"Это начало. Сильная защита — это хорошо, но сильное наступление может быть лучше. Ваш народ умеет сражаться?"
"That's a start. Defense is good, but offense is better. Can your people fight?","Это начало. Защита — это хорошо, но наступление лучше. Ваш народ умеет сражаться?"
"That's a start. Defense is great, but we have to consider preparing a solid offense, too. Can your people fight?","Это начало. Защита — это здорово, но нам нужно подумать и о подготовке надёжного наступления. Ваш народ умеет сражаться?"
That's a sufficient amount of specimens. Let's return to the lab with them.,Этого количества образцов достаточно. Давайте вернемся с ними в лабораторию.
That's a suicide mission.,Это самоубийственная миссия.
"That's a surprise, Forgal. You going soft on me?","Это неожиданно, Forgal. Ты что, размяк?"
That's a terrible idea! And...and...gross!,Это ужасная идея! И... и... мерзкая!
"That's a terrible name for them, Trahearne. And thus, we make official chasm between them and us. We are all just sylvari.","Ужасное название, Trahearne. Так мы официально создаем пропасть между ними и нами. Мы все просто сильвари."
That's a tough job. How are you holding up?,Тяжёлая работа. Как ты держишься?
That's a tough lesson to learn.,Это непростой урок.
"That's a trade secret, flatfoot. Though if you must know, we walked in. Then we walked all over your scheme to suppress Gorr's theory.","Это профессиональный секрет, коп. Хотя, если тебе так интересно, мы просто вошли. А потом растоптали твой план по сокрытию теории Gorr."
That's a tragedy. May I ask you another question?,Это трагедия. Можно задать тебе ещё один вопрос?
"That's a tragic story. Thank you for telling me, General.","Трагичная история. Спасибо, что рассказали, General."
That's a universal truth. We're all stronger together than apart.,"Это универсальная истина. Мы все сильнее вместе, чем поодиночке."
"That's a useful skill to have, Occam. Enjoy the party.","Это полезный навык, Occam. Наслаждайся вечеринкой."
"That's a valravn talon. Nasty beasts. The ward has little documentation, aside from a few firsthand accounts.","Это коготь valravn. Мерзкие твари. У Ward почти нет документации, кроме нескольких свидетельств очевидцев."
"That's a very good point. And, um, you don't mind?","Это очень весомый аргумент. И, эм, ты не против?"
"That's a very progressive mindset, Warden.","Это очень прогрессивный взгляд, Warden."
That's a whole lot more than before.,"Это гораздо больше, чем раньше."
That's a wonderful goal. Good luck.,Это замечательная цель. Удачи.
That's a...unique take on the situation.,Это… довольно необычный взгляд на ситуацию.
That's aaall me.,Это всё я.
That's about how I expected a grawl speech to end: in fire and blood. But I think Gara made his point. The tribe seems ready to fight the dragon minion instead of worshipping it.,"Примерно так я и ожидал, что закончится речь граула: огнем и кровью. Но думаю, Gara добился своего. Племя, похоже, готово сражаться с прислужником дракона, а не поклоняться ему."
"That's about it, yeah. And we still don't know what he wants to do with it all.","Примерно так, да. И мы до сих пор не знаем, что он хочет со всем этим делать."
"That's about to change. Not a bad day's work, eh? Inquest: defeated. Artifact: recovered. Access to a historical treasure trove: acquired.","Скоро это изменится. Неплохая работа за день, а? Inquest: повержены. Артефакт: найден. Доступ к исторической сокровищнице: получен."
"That's above your pay grade, Recruit. Forget you heard about it.","Это выше твоего уровня допуска, Новобранец. Забудь, что слышал об этом."
"That's absolutely what happened. Now if you'll excuse me, I need to find somewhere else to be.","Именно так все и было. А теперь, если позволите, мне нужно найти другое место."
That's acceptable to us. Speak to Minister Li about it.,Нас это устраивает. Поговорите об этом с министром Li.
"That's acceptable. Here's the plan. We found a pirate treasure map, see? So we're going to go dig up their riches!","Приемлемо. Вот план. Мы нашли карту пиратских сокровищ, видишь? Так что мы идем выкапывать их богатства!"
"That's actually... Hm. I'll be honest—at this point, we need all the help we can get.","На самом деле... Хм. Буду честен — сейчас нам нужна любая помощь, которую мы можем получить."
That's all I ask.,"Это всё, о чем я прошу."
That's all I had.,"Это все, что у меня было."
That's all I have for now.,На этом пока всё.
That's all I know. I'm new here.,"Это всё, что я знаю. Я здесь недавно."
"That's all I need to know for now, thank you.","Это всё, что мне нужно знать на данный момент, спасибо."
That's all I need to know for now.,"Это всё, что мне нужно знать на данный момент."
That's all I need to know for now. Thanks.,На сегодня всё. Спасибо.
That's all I need to know right now. Let's go.,"Это всё, что мне нужно знать на данный момент. Пошли."
That's all I need to know right now. Thanks.,"Это всё, что мне нужно знать на данный момент. Спасибо."
That's all I need to know.,"Это всё, что мне нужно знать."
That's all I need to know. Thank you.,"Это всё, что мне нужно знать. Спасибо."
That's all I need. Thank you.,"Это все, что мне нужно. Спасибо."
"That's all I need. Thanks soldier, and good luck.","Это все, что мне нужно. Спасибо, солдат, и удачи."
That's all I needed for now.,"Это пока все, что мне нужно."
That's all I needed to know.,"Это все, что мне нужно было знать."
That's all I needed to know. I'll be back soon with your Deldrimor steel.,"Это всё, что мне нужно было знать. Скоро вернусь с твоей сталью Deldrimor."
That's all I needed to know. I'll suit up now.,"Это всё, что мне нужно было знать. Я облачаюсь в костюм."
That's all I needed to know. See you soon.,"Это все, что мне нужно было знать. Скоро увидимся."
That's all I needed to know. Thanks.,"Это всё, что мне нужно было знать. Спасибо."
"That's all I needed, thanks.","Это все, что мне было нужно, спасибо."
"That's all I wanted to know, thanks.","Это всё, что я хотел узнать, спасибо."
That's all I wanted to know.,"Это всё, что я хотел узнать."
That's all I wanted. Good bye.,"Это все, что я хотел узнать. Прощай."
"That's all a good soldier ever wants: to get results and stay alive. So, the necromancer's crystal is out there, and so is Howl. What's our next move?","Это все, чего хочет хороший солдат: добиваться результатов и оставаться в живых. Итак, кристалл некроманта где-то там, как и Howl. Каков наш следующий шаг?"
That's all anyone expects.,"Это все, чего от тебя ждут."
"That's all for now, Tribune.","На этом всё, трибун."
"That's all for now, but let's catch up more later.","На сегодня все, но давай поболтаем позже."
That's all for now.,На этом пока всё.
That's all for now. I'll meet you at the temple.,На этом пока все. Встретимся у храма.
That's all for now. Let's move out.,На этом пока всё. Выдвигаемся.
"That's all for now. Thanks, Galrath.","На сегодня все. Спасибо, Galrath."
That's all for now. Thanks.,На сегодня все. Спасибо.
That's all of 'em!,Это все!
That's all of 'em. We can finally get started.,Это все. Мы наконец-то можем начать.
"That's all of it. Not bad—you didn't even bat an eye at those thugs. Got everything cleaned up, too.",Это все. Неплохо — вы даже глазом не моргнули на этих бандитов. И все убрали.
That's all of the crew!,Вся команда собралась!
"That's all of the orders we need right now. Enough to get us started, at least.","Это все приказы, которые нам нужны прямо сейчас. По крайней мере, этого хватит, чтобы начать."
"That's all of them! KR424, get over here! Bring it all together!","Это все! KR424, иди сюда! Собери все вместе!"
That's all of them! Maybe they'll learn some respect.,"На этом всё! Может, они хоть немного научатся уважению."
That's all of them.,Это все.
That's all of them. But I bet there's more up ahead.,"Это все. Но держу пари, впереди их больше."
That's all of them. Go on through. I'll keep the portal open as long as I can.,"Это все. Проходите. Я буду держать портал открытым столько, сколько смогу."
That's all of them. Is everyone alright?,Это все. Все в порядке?
"That's all of them. This isn't a Seraph camp anymore, it's a Seraph graveyard.","Это все. Это больше не лагерь Серафимов, это кладбище Серафимов."
"That's all of them. Ugh, this place...","Это все. Фу, это место..."
That's all of them. Well done!,Это все. Отличная работа!
"That's all of them. Well met, Wayfinder.","Это всё. Рад встрече, Искатель Путей."
That's all of them—damn thugs never miss an opportunity to brighten my day.,Это все — чертовы бандиты никогда не упустят возможности испортить мне день.
That's all right. I'm bringing some real soldiers with me. See you later.,Все в порядке. Я возьму с собой настоящих солдат. Увидимся.
"That's all right. When I'm your age, I'll forget important things too.","Ничего страшного. Когда я буду в твоем возрасте, я тоже буду забывать важные вещи."
"That's all the data available, however.",Однако это все доступные данные.
"That's all the soldiers, I think. Wait. Something's not right. Where's Captain Marshall?","Думаю, это все солдаты. Погодите. Что-то не так. Где капитан Marshall?"
"That's all three charges. Nice work, Commander.","Это все три заряда. Отличная работа, Коммандир."
That's all three signs. I'm due for a visit...,Это все три знака. Мне пора нанести визит...
"That's all very good to know, thank you.","Это очень полезно знать, спасибо."
That's all very intersting.,Это всё очень интересно.
"That's all we can ask. Thanks, Oldoo.","Это все, о чем мы можем просить. Спасибо, Oldoo."
That's all we need. The harpies can have the rest. We're leaving.,"Это все, что нам нужно. Остальное пусть забирают гарпии. Мы уходим."
That's all we're saving.,"Это всё, что мы спасаем."
That's all you can say?,"Это всё, что ты можешь сказать?"
"That's all you have to say? ""Curious""? We almost died!","Это всё, что ты можешь сказать? «Любопытно»? Мы чуть не погибли!"
That's all you'll pry from me. Perhaps Anise will invite you to a gala someday. They're quite the spectacle.,"Это все, что ты сможешь из меня вытянуть. Возможно, Anise когда-нибудь пригласит тебя на бал. Это довольно зрелищно."
"That's all you've got? Come on, you mangy runts!","Это всё, на что вы способны? Ну же, паршивые щенки!"
That's all you've got? Really? Did you fail Mega-insult Soliloquy 102 in college?,"Это всё, на что ты способен? Серьёзно? Ты провалил курс «Мега-оскорбления: монолог 102» в колледже?"
"That's all, folks! Thank you for visiting the Carnivale Gambade!","Это все, народ! Спасибо, что посетили Carnivale Gambade!"
That's all. For now.,На этом пока всё.
"That's all. Thanks for the help, Elora.","На этом всё. Спасибо за помощь, Elora."
