english,translate
(indecipherable scribbling),(неразборчивые каракули)
(scribbles),(каракули)
(Остальная часть письма неразборчива. Тем не менее,тот факт
"1330.189.642.1 Z.O.X. 
   1) M.O.X. departed. 
   2) Spiders controlled. 
   3) Brave heroes walked among us. 
   <end report>","1330.189.642.1 Z.O.X. 
   1) M.O.X. убыл. 
   2) Пауки под контролем. 
   3) Храбрые герои ходили среди нас. 
   <end report>"
A Commendable Job,Достойная работа
A Deed Well Done,Хорошо выполненное дело
A Fine Day of Work,Отличный день для работы
A Fire Untended,Непотушенный огонь
A Friend of the Companions,Друг Компаньонов
A Good Hunt,Хорошая охота
A Hardy Thanks,Сердечная благодарность
A Heartfelt Thanks,Сердечная благодарность
A Hearty Thanks,Сердечная благодарность
A Humble Request,Скромная просьба
A Job Well Done,Отлично выполненная работа
A Lodge of Leisure,Дом отдыха
A More Open Nature,Более открытая натура
A Most Entertaining Assignment,Весьма занимательное задание
A Note of Thanks,Благодарственная записка
A Step in the Right Direction,Шаг в правильном направлении
A Taste of Their Own Medicine,Их же оружием
A True and Noble Act,Истинный и благородный поступок
A Welcome Assistant,"Добро пожаловать, помощник"
A Word of Appreciation,Слова признательности
A study in destruction,Исследование разрушения
A token of our gratitude.,Знак нашей благодарности.
A+,Отлично
Acquire a medical kit from the field hospitals adjacent to Nebo Terrace. Treat injured Seraph in the Bloodfields. Guard them as they return to the hospital.,"Возьмите аптечку в полевых госпиталях рядом с Nebo Terrace. Окажите помощь раненым Seraph на Кровавых полях. Охраняйте их, пока они возвращаются в госпиталь."
"Acquire a mining suit from Rebel Isaak, and follow Isaak's instructions to inspire local dredge rebels.","Получите шахтерский костюм у повстанца Исаака и следуйте инструкциям Исаака, чтобы вдохновить местных повстанцев-дредж."
"Activate beacons to lure out Branded, destroy Branded crystals, and cull Branded creatures.","Активируйте маяки, чтобы выманить Клейменных, уничтожьте Клейменные кристаллы и истребите Клейменных существ."
"Activate mini-conduits, stop Inquest interference, and destroy energy distortions and mosquitoes drawn to the grid.","Активируйте мини-кондукторы, пресекайте вмешательство Инквеста и уничтожайте искажения энергии и москитов, слетающихся на сеть."
"Activate storm cloud generators and energy storage containers, and remove roaming sparks from the lab.","Активируйте генераторы грозовых облаков и контейнеры для хранения энергии, а также удалите блуждающие искры из лаборатории."
"Activate surveillance equipment, revive researchers, and reduce the ettin population.","Активируйте оборудование для наблюдения, оживляйте исследователей и сокращайте популяцию эттинов."
Advances in Dwarven Archaeology,Достижения в археологии дварфов
Aethervolt researchers require temporary assistants.,Исследователям Эфирвольта требуются временные помощники.
"After you cleared the landslides from the Mistriven Gorge area, and whacked the grawl into submission, the road to the Durmand Priory became safe for travelers again. And with no more cave paintings or effigies, the grawl will leave us alone for a while. On behalf of the Priory, thank you. Keep up the good work.

—Aurelio","После того как вы расчистили оползни в районе Ущелья Туманной Разлуки и заставили граулов подчиниться, дорога к Приорату Дурманда снова стала безопасной для путешественников. И без пещерных рисунков и чучел граулы оставят нас в покое на некоторое время. От имени Приората спасибо. Продолжайте в том же духе.

—Aurelio"
"Against our own trouble, though, you have been very helpful. With the markers repaired, my family can feel safe. The guards, too, owe you a debt. Please accept my gratitude.","Однако в наших собственных бедах вы очень помогли. С починенными маркерами моя семья может чувствовать себя в безопасности. Стражи тоже в долгу перед вами. Пожалуйста, примите мою благодарность."
Agent Carter is grateful for your help.,Агент Carter благодарен за вашу помощь.
Agent Cotts will thank you when he's feeling better.,"Agent Cotts поблагодарит вас, когда ему станет лучше."
"Ah, a breather. The Pact and my corsairs are, for a moment, no longer at each other's throats. Thanks for that.","А, передышка. Пакт и мои корсары на какое-то время перестали грызться друг с другом. Спасибо за это."
Aid Centurion Truthbringer in Echoslab Arches.,Центурион Правдоносец из Арок Эха.
Aid Ferrusatos Village's fishing operation and help them hunt down Separatists.,Помогите рыбацкому посёлку Феррусатос и выследите сепаратистов.
Aid Fort Salma,Помогите форту Salma
Aid Historian Jinell's research at the Wreckage of Serenity.,Помогите историку Джинелл в исследованиях на обломках «Безмятежности».
Aid Legion and Ebon Vanguard soldiers against ogres.,Помогите солдатам Легиона и Авангарда Эбона против огров.
Aid Magister Razermane with the preservation of the Old Piken Ruins.,Помогите магистру Гривогриву с сохранением руин Старого Пикена.
Aid Tactician Blazefur in preparing Firebreak Fort for the Risen offensive.,Помогите тактику Огнешёрсту подготовить Крепость Огнепреграды к наступлению Восставших.
Aid kodan refugees fleeing toward Haymal Gore.,"Помогите беженцам-коданам, направляющимся к Хеймал-Гору."
Aid the Allied Legions as they march on the Flame Legion's territory.,"Помогите Союзным Легионам, пока они маршируют на территорию Легиона Пламени."
Aid the Awakened in the Vehjin Mines.,Помогите Пробуждённым в шахтах Веджин.
"Aid the Order of Shadows by repairing turrets, collecting surveillance data, healing injured agents, destroying Forged barricades, and fighting Forged and Awakened.","Помогайте Ордену Теней, ремонтируя турели, собирая данные наблюдения, исцеляя раненых агентов, уничтожая баррикады Кованых и сражаясь с Коваными и Пробужденными."
Aid the Scorch Warband with their assault on the Flame Legion.,Помогите отряду Ожога в их штурме Легиона Пламени.
Aid the Temple of Kormir.,Помогите Храму Кормир.
Aid the front-line defense of Doric's Landing,Помогите передовой обороне Пристанища Дорика
Aid the oppressed of Champion's Dawn on behalf of the Sunspears.,От имени Солнечных Копий помогите угнетенным жителям Рассвета Чемпиона.
Aid the researchers in their study of the Brand.,Помогите исследователям в их изучении Клейма.
Aid the villagers of Zephyr's Trace.,Помогите жителям Тропы Зефира.
Aid the wardens of Shadowheart.,Помогите стражам Теневого Сердца.
Aided Vehjin Palace,Помощь дворцу Vehjin
Aided the Awakened.,Помощь Пробуждённым.
All of Orsippus Thanks You,Весь Orsippus благодарит вас
"All of our efforts have been thrown into keeping the Brand at bay. But with people like you fighting with us, maybe someday soon we'll be able to step out and stop what Kralkatorrik started. When that day comes, I hope we can count on you for the final push.","Все наши усилия были брошены на то, чтобы сдержать Brand. Но с такими бойцами, как ты, возможно, однажды мы сможем выйти наружу и остановить то, что начал Kralkatorrik. Когда этот день настанет, надеюсь, мы сможем рассчитывать на тебя в решающем рывке."
"All of the hunters providing for Njordstead had an increase in yield recently, myself included. We even had enough to dry and store away. I believe this was made possible by the help you gave us.","У всех охотников, обеспечивающих Njordstead, в последнее время увеличилась добыча, включая меня. У нас даже хватило, чтобы засушить и отложить про запас. Я верю, что это стало возможным благодаря помощи, которую вы нам оказали."
All of us at the lumber mill thank you for your time.,Все мы на лесопилке благодарим вас за уделенное время.
All who oppose our kingdom's repression of historical and scientific truth are grateful for your support of our efforts.,"Все, кто выступает против подавления нашим королевством исторической и научной правды, благодарны вам за поддержку наших усилий."
Alone on the Range,Одиночество в степи
"Although, I'm sure the ghosts and the Branded don't miss you, we would like to see you return some day. Just to say ""hello."" And maybe stir up a little more trouble for our dead and rotting friends while you're here.","Хотя я уверен, что призраки и Клейменные по вам не скучают, мы хотели бы видеть вас снова. Просто чтобы сказать «привет». И, возможно, устроить ещё немного неприятностей нашим мёртвым и гниющим друзьям, пока вы здесь."
Amazing Job,"Нежить может никогда не остановиться, но ваше влияние сделало отражение этого натиска намного проще. Спасибо за ваш вклад в убежище. Мы очень это ценим."
"Ambush the Flame Legion using mines, traps, explosive boulders, and mortars throughout Switchback Canyons.","Устройте засаду Легиону Пламени, используя мины, ловушки, взрывные валуны и мортиры по всему Ущелью Змеевика."
Amusement Authority Acknowledgement,Благодарность Управления развлечений
An Encrypted Message,Зашифрованное сообщение
An Ever-Present Threat,Постоянная угроза
An Impish Breakthrough,Импический прорыв
Ancient Research,Древние исследования
"And here I thought this camp would never run smoothly. The lowlanders have come to this place from time to time to hunt, but never have we used it as a base of operations. We're very much in your debt, Wayfinder.","А я уж думал, что этот лагерь никогда не будет работать как надо. Низинники время от времени приходили сюда поохотиться, но мы никогда не использовали это место как базу операций. Мы очень у вас в долгу, Проводник."
"And remember, if you ever need any goods, we're here to help!","И помните, если вам когда-нибудь понадобятся товары, мы всегда готовы помочь!"
Another Victory for Iron.,Ещё одна победа Железного легиона
Another blow to Jormag and the Sons of Svanir!,Ещё один удар по Йормагу и Сынам Сванира!
"Anyway, be safe out there, and I hope our paths cross again in the future.","В любом случае, берегите себя, и надеюсь, что наши пути ещё пересекутся в будущем."
"Applenook's never looked better, thanks to you. The other day I was strolling through my corn field and couldn't believe the difference. You've done great things for us, thank you.

—Milton Book","Applenook ещё никогда не выглядел лучше, спасибо вам. На днях я прогуливался по своему кукурузному полю и не мог поверить в разницу. Вы сделали для нас великие дела, спасибо.

—Milton Book"
Appreciate the Assist,Оцените помощь
"Appreciated, visitor. Make yourself at home here.","Благодарю, гость. Чувствуй себя здесь как дома."
Arcanist Kruppa thanks you.,Арканист Круппа благодарит вас.
Arcanist Sol thanks you for your help.,Арканист Сол благодарит вас за помощь.
Arias's farm assisted.,Ферма Arias под защитой.
"As a direct result of recent events, your deeds have become well known around Kevach's lodge. Your help and bravery are truly an inspiration for us all. Safe journey to you.",В результате недавних событий ваши деяния стали хорошо известны в ложе Kevach. Ваша помощь и храбрость — настоящее вдохновение для всех нас. Безопасного вам пути.
"As an added bonus, the runic bloodstones that we received will go a long way toward our efforts in reading the ancient Jotun languages. We may decipher the ancient Jotun texts just yet!","В качестве дополнительного бонуса, полученные нами рунные кровавые камни очень помогут нам в изучении древних языков йотунов. Возможно, мы наконец расшифруем древние тексты йотунов!"
"As you can probably tell, I'm not too fond of the sort of blood spilling required to subvert these pirates curs. Your assistance was a relief to me. You've gone a long way on my behalf and I appreciate it. Good luck in your travels. I'm going to stay hidden near the pirate base to keep an eye on things.","Как вы, вероятно, понимаете, мне не по душе то кровопролитие, которое требуется, чтобы помешать этим пиратским отродьям. Ваша помощь стала для меня облегчением. Вы сделали многое от моего имени, и я ценю это. Удачи в ваших странствиях. Я останусь в укрытии рядом с пиратской базой, чтобы присматривать за обстановкой."
"As you may know, the Durmand Priory has been gathering ancient Ascalonian artifacts with the hopes that they might reveal something about the nature of the ghosts we are forced to perpetually battle. Because of your assistance in this effort, we are now a little closer to that goal.","Как вы, возможно, знаете, Durmand Priory собирает древние аскалонские артефакты в надежде, что они смогут пролить свет на природу призраков, с которыми мы вынуждены постоянно сражаться. Благодаря вашей помощи в этом деле мы стали на шаг ближе к нашей цели."
Ascalon Thanks You,Ascalon благодарит вас
Ashe Legion assisted.,Ash Legion оказана помощь.
Assist Arias in maintaining his garden.,Помогите Ариасу ухаживать за его садом.
Assist Bloodsaw Mill workers,Помогите рабочим мельницы Кровавого Клыка
Assist Crusader Aisling of the Vigil recover lost skritt territory,Помогите крестоносцу Эшлинг из Дозора вернуть утраченные территории скриттов
Assist Daphne in halting the encroaching corruption.,Помогите Дафне остановить надвигающееся разложение.
Assist Dianna by undermining bandit salvage operations.,"Помогите Диане, подрывая операции бандитов по сбору трофеев."
Assist Engineer Verutum,Помогите Engineer Verutum
Assist Farmer Eda with her orchard.,Помогите фермерше Эде с её садом.
Assist Fisherman Will and the fishermen of Beetletun.,Помогите рыбаку Уиллу и рыбакам из Битлтуна.
Assist Hunter Block and the hunting lodge.,Помогите охотнику Блоку и охотничьему домику.
Assist Jezza and the Vigil in clearing Risen from Fort Cadence.,Помогите Джеззе и Страже очистить Крепость Каденс от Восставших.
Assist Laborer Cardy and Ojon's lumbermill.,Помогите работнику Карди и лесопилке Оджона.
Assist Lakor Grizzlemouth in keeping Meatoberfest running smoothly.,Помогите Лакори Гризлмут поддерживать порядок на Мясоберфесте.
Assist Lionguard Hester in recovering slaves from Slaver's Deeps.,Помогите львиному стражу Хестер освободить рабов из Глубин Работорговца.
Assist Lionguard Nadel,Помогите Lionguard Nadel
Assist Overlake Haven with their ettin nuisance.,Помогите Озерной Гавани с их проблемой с эттинами.
Assist PR&T Esoterics with ooze research.,Помогите ПРиТ Эзотерике с исследованием слизи.
Assist Parnna's research into the ancient transfer chamber.,Помогите Парнне в её исследовании Кровожадного Топора.
Assist Professor Gahf in teaching his young progeny.,Помогите профессору Гафу в обучении его юного отпрыска.
Assist Qoetl and the Ni-tlacua at Swampwatch Post.,Помогите Кветль и Ни-тлакуа на Посту Болотного Дозора.
Assist Rebel Isaak in sowing the seeds of dredge revolution.,Помогите повстанцу Исааку сеять семена революции дредноутов.
Assist Researcher Kaii with Incomp's scrap heap.,Помогите исследователю Кайи с кучей металлолома Инкомпа.
Assist Sangdo Swiftwing,Помогите Sangdo Swiftwing
Assist Scientist Vratt,Помогите учёному Вратту.
Assist Sentinel forces against dragonspawn.,Помогите силам Дозора против драконьего отродья.
Assist Sesto Headsplitter with his work.,Помогите Сесто Головорезу с его работой.
Assist Stout Darkmind,Помогите Стоуту Темноразуму.
"Assist Tyrian Alliance efforts in the region by escorting allies to research locations, exploring sealed chambers, plundering Inquest caches, and helping pack expedition bags.","Содействуйте усилиям Tyrian Alliance в регионе, сопровождая союзников к местам исследований, изучая запечатанные камеры, грабя тайники Inquest и помогая упаковывать экспедиционные сумки."
Assist Ulta Metamagicals with their asura gate research.,Помогите Ульте Метамагикалс в их исследованиях врат асуры.
Assist Valiant Caillech with the Risen.,Помогите доблестной Кайлех с Восставшими.
"Assist in dragonfly hunts, gather soft marsh plants for the hatchlings, and protect the Michotl from evil hylek and krait.","Помогайте в охоте на стрекоз, собирайте мягкие болотные растения для вылупившихся детенышей и защищайте Мичотль от злых хилеков и крэйтов."
Assist the Ash Legion,Помогите Пепельному легиону
Assist the Ash Legion soldiers of Shadow Cleft.,Помогите солдатам Пепельного Легиона из Теневой Расселины.
"Assist the Atzintli by battling the krait, rescuing captive hylek, and repairing territory markers.","Помогите Atzintli, сражаясь с крэйтами, спасая пленных хилеков и восстанавливая территориальные маркеры."
"Assist the Beetletun farmers by freeing their friends, killing centaurs, and harassing centaur camps.","Помогите фермерам Beetletun, освобождая их друзей, убивая кентавров и совершая набеги на лагеря кентавров."
Assist the Blood Legion,Помогите Кровавому легиону
Assist the Chaos krewe,Помогите крю Хаоса
Assist the Durmand Priory in establishing and protecting their expedition.,Помогите Приорату Дурманда в создании и защите их экспедиции.
Assist the Iron Legion,Помогите Железному легиону
Assist the Iron Legion fighting ghosts.,Помогите Железному Легиону в битве с призраками.
Assist the Kodan Inhabitants of Harvest Den,Помогите коданам-жителям Урожая
Assist the Kodan around Autumn's Vale,Помогите коданам в Осенней Долине
Assist the Kodan in Their Coursing Upland Activities,Помогите коданам в их делах на Курсирующих Нагорьях
Assist the Lionguard and protect Junction Haven.,Помогите Львиной Страже и защитите Перекресток Приюта
Assist the Lyssan Fools acting troupe.,Помогите актерской труппе Дураков Лиссы.
Assist the Opticalium with lightning research.,Помогите Оптикалиуму с исследованием молний.
Assist the Quarry Workers,Помогите рабочим карьера
Assist the Sentinels patrolling Crystalwept Groves.,"Помогите Дозорным, патрулирующим Хрустальные Рощи."
Assist the Seraph at Shaemoor Garrison.,Помогите Серафимам в гарнизоне Шемура.
Assist the Stewards of Galdra around the forge.,Помогите Стюардам Гальдры у кузницы.
"Assist the admiral with training, the brewmaster with beer making, and Roc'loaka with repairs.","Помогите адмиралу с ремонтом, пивовару с варкой пива и Рок'лоаке с починкой."
Assist the ancient golems.,Помогите древним големам.
Assist the asuran researchers.,Помогите асурским исследователям.
Assist the castaways around Hullgarden.,Помогите потерпевшим крушение в районе Халлгарден.
Assist the charr delegation.,Помогите делегации чарров.
Assist the hunters in maintaining their camp and protecting the wildlife from the Inquest.,Помогите охотникам поддерживать лагерь и защищать дикую природу от Инквизиции.
"Assist the kodan by undertaking surveys, keeping the camp running, and helping with whatever other odds and ends they may need.","Помогайте коданам, проводя исследования, поддерживая работу лагеря и помогая с любыми другими мелкими делами, которые могут им понадобиться."
Assist the kodan in researching the titan blight.,Помогите коданам в исследовании титановой порчи.
"Assist the locals by repairing boats, rescuing villagers, cleaning debris, beating up riffraff, and donating Shinota blackfins to Hall Director Soohee.","Помогите местным, ремонтируя лодки, спасая жителей, убирая обломки, избивая сброд и жертвуя черноплавников шиноты директору зала Сухи."
Assist the skritt in Arcallion Digs.,Помогите скриттам в Раскопках Аркаллиона.
Assist the skritt of Ratatosk.,Помогите скриттам Рататоска.
Assist the skritt with their fortifications.,Помогите сквиттам с укреплениями.
Assist the temple in its defense.,Помогите храму в его защите.
Assist those surveying Mistburned Barrens in keeping their camp safe and running.,"Помогите тем, кто исследует Туманные Пустоши, поддерживать лагерь в безопасности и рабочем состоянии."
Assist with maintenance at Tuyere Command Post.,Помогите с обслуживанием на Командном посту Тюйер.
Assist your allies in establishing camp and getting along.,Помоги союзникам обустроить лагерь и наладить отношения.
Assisting the Vigil,Помощь Vigil
"At least a few of those godsforsaken skritt were marginally useful. [Transcriber's note: Yes, that's all he said. He's a very rude fellow.]","По крайней мере, несколько из этих проклятых богами скайриттов были хоть сколько-нибудь полезны. [Примечание транскрибатора: Да, это всё, что он сказал. Очень грубый тип.]"
Atholma Farms,Фермы Афолмы
Attack the centaurs,Атакуй кентавров
Barbs and Thorns,Колючки и шипы
Barnaby helped.,Barnaby помог.
Battle destroyers and collapse their burrows.,Сражайтесь с разрушителями и обрушьте их норы.
Battle in the Barrowstead,Битва в Barrowstead
Battle jotun and hunt ice wurms.,Сражайтесь с йотунами и охотьтесь на ледяных вурмов.
Battles Well Fought,"Битвы, проведенные достойно"
Be Like Iron,Будь как железо
Be the life of the party.,Стань душой компании.
Bear is pleased with the help you provided her children. You have proven your strength to me and anyone else who saw you in action. Return to me soon so that I may bestow the blessing of Bear upon you.,"Медведь довольна помощью, которую вы оказали её детям. Вы доказали свою силу мне и всем, кто видел вас в деле. Возвращайтесь ко мне поскорее, чтобы я мог даровать вам благословение Медведя."
"Because of efforts like yours, we know how big of a threat the bandits are to Kryta. We'll have to redouble our efforts against this menace. The citizens of Shaemoor deserve to live without fear of being kidnapped. With Balthazar's favor, we'll break those brigands for good.","Благодаря таким усилиям, как ваши, мы знаем, насколько велика угроза бандитов для Kryta. Нам придётся удвоить наши усилия против этой угрозы. Граждане Shaemoor заслуживают жить без страха быть похищенными. С благословения Balthazar мы разгромим этих разбойников навсегда."
"Because of you, we'll be able to keep all those Seraph bellies full and fighting the good fight.","Благодаря вам мы сможем накормить всех солдат Seraph, чтобы они продолжали сражаться за правое дело."
"Because of your help, we now feel safe enough to continue our search for an answer to the ghost problem that afflicts this area. When we succeed, I will make certain that your part in the victory is well known.","Благодаря твоей помощи мы теперь чувствуем себя достаточно безопасно, чтобы продолжить поиски решения проблемы с призраками, терзающими эту местность. Когда мы добьемся успеха, я позабочусь о том, чтобы все знали о твоем вкладе в эту победу."
"Because of your heroic efforts aiding our soldiers in their struggle against the Separatists, I feel that we may finally be turning the tide in this ongoing conflict. It seems at times as if our ongoing battles with the Human Separatists, the Flame Legion, and the Elder Dragons show no signs of ending. But I believe that we will, in time, emerge victorious. In addition, you should feel pride in the fact that your help has undoubtedly resulted in many charr lives being saved. Both those held captive by the Separatists, and those who will continue the fight against a now weakened enemy.","Благодаря вашим героическим усилиям в помощи нашим солдатам в борьбе против сепаратистов, я чувствую, что мы, возможно, наконец переламываем ход этого затянувшегося конфликта. Порой кажется, что наши бесконечные битвы с человеческими сепаратистами, Flame Legion и Elder Dragons не закончатся никогда. Но я верю, что со временем мы выйдём победителями. Кроме того, вы должны гордиться тем, что ваша помощь, несомненно, спасла множество жизней чарр. Как тех, кто был в плену у сепаратистов, так и тех, кто продолжит борьбу с теперь уже ослабленным врагом."
"Because of your recent selfless efforts in helping to rid the cave of the Flame intruders and their equipment, I can now say with confidence that the area is Flame proof. Or, at least, Flame resistant.","Благодаря вашим недавним самоотверженным усилиям по очистке пещеры от захватчиков Flame и их оборудования, я могу с уверенностью сказать, что этот район защищен от Flame. Ну, или, по крайней мере, устойчив к Flame."
Beetletun looks real nice because of your help. My dad says it's never looked better! Even my lazy friends started lending a hand.,"Beetletun выглядит очень красиво благодаря вашей помощи. Мой папа говорит, что он никогда не выглядел лучше! Даже мои ленивые друзья начали помогать."
Best Regards,С наилучшими пожеланиями
Best Wishes,С наилучшими пожеланиями
Black Eye for Nightmare Court,Чёрная метка для Nightmare Court
Black Haven is Already Safer,Black Haven уже стал безопаснее
Blessings of Kormir,Благословения Кормир
Blood Legion impressed.,Кровавый Легион впечатлен.
Bloody Buccaneers subverted.,Bloody Buccaneers помешали.
Bloody Business in the Swamp,Кровавые дела на болоте
"Boast to Mennerheim steadholders, impress spectators at the northeast sharpshooting range, slay hostile beasts, and help inexperienced hunters.","Хвастайтесь перед землевладельцами Mennerheim, впечатляйте зрителей на северо-восточном стрельбище, убивайте враждебных зверей и помогайте неопытным охотникам."
"Borrow a springer by speaking to it, return stolen carrots, chase off groundhogs, kill harpies and destroy their eggs, and refill water troughs.","Одолжите спрингера, поговорив с ним, верните украденную морковь, прогоните сурков, убейте гарпий и уничтожьте их яйца, а также наполните поилки водой."
Brackwater Village will never forget you.,Деревня Brackwater никогда вас не забудет.
Brake in Drake Headache,Тормоза для головной боли от драков
Bram Dawnrazer appreciates your assistance.,Bram Dawnrazer ценит вашу помощь.
Bravo!,Браво!
Bravo! You helped extinguish the flame.,Браво! Вы помогли погасить пламя.
"Bravo, %str1%","Браво, %str1%"
Braxa Scalehunter is glad to have your help.,Бракса Чешуелов рада вашей помощи.
"Break grawl cages, destroy food sacks, and thin their numbers.","Ломайте клетки grawl, уничтожайте мешки с едой и прореживайте их ряды."
"Break up fights, rouse knocked-out pirates with water, and eliminate the rum causing these problems.","Разнимайте драки, приводите в чувство нокаутированных пиратов водой и уничтожайте ром, вызывающий эти проблемы."
"Break up fights, salvage shipwrecked goods, return pillaged supplies, test Mehdi's grog, rouse sleeping corsairs, and catch bombs with water buckets.","Разнимайте драки, спасайте товары с затонувших кораблей, возвращайте награбленное, пробуйте грог Mehdi, будите спящих корсаров и ловите бомбы ведрами с водой."
Brilliant Minds,Блестящие умы
Brilliant work you've done.,Блестящая работа.
"Bring Blopp lush kelp, defeat Inquest, neutralize poisonous ampoules, and defeat crazed hylek.","Принеси Блоппу сочные водоросли, победи Инквест, нейтрализуй ядовитые ампулы и победи безумных хилеков."
"Bring corsair supplies and tasteless roots to the supply depot, and rid the allied encampment of Awakened spies.",Доставьте припасы корсаров и безвкусные коренья на склад снабжения и избавьте лагерь союзников от шпионов Пробужденных.
"Bring firefly essence to alchemy tables, set spike traps, and stomp Orrian grub holes.","Принесите эссенцию светлячков к алхимическим столам, установите ловушки с шипами и растопчите норы оррианских личинок."
"Bring fresh food to the starving Seraph soldiers, kill White Mantle, subdue angry mobs, and bring goods to merchants.","Приносите свежую еду голодающим солдатам Серафимов, убивайте Белую Мантию, усмиряйте разъяренные толпы и доставляйте товары торговцам."
Bring mortar rounds to engineers and join assault squads on raids. Speak to legionnaires to start assaults.,"Доставляйте минометные снаряды инженерам и присоединяйтесь к штурмовым отрядам в рейдах. Говорите с легионерами, чтобы начать штурм."
Bring prickleberries to the Nrocroc chief. Kill Flame Legion oppressors and bears roaming grawl foraging lands.,"Принесите колючие ягоды вождю Нрокрок. Убивайте угнетателей из Легиона Пламени и медведей, бродящих по землям собирателей граулов."
Bringing the Fight to the Centaurs,Переносим битву к кентаврам
Buh-boom!,Ба-бах!
"Build snowmen, stop troublemakers, and keep the lodge cozy and safe.","Лепи снеговиков, останавливай нарушителей спокойствия и поддерживай в домике уют и безопасность."
"Burn Risen corpses, test out experimental hylek potion on the Risen, and reduce the Risen presence in the region.","Сожгите трупы Орды, испытайте экспериментальное зелье хайлика на Орде и ослабьте присутствие Орды в регионе."
"Burn undead corpses, smash noxious plants, protect Wardens, and battle the Risen in Sleive's Inlet.","Сжигайте трупы нежити, уничтожайте ядовитые растения, защищайте Стражей и сражайтесь с Восставшими в бухте Слива."
"Burning undead corpses is never pleasant, but we must do what we must. Had local flies become corrupted, it would have been devastating for us. Now I'm free to eat flies as I please without worrying that they might have the undead taint. Thank you!

—Potatlan","Сжигать трупы нежити — занятие не из приятных, но мы должны делать то, что должны. Если бы местные мухи заразились, это было бы для нас катастрофой. Теперь я могу свободно есть мух, не беспокоясь о том, что они могут быть осквернены нежитью. Спасибо!

—Потатлан"
Business as usual,Всё как обычно
"But enough prattle, nonverbal as it is! I have glyphs to decode!","Но довольно болтовни, пусть даже и невербальной! У меня есть глифы для расшифровки!"
But you have set the bar pretty high.,Но ты задал очень высокую планку.
Caer Astorea defended.,Каэр Асторея защищена.
Caer Evermore salutes you.,Caer Evermore приветствует тебя.
Cane approves.,Трость одобряет.
Cane stopped in to resupply and mentioned your name. You must have really been kicking tail—being noticed by him is high praise! Just thought you might want to know.,"Cane заходил пополнить запасы и упоминал твое имя. Должно быть, ты задал им жару — получить похвалу от него дорогого стоит! Просто решил, что тебе стоит об этом знать."
"Cap wanted me to make sure you got a little commendation for your work here. Everything is ship-shape thanks to you, and I'm sure our four-hoofed friends will appreciate the fine work you did. You're always welcome among the Companions.

—Marden","Cap хотел, чтобы я убедился, что вы получили небольшую награду за свою работу здесь. Благодаря вам всё в полном порядке, и я уверен, что наши четвероногие друзья оценят отличную работу, которую вы проделали. Вы всегда желанный гость среди Компаньонов.

—Marden"
"Catch bugs to feed to cattle, and appease stinky or moody cows.","Ловите жуков, чтобы кормить скот, и успокаивайте вонючих или капризных коров."
