english,translate
Escort the iron shipment to Cowlfang's Star,Сопроводите груз железа к Cowlfang's Star
Escort the jade construct through the Valley of Agony by throwing coalesced Mists energy into it,"Сопровождайте нефритовый конструкт через Valley of Agony, бросая в него энергию Туманов"
Escort the jade mech reinforcements to the perimeter camp,Сопроводите подкрепление из нефритовых мехов к периметру лагеря
Escort the lore seeker to the underground lake,Сопроводите искателя знаний до подземного озера
Escort the master-at-arms to safety,Сопроводите мастера-оружейника в безопасное место
Escort the mead delivery as it goes to Edenvar's Homestead,Сопровождайте доставку медовухи в Edenvar's Homestead
Escort the mech to the docks,Сопроводите меха до доков
Escort the messenger golem to Murmur Isle,Сопроводите голема-посланника до острова Murmur
Escort the nobles to the highland ruins.,Сопроводите дворян к руинам на возвышенности.
Escort the norn into the mines.,Сопроводите норна в шахты.
Escort the northern invasion Pact squad to the Pact rally point at Triumph Plaza,Сопроводите северный отряд Пакта к точке сбора на площади Triumph
Escort the overdue emissary to the hot-air balloon,Сопроводите запоздавшего посла к воздушному шару
Escort the quaggan emissary to the kodan camp,Сопроводите посла квагганов в лагерь коданов
Escort the quaggan refugees to Valslake,Сопроводите беженцев-квагганов до Valslake
Escort the quaggan refugees to their destinations.,Сопроводите беженцев-квагганов к местам назначения.
Escort the quaggans to Arca Lake.,Сопроводите квагганов в Arca Lake.
Escort the quaggans to Divinity's Reach.,Сопроводите квагганов в Divinity's Reach.
Escort the quaggans to Quaztocel,Сопроводите квагганов в Quaztocel
Escort the quaggans to Saidra's Haven.,Сопроводите квагганов в Saidra's Haven.
Escort the recon team as they investigate unusual Kryptis activity.,"Сопроводите разведгруппу, расследующую необычную активность криптисов."
Escort the relief crew to the Aberrant Forest,Сопроводите спасательный отряд в Aberrant Forest
Escort the royals,Сопроводите членов королевской семьи
Escort the salvage crew to Camp Resolve,Сопроводите команду спасателей в Camp Resolve
Escort the shaman to Doomlore Shrine,Сопроводи шамана к Doomlore Shrine
Escort the ship's doctor to safety,Сопроводите корабельного врача в безопасное место
Escort the sloth feeder to the feeding area,Сопроводи кормильца ленивца к месту кормления
Escort the southern invasion Pact squad to the Pact rally point at Triumph Plaza,Сопроводите южный отряд вторжения Пакта к точке сбора Пакта на площади Триумфа
Escort the supplies to Siegemaster Denbi,Сопроводите припасы к осадных дел мастеру Denbi
Escort the supply bull to Quarryside.,Сопроводите быка с припасами до Quarryside.
Escort the supply caravan to Petraj Overlook,Сопроводите караван снабжения к Petraj Overlook
Escort the supply caravan to Rosko's Campsite,Сопроводите караван снабжения до лагеря Rosko's Campsite
Escort the supply caravan to the Citadel Watch Camp,Сопроводите караван снабжения в лагерь Дозора Цитадели
Escort the supply caravan to the fort,Сопроводите караван снабжения к форту
Escort the supply caravan to the lighthouse,Сопроводите караван снабжения к маяку
Escort the supply caravan to the mine,Сопроводите караван снабжения к шахте
Escort the supply caravan to the port,Сопроводите караван снабжения к порту
Escort the supply caravan to the village,Сопроводите караван снабжения к деревне
Escort the supply dolyak to Snowdrift Haven,Сопроводите торгового дольяка в Сноурифт-Хейвен
Escort the trading post caravan to Claypool.,Сопроводите караван торгового поста до Клейпула.
Escort the weapons transport to Lasciate Gate on Orr,Сопроводите транспорт с оружием к воротам Lasciate Gate в Orr
Escort troops and equipment to the Hope Falls checkpoint,Сопроводите войска и снаряжение к контрольно-пропускному пункту Hope Falls
Escort troops to Follower's Bridge,Сопроводите войска к Мосту Последователей
Escort troops to the Central Barbed Gate,Сопроводите войска к Центральным Колючим Воротам
Escort troops to the Eastern Colonnade camp,Сопроводите войска к лагерю Eastern Colonnade
Escort troops to the Mordrem spitfire (Second Central Checkpoint),Сопроводите войска к мордемскому огнемету (Вторая центральная контрольная точка)
Escort troops to the Mordrem spitfire (Second Northern Checkpoint),Сопроводите войска к мордемскому огнемету (Second Northern Checkpoint)
Escort troops to the Mordrem spitfire (Second Southern Checkpoint),Сопроводите войска к плевателю Мордремов (Второй южный контрольный пункт)
Escort troops to the Mordrem spitfire (Third Central Checkpoint),Сопроводите войска к мордемскому огнемету (Third Central Checkpoint)
Escort troops to the Mordrem spitfire (Third Northern Checkpoint),Сопроводите войска к мордемскому огнемету (Third Northern Checkpoint)
Escort troops to the Mordrem spitfire (Third Southern Checkpoint),Сопроводите войска к мордемскому огнемету (Third Southern Checkpoint)
Escort troops to the Northern Barbed Gate,Сопроводите войска к Северным Колючим Воротам
Escort troops to the Pact encampment at Wren,Сопроводите войска к лагерю Пакта в Wren
Escort troops to the Southern Barbed Gate,Сопроводите войска к Southern Barbed Gate
Escort window closes in 8:00,Окно сопровождения закроется через 8:00
Escort window closes in: 08:00,Время на сопровождение истекает через: 08:00
Escort window closes in: 08:30,Окно сопровождения закроется через: 08:30
Escort wounded kodan scouts to Still Waters Speaking.,Сопроводите раненых разведчиков коданов к Still Waters Speaking.
Essence of Aggression Collected,Эссенция агрессии собрана
Essence of Aggression Fortitude,Эссенция стойкости агрессии
Essence of Anxiety Collected,Сущность тревоги собрана
Essence of Anxiety Fortitude,Эссенция стойкости тревоги
Essence of Awe Collected,Эссенция трепета собрана
Essence of Awe Fortitude,Эссенция стойкости трепета
Essence of Despair Collected,Эссенция отчаяния собрана
Essence of Despair Fortitude,Эссенция стойкости отчаяния
Essence of Joy Collected,Эссенция радости собрана
Essence of Joy Fortitude,Эссенция стойкости радости
Essence of Judgement Fortitude,Эссенция стойкости суждения
Essence of Judgment Collected,Эссенция правосудия собрана
Essences collected: x%,Эссенций собрано: x%
Eternal Ember processing begins in: x:xx,Обработка Вечных углей начнется через: x:xx
Eternal Embers,Eternal Embers
Ether Tower,Башня Эфира
Ethereal Vanguard killed,Ethereal Vanguard убито
Etheropods remaining: x,Осталось эфироподов: x
Ettin remaining: 6,Осталось эттинов: 6
Ettin waves,Волны эттинов
Ettins collected,Эттинов собрано
Ettins remaining: x,Осталось эттинов: x
Evacuate Lion's Arch citizens.,Эвакуировать граждан Lion's Arch.
Evacuate the bridge!,Эвакуируйте мост!
Evaluation ends in: 5:00,Оценка завершится через: 5:00
"Even if you get past me, you'll never get past the Steel warband!","Даже если пройдёте мимо меня, вам не одолеть отряд Стали!"
"Even the Speakers, who claim to speak for it, ignore the damage they do in their quest to assume control.","Даже Говорящие, которые утверждают, что говорят от его имени, игнорируют ущерб, который наносят в своем стремлении захватить контроль."
Even the best fail. The beast was not meant to die today. We'll get it next time.,Даже лучшие терпят неудачу. Зверю не суждено было умереть сегодня. Мы поймаем его в следующий раз.
Even the power of water is at my command!,Даже сила воды подвластна мне!
Event completes in: x:xx,Событие завершится через: x:xx
Event fails if target the escapes.,"Событие провалено, если цель сбежит."
Event fails if the Vigil siegemaster dies.,"Событие провалено, если осадный мастер Дозора погибнет."
Event fails if the target escapes.,"Событие провалено, если цель сбежит."
Event fails if the target the escapes.,"Событие провалено, если цель сбежит."
Event start,Начало события
Event version 1 (priest),Версия события 1 (жрец)
Event version 2 (no priest),Версия события 2 (без жреца)
"Every last flameFlame fanatic will be pushed out! Slowly, but surely!","Каждый фанатик Пламени будет изгнан! Медленно, но верно!"
Everyone fall back! Get to safety! I'll keep the gate open as long as I can.,"Всем отступить! В укрытие! Я буду держать ворота открытыми, сколько смогу."
Everyone get back and take cover. This is where it gets truly dangerous.,Всем отступить и занять укрытие. Здесь становится по-настоящему опасно.
Everyone got all their fingers and toes?,Все целы? Все пальцы на месте?
"Everyone, do your part! Get those rats, or we're gonna end up starving and sick! Or worse!","Все, делайте свое дело! Убейте этих крыс, иначе мы останемся голодными и больными! Или того хуже!"
"Everyone, get aboard the airship! We are leaving!",Все на борт дирижабля! Мы улетаем!
Evict the squatters to claim the Isle of Reflection for your guild!,"Выселите сквоттеров, чтобы заявить права на Isle of Reflection для вашей гильдии!"
Evidence of Massacre,Evidence of Massacre
Evidence planted,Улик подброшено
Exalted Mirror #x,Exalted Mirror #x
Exalted Mirror: East,Зеркало возвышенных: Восток
Exalted Mirror: North,Зеркало возвышенных: Север
Exalted Mirror: South,Зеркало возвышенных: Юг
Exalted Mirror: West,Зеркало возвышенных: Запад
Exalted Sediment Collected,Осадок возвышенных собран
Excavation Site 1,Место раскопок 1
Excavation Site 2,Место раскопок 2
Excavation sites overrun,Мест раскопок захвачено
Excavator at 25% hp,Экскаватор: 25% здоровья
Excavator at 50% hp,Экскаватор: 50% здоровья
Excavator at 75% hp,Экскаватор: 75% здоровья
Excellent work. Find more of them. Save them from the Chak.,Отличная работа. Найдите остальных. Спасите их от чаков.
Excellent! Restocked and ready for a new batch of artifacts from Serenity Temple.,"Отлично! Запасы пополнены, и мы готовы к новой партии артефактов из Serenity Temple."
"Excellent! These are definitely our supplies, good as new. Well, aside from the dredge blood splattered all over them. Got a little overzealous, eh?","Отлично! Это определенно наши припасы, как новенькие. Ну, если не считать крови дреджей, разбрызганной повсюду. Немного перестарались, а?"
"Excellent, recruits! I could eat lunch and take a nap in here...if I ever ate or slept.","Отлично, новобранцы! Я мог бы пообедать и вздремнуть здесь... если бы когда-нибудь ел или спал."
Excellent. We're making warriors out of worm food.,Отлично. Мы делаем воинов из корма для червей.
Excelsior! I can barely postulate what would've transpired if we didn't drive back the Bloody Prince. You have my thanks.,"Эксельсиор! Я едва могу представить, что бы произошло, если бы мы не прогнали Кровавого Принца. Благодарю тебя."
Excelsior! I've made a discovery.,Эксельсиор! Я сделал открытие.
Excelsior! That's all of them. Let's get out of here!,Превосходно! Это всё. Уходим отсюда!
Excelsior! These are perfect. I must have done an oustanding outstanding job of explaining what I needed.,"Эксельсиор! Они идеальны. Должно быть, я проделала выдающуюся работу, объясняя, что мне нужно."
Excuse me. I must redouble my training efforts. This is unacceptable.,Прошу прощения. Мне нужно удвоить усилия в тренировках. Это неприемлемо.
Execute 5 perfect paint strokes to earn additional time.,"Выполни 5 идеальных мазков, чтобы получить дополнительное время."
Exhibits defeated,Экспонатов побеждено
Exiting the caverns in: x:xx,Выход из пещер через: x:xx
Exlorer Gillia,Explorer Gillia
Exorcise Gosta with the Heart of the Obscure: 0/1,Изгоните Gosta с помощью Heart of the Obscure: 0/1
Exorcise the angered spirits haunting Zealot's Overlook,"Изгоните разгневанных духов, преследующих Zealot's Overlook"
Exorcise the angered spirits stalking the Haunted Canyons,"Изгони разгневанных духов, преследующих Haunted Canyons"
Exorcise the possessed researchers,Изгоните одержимых исследователей
Exorcisms completed,Изгнания завершены
Experiment Progress,Прогресс эксперимента
Experiment begins in: x:xx,Эксперимент начнется через: x:xx
Experimental Aspect Suit,Экспериментальный костюм Аспектов
Experimental Creatures Remaining,Осталось экспериментальных существ
Experiments,Эксперименты
Explode the blocked gas vents to drive the ancient karka towards its nest.,"Взорвите заблокированные газовые вентили, чтобы загнать древнюю карку к её гнезду."
Explore and evacuate the Aspenwood Testing Facility before the kill switch fries the place,"Исследуйте и эвакуируйте испытательный комплекс Aspenwood, пока аварийный выключатель не поджарил всё вокруг"
Explore the Lair of the Coil,Исследуйте Логово Спирали
Explore the ruins to find records of different cleansing melodies.,"Исследуйте руины, чтобы найти записи различных очищающих мелодий."
Explore the temple with Historian Minna,Исследуйте храм вместе с Historian Minna
Explorer Flynn,Explorer Flynn
Explorer Flynn Leaves In: 1:00,Исследователь Flynn уходит через: 1:00
Explorer Flynn is looking for adventurers to aid him.,"Исследователь Flynn ищет искателей приключений, чтобы помочь ему."
Explorer Harlow,Explorer Harlow
Explorer Laci,Explorer Laci
Explorer Loana,Explorer Loana
Explorer Mora,Explorer Mora
Explorer Plinx,Explorer Plinx
Explorer Rokk,Explorer Rokk
Explorer Thiago,Explorer Thiago
Explorers safe,Исследователей спасено
Exploring Gyala Delve,Исследование Gyala Delve
Explosive Cache Integrity,Целостность тайника со взрывчаткой
Explosive charge,Взрывной заряд
Explosive charges planted,Взрывные заряды заложены
Explosives Agent Scorchpaws,Агент по взрывчатке Scorchpaws
Explosives Planted,Взрывчатка установлена
Explosives Remaining,Осталось взрывчатки
Exterior area,Внешняя зона
Extinguish the flames in the village lost to time,"Потушите пламя в деревне, затерянной во времени"
Extra samples accepted for: 0:30,Дополнительные образцы приняты: 0:30
Extra time to turn in sap: x:00,Дополнительное время на сбор сока: x:00
Extra time: 0:xx,Дополнительное время: 0:xx
Extract jade core samples and deposit them for safekeeping.,Извлеките образцы нефритового ядра и сдайте их на хранение.
Extracted Jade Core,Извлеченное нефритовое ядро
Extracting water in: 0:30,Сбор воды: 0:30
Extractor Repair,Ремонт экстрактора
Extractor reservoirs evaporate in: 10:00,Резервуары экстрактора испарятся через: 10:00
"Extricate stranded nobles from vine chambers, and escort them to safety.",Вызволяйте застрявших дворян из лоз и сопровождайте их в безопасное место.
Eye of Fury,Око Ярости
Eye of Gluttony,Око Чревоугодия
Eye of Malice,Око Злобы
Eye of Nourys,Eye of Nourys
Eye of Rage,Око Ярости
Eye of Regret,Око Сожаления
Eyes upward! They intend to assault us from the air.,Смотрите вверх! Они собираются атаковать нас с воздуха.
Ezal the Quick,Ezal the Quick
FALL BACK! I know it can work. Regroup—I'll try again.,"ОТСТУПАТЬ! Я знаю, это может сработать. Перегруппируйтесь — я попробую снова."
Fabri the Suspicious,Подозрительный Fabri
Face me!,Сразись со мной!
Fahd al'Eshadhi,Fahd al'Eshadhi
Fails if all soldiers are downed simultaneously.,"Провал, если все солдаты будут повержены одновременно."
Fails in 7:00,Провал через 7:00
Failure,Провал
Failure if any captives reach Draithor's Demesnes.,"Провал, если хоть один пленник достигнет Draithor's Demesnes."
Failure if any skritt are enslaved at Joy's End.,"Провал, если хоть один скритт будет порабощен в Joy's End."
Failure if bandits reach Robbari's camp with the crate.,"Провал, если бандиты доберутся до лагеря Robbari с ящиком."
Failure if half of the Zephyrites are lost.,"Провал, если погибнет половина зефиритов."
Failure if over half of the crash victims are taken. 0/5,"Провал, если более половины жертв крушения захвачено. 0/5"
Failure in: 6:30,Провал через: 6:30
Failure in: 7:00,Провал через: 7:00
Falias Thorp,Falias Thorp
Fall back! I'm not strong enough.,Отступаю! У меня не хватает сил.
Fallen Portal,Fallen Portal
Fallen Portal destroyed,Портал падших уничтожен
False Emmisary Group Members killed,Убито членов группы ложных эмиссаров
Fanatics.,Фанатики.
Fantastic! I'll repurpose these materials to provide the necessary firepower.,"Фантастика! Я переделаю эти материалы, чтобы обеспечить необходимую огневую мощь."
Fantastic! The ship won't bother us any more. Get the invasion force prepped.,«Фантастика! Корабль больше не будет нам мешать. Готовьте силы вторжения».
"Fantastic! Yes, fantastic!","Фантастика! Да, фантастика!"
Fantastic. I think we've nearly perfected our recipe.,"Фантастика. Думаю, мы почти довели наш рецепт до совершенства."
Faren said this would be a fun outing in the skies.,"Faren говорил, что это будет веселая прогулка в небесах."
Farmers Remaining: x,Осталось фермеров: x
Farmers alive: 10,Фермеров в живых: 10
Farmhand Linaria waves at %str1%.,Работник фермы Linaria машет %str1%.
Farmhand Morgaine waves at %str1%.,Работник фермы Morgaine машет %str1%.
Farrah,Farrah
Farrah Cappo,Farrah Cappo
Fascinating! I've uncovered something.,Удивительно! Я кое-что раскопал.
Fashion Wars,Fashion Wars
Faster! You're going to bore the journeykin at this rate.,Быстрее! С такой скоростью вы только утомите джорникина.
"Fate worse than death. Never mind. I promise. Go on, now. And don't stop until you reach Atrox Castrum.","Участь хуже смерти. Неважно. Я обещаю. Иди же. И не останавливайся, пока не доберешься до Atrox Castrum."
"Father, are you okay? We fought back and won! Reclaimed what's ours!","Отец, ты в порядке? Мы дали отпор и победили! Вернули свое!"
Favor of the Zephyrites (Tier 3),Favor of the Zephyrites (Tier 3)
Favor of the Zephyrites (Tier 6),Милость Zephyrites (Уровень 6)
Fear meter,Шкала страха
"Fear, despair, sadness; in sufficient quantities, they all lead to possession.","Страх, отчаяние, печаль — в достаточных количествах всё это ведёт к одержимости."
"Feasible. The Bloody Prince was tied to that reliquary, so it's likely the only gateway between the Mad Realm and here.","Возможно. Кровавый Принц был привязан к этому реликварию, так что это, вероятно, единственные врата между Безумным Царством и нашим миром."
Feast Foods Collected,Собрано еды для пира
Feed the sloth plant with full buckets of fresh water and rolling devil fertilizer,Покормите растение-ленивец полными вёдрами пресной воды и удобрением из катящегося дьявола
"Feed, heal, and bring water to wounded Astral Ward members.","Кормите, лечите и приносите воду раненым членам Astral Ward."
Feel like flexing those muscles again?,Хотите снова размять мышцы?
Feel that thrumming? Their resonance is really starting to build up.,Чувствуешь этот гул? Их резонанс начинает нарастать.
Feeling something.,Что-то чувствую.
Feels good to stand on our soil again.,Приятно снова стоять на нашей земле.
Feels like we've been walking forever...,"Кажется, мы идем целую вечность..."
Fell trees and clear brush to help the kodan,"Вали деревья и расчищай кустарник, чтобы помочь коданам"
"Fellow charr and honored guests, allow me to be the first to welcome you to this: our holy ceremony.","Соратники чарр и почётные гости, позвольте мне первому поприветствовать вас на нашей священной церемонии."
Female Mosquito,Самка комара
Fen,Fen
Fen's potion is made in: 1:00,Зелье Fen будет готово через: 1:00
Fend Off the Forged Attack,Отразите атаку Кованых
Fend Off the Jade Brotherhood Attackers,Отразите атаку нападающих из Jade Brotherhood
Fend off the ambushing oni,Отбейтесь от засады они
Fend off the leviathan,Отбейтесь от левиафана
Fenn,Fenn
Feretories breached,Реликвариев взломано
Feretory Integrity,Целостность реликвария
Fervest Tempest,Fervest Tempest
Field Foreman Erran,Field Foreman Erran
Field Orders,Полевые приказы
Fifth Shrine Repair Progress,Прогресс восстановления пятого святилища
Fifth shrine,Пятое святилище
Fifth stage:,Пятый этап:
Fight Cooroo's Crab,Сразитесь с крабом Cooroo
Fight Flowing Ice,Победите Flowing Ice
Fight Miner Voss,Победите Miner Voss
Fight Smashy,Сразитесь с Smashy
Fight Talooboo's Shark,Сразитесь с акулой Talooboo
Fight in formation.,Сражайтесь в строю.
Fight off intruding pests so the assistant can stabilize the machine,"Отбейтесь от назойливых вредителей, чтобы помощник мог стабилизировать машину"
Fight off the Kryptis ambush.,Отразите засаду криптидов.
Fight the Inquest Ornithologist,Сразитесь с орнитологом Инквеста
Fight the Quaggan Pirate,Победите пирата-кваггана
Fight the Separatist assassins at Summit Peak,Победите сепаратистов-убийц на пике Summit
Fight through the Barricades and Hostile Spirits,Прорвитесь через баррикады и враждебных духов
Fight your way through the loyalists and reach Nyedra.,Пробивайтесь через лоялистов и доберитесь до Ниедры.
Fight your way to the prisoners,Пробейтесь к пленным
Fill the Itzel villagers' food baskets with insect larvae,Наполни корзины с едой для жителей Itzel личинками насекомых
Fill the center vent with oil,Заполните центральный вентиль маслом
Final Invasion Wave,Финальная волна вторжения
Final Wave of Scarlet's Minons:,Финальная волна миньонов Scarlet:
Final stage:,Финальный этап:
Finally! There's one dredge machine put to good use!,Наконец-то! Хоть одна машина дрегов принесла пользу!
Find Astral Ward resources near Kiris and take them to Vethrax without allowing them to disintegrate.,"Найдите ресурсы Astral Ward возле Kiris и отнесите их Vethrax, не дав им распасться."
Find Magister Tassi in the ruins.,Найдите Magister Tassi в руинах.
Find a way to open the gate.,Найдите способ открыть ворота.
Find and collect the seer relics hidden throughout the muck,"Найдите и соберите реликвии провидцев, спрятанные в грязи"
Find and defeat Acatl,Найдите и победите Acatl
Find and defeat Hiei Sharpblade,Найдите и победите Hiei Sharpblade
Find and defeat Mextli,Найдите и победите Mextli
Find and defeat the Kryptis patrol leaders,Найдите и победите командиров патрулей Криптисов
Find and defeat the source of the Mists runoff scent,Найдите и победите источник запаха утечки из Туманов
Find and defuse Dominion mines,Найди и обезвредь мины Dominion
"Find and destroy the source of them, unless you enjoy being overwhelmed.","Найди и уничтожь их источник, если, конечно, тебе не нравится быть подавленным."
Find and destroy the tendrils of Nourys,Найдите и уничтожьте усики Nourys
Find and destroy the tendrils of Nourys (Defiled Cradle),Найдите и уничтожьте усики Nourys (Defiled Cradle)
Find and open nightmare pods within the Tangled Labyrinth,Найдите и откройте кошмарные стручки в Tangled Labyrinth
Find and rescue the missing skimmers,Найдите и спасите пропавших скиммеров
Find and slay the treasure mushroom! (Auric Basin),Найдите и убейте гриб с сокровищами! (Auric Basin)
Find and slay the treasure mushroom! (Bloodstone Fen),Найдите и убейте гриб сокровищ! (Bloodstone Fen)
Find and slay the treasure mushroom! (Dragon's Stand),Найдите и убейте гриб с сокровищами! (Dragon's Stand)
Find and slay the treasure mushroom! (Tangled Depths),Найди и убей гриб с сокровищами! (Tangled Depths)
Find and slay the treasure mushroom! (Verdant Brink),Найди и убей treasure mushroom! (Verdant Brink)
Find and stabilize condensed magic.,Найдите и стабилизируйте сгущенную магию.
Find cursed pirate artifacts and place them in chests,Найдите проклятые пиратские артефакты и поместите их в сундуки
Find food in the garrison for hungry Awakened before they eat the wurms,"Найди еду в гарнизоне для голодных Awakened, прежде чем они съедят червей"
Find materials to patch up the Awakened and get them back on their feet.,"Найдите материалы, чтобы подлатать Awakened и поставить их на ноги."
Find our engineer. We need these repairs done immediately.,Найдите нашего инженера. Нам нужно немедленно провести ремонт.
Find pumpkins in the field and bring them to your team's mausoleum to spawn skeletons.,"Найдите тыквы на поле и принесите их в мавзолей вашей команды, чтобы призвать скелетов."
Find salvaged parts to repair the bridge,"Найдите утиль, чтобы починить мост"
Find shinies in the snow for Garff,Найти блестяшки в снегу для Garff
Find survivors in Garenhoff.,Найдите выживших в Гаренхоффе.
Find the Kryptis rift and use the Heart of the Obscure on it to reveal nearby invaders.,"Найди разлом криптисов и используй на нем Сердце Неясности, чтобы обнаружить ближайших захватчиков."
Find the Risen Gatekeeper,Найдите Risen Gatekeeper
Find the boss and break its defiance bar before it escapes. Time remaining: 2:00,"Найдите босса и сломайте его шкалу стойкости, прежде чем он сбежит. Осталось времени: 2:00"
Find the creature that is tormenting the researchers and drive it away.,"Найдите существо, которое мучает исследователей, и прогоните его."
Find the crystal runner.,Найдите кристального бегуна.
Find the djinn vessel before the Brandstorm overwhelms the area,"Найдите сосуд джинна, пока Брандшторм не поглотил эту область"
Find the escaped experiments and bring them back to Zaxis,Найди сбежавшие эксперименты и верни их к Zaxis
Find the rift and use the Heart of the Obscure on it to reveal nearby invaders.,"Найти разлом и использовать Сердце Сокрытого, чтобы обнаружить ближайших захватчиков."
Find the toys taken by the Pale Spirits!,"Найдите игрушки, украденные Бледными духами!"
Find the ward members inside the mirror network and return their findings to Alya,Найдите членов отряда Astral Ward внутри зеркальной сети и верните их данные Alya
"Finding the perfect devourer egg is no easy task, but I like to think of myself as an expert. It shouldn't take me long to find it.","Найти идеальное яйцо пожирателя непросто, но я считаю себя экспертом. Думаю, я быстро справлюсь."
"Fine, I'll show you what I've learned. Don't worry. I'll go easy on you, Father.","Хорошо, я покажу тебе, чему научился. Не волнуйся. Я буду полегче с тобой, отец."
"Fine, but make yourself useful and take these helmets back inside.","Ладно, но будь полезен и отнеси эти шлемы внутрь."
"Fine. But you better make it back, or you're fired.","Ладно. Но лучше тебе вернуться, иначе ты уволен."
Finish bringing any young beetles to the pen: 00:30,Закончите загонять молодых жуков в загон: 00:30
Finish constructing any final stewards in: 0:30,Завершите сборку оставшихся stewards через: 0:30
Finish them! Time remaining: 0:xx,Добейте их! Осталось времени: 0:xx
Fire Cannons at the Capricorn,Стреляйте из пушек по Capricorn
Fire Imp,Огненный бес
Fire Opals,Огненные опалы
Fire bomb generators repaired,Генераторов огненных бомб отремонтировано
Fire imps are swarming Invictus Castrum.,Огненные бесы наводнили Invictus Castrum.
Fire imps remaining: 9,Осталось огненных бесов: 9
"Fire it up, Tassi.","Запускай, Tassi."
Fire mortars at the colossal vine.,Обстреляйте колоссальную лиану из минометов.
Fire team leaders are gathering at the Xunlai Jade Quarry gate to plan for their attack.,Командиры огневых групп собираются у ворот Нефритового карьера Xunlai для планирования атаки.
Fire teams are heading south to prepare for the next phase of the attack before nightfall.,"Огневые группы направляются на юг, чтобы подготовиться к следующей фазе атаки до наступления темноты."
Fire those cannons!,Огонь из пушек!
Firebase Molek Control,Контроль над Аванпостом Молек
Firebase Molek captured in: 6:00,Firebase Molek захвачен через: 6:00
Firefly Luminescences,Люминесценции светлячков
Fires Extinguished,Пожары потушены
Fires Remaining: 8,Осталось пожаров: 8
Fires remaining: 16,Осталось пожаров: 16
Fires remaining: %num1%,Осталось пожаров: %num1%
Fires still burning: x,Осталось пожаров: x
Firewatch Encampment,Лагерь Firewatch
Firewood,Дрова
"First Bangar kills my granddam, then he starts turning charr into monsters for an Elder Dragon. Yeah. I'm ready.","Сначала Bangar убил мою бабушку, а потом начал превращать чарр в монстров для Старшего Дракона. Да. Я готов."
First Invasion Wave,Первая волна вторжения
First Level Defenses Achieved,Первый уровень обороны достигнут
First Marmox,Первый мармокс
First Mate Narvar,Первый помощник Narvar
First Shrine Repair Progress,Прогресс восстановления первого святилища
First Spear Kitur,First Spear Kitur
First Wave of Scarlet's Minons:,Первая волна миньонов Scarlet:
First part of the event,Первая часть события
First round,Первый раунд
First shrine,Первое святилище
First stage,Первый этап
First stage:,Первый этап:
First we weaken it.,Сначала мы ослабим его.
"First, escort Sage Vasanni to the Mossheart Pylon",Сначала сопроводи Sage Vasanni к пилону Мохового сердца
