english,translate
Talk with the asuran progeny.,Поговори с асуранским вундеркиндом.
Talk with the delegates about using the Scepter of Orr.,Поговорите с делегатами об использовании Scepter of Orr.
Talk with the gate attendant.,Поговорите с привратником.
Talk with the scout.,Поговори со скаутом.
Talk with your allies.,Поговорите со своими союзниками.
Talk with your partner.,Поговорите со своим напарником.
Talking with Jormag,Разговор с Йормагом
Tang,Тан
Tangerine,Мандарин
Tangled Depths,Запутанные глубины
Tangled Paths,Запутанные пути
Tanglewood Wings Glider,Планер «Крылья Тэнглвуда»
Tar,Деготь
Tarnish,Тусклый
Tarnished Silver,Тусклое серебро
Tarnished Steel,Тусклая сталь
Taro,Таро
Tasa,Tasa
Tasa cheers for %str1%.,Tasa приветствует %str1%.
Taupe,Серо-коричневый
Tawny Hare,Рыжий заяц
Tea Jeans,Чайные джинсы
Tea Shade,Чайный оттенок
Teach your skyscale to trust you.,Научи своего скайскейла доверять тебе.
Teal,Бирюзовый
Team Administrator,Администратор команды
Team Support,Поддержка команды
Teatime Chair,Кресло для чаепития
Tell Braham about Scarlet's device.,Расскажите Braham об устройстве Scarlet.
Tell Taimi and Gorrik about what you found.,"Расскажите Taimi и Gorrik о том, что вы обнаружили."
Tell Taimi and Gorrik what you saw.,"Расскажите Taimi и Gorrik, что вы видели."
Tell me about Amnoon's troubles.,Расскажи мне о проблемах Amnoon.
"Tell me about Amnoon, now.","Расскажи мне об Amnoon, сейчас."
Tell me about the Sunspears.,Расскажи мне о Sunspears.
Tell me about the scarab plague.,Расскажи мне о чуме скарабеев?
Tell me about this part of the front.,Расскажи мне об этом участке фронта.
Tell me the second line.,Скажи мне вторую строку.
Tell me what's happening here.,"Расскажи, что здесь происходит."
"Tell me, have you tried our piccata? It's as if Melandru herself kissed it with just a hint of dill. (smack)","Скажите, вы пробовали нашу пиккату? Она такая, будто сама Melandru поцеловала её с лёгким оттенком укропа. (чавкает)"
Tell your allies the bad news.,Сообщи союзникам плохие новости.
Tell your companions about the vision.,Расскажите своим спутникам о видении.
"Tempers again flared, but luckily Peitha arrived, and she demanded that the two leaders show each other respect. She agreed with Nephus that we should attack, and she also posited that perhaps Eparch's position was weaker than it seemed—after all, he'd not gone on the offensive despite opportunities to do so.","Страсти снова накалились, но, к счастью, прибыла Peitha и потребовала, чтобы лидеры проявили уважение друг к другу. Она согласилась с Nephus, что мы должны атаковать, а также предположила, что положение Eparch, возможно, слабее, чем кажется — в конце концов, он не перешёл в наступление, несмотря на возможности."
Tempest,Буревестник
Temple of Febe,Храм Фебе
Temple of the Forgotten God,Храм Забытого Бога
Temple of the Silent Storm,Храм Безмолвного Шторма
Temporal Tourist,Временной турист
Tend to the Needs of the Rescued Animals,Позаботьтесь о нуждах спасенных животных
Tend to the homestead.,Присмотри за усадьбой.
Tendrils Burned by Fire Grenades,"Усики, сожженные зажигательными гранатами"
"Tensions were high as the imperators debated how best to win the war. But it the end, Crecia, backed by Efram, suggested a combination approach. Even Smodur conceded to the plan, despite his grumbling.","Напряжение было высоким, пока императоры спорили о том, как лучше выиграть войну. Но в конце концов Crecia при поддержке Efram предложила комбинированный подход. Даже Smodur согласился с планом, несмотря на свое ворчание."
"Tensions were running high at the forward bivouac, and Ramses asked if I could intervene. When I arrived, Nephus and Frode were nearly at each other's throats—I stepped in before they came to blows. Frode argued that without reinforcements, the risk of invading Zakiros was too high, and that we'd be fools to invade Zakiros without them. Nephus countered that the troops were spread thin, the front was near collapse, and we'd be foolish to wait for troops that might never materialize; unfortunately, Galrath had returned to the Wizard's Tower and left no indication whether he'd recommend the Astral Ward fully join the assault.","В передовом бивуаке росло напряжение, и Ramses спросил, не могу ли я вмешаться. Когда я прибыл, Nephus и Frode были готовы вцепиться друг другу в глотки — я вмешался, прежде чем дело дошло до драки. Frode утверждал, что без подкреплений риск вторжения в Zakiros слишком велик, и что мы будем глупцами, если вторгнемся туда без них. Nephus возразил, что войска растянуты, фронт близок к краху, и мы будем глупцами, если станем ждать войск, которые могут никогда не появиться; к несчастью, Galrath вернулся в Wizard's Tower и не оставил никаких указаний, порекомендует ли он Astral Ward полностью присоединиться к штурму."
Tentacles Defeated,Щупальца побеждены
Tequatl,Tequatl
Terracotta,Терракота
Test Subject,Подопытный
Test Your Metal,Испытание на прочность
Test out Taimi's upgraded comms device.,Протестируй улучшенное устройство связи Taimi.
Test out the jade tech teleporters,Протестируйте телепорты нефритовых технологий
Test out the reforged spear on Branded.,Испытайте перекованное копьё на Branded.
Test out your power.,Испытайте свою силу.
Test the bloodied spear on Branded in Dragonfall.,Испытайте окровавленное копьё на Branded в Dragonfall.
Test the dilapidated asura gate. It's probably fine.,"Протестировать ветхие врата асура. Наверное, они в порядке."
Test the effects of the Recollector on demons around Jade Pools.,Испытайте действие Recollector на демонах вокруг Jade Pools.
Test the power of the new Dragonsblood weapons against the Branded.,Испытайте силу нового оружия из Драконьей крови против Клейменых.
Test throws,Тестовых бросков
Test throws:,Пробные броски:
"Testimony[pl:""Testimonies""] of Castoran Heroics",Свидетельство героизма Castoran
"Testimony[pl:""Testimonies""] of Desert Heroics",Свидетельство героизма Пустыни
"Testimony[pl:""Testimonies""] of Jade Heroics",Свидетельство героизма Jade
Thank You,Спасибо
"Thank the Pale Tree. I felt such a terrible fear, to see my kin in the thrall of that monster. But my belief in you was never misplaced. Thank you for carrying our fight against the dragon to the finish.","Благодарю Бледное Дерево. Я чувствовал такой ужас, видя свой народ под властью этого монстра. Но моя вера в тебя никогда не была напрасной. Спасибо, что довел нашу борьбу против дракона до конца."
"Thank you for meeting me here, everyone. Joon?","Спасибо, что встретились со мной здесь, все. Joon?"
Thank you for protecting the queen when I couldn't.,"Спасибо, что защитили королеву, когда я не смог."
"Thank you for saving our lives and our livelihood. Good fortune, and may your raptor carry you far on your journey.","Спасибо, что спасли наши жизни и наше дело. Удачи, и пусть ваш раптор унесёт вас далеко в путешествии."
"Thank you for saving our lives and our livelihood. Good fortune, and may your raptor carry you far on your journey.

—Aksim","Спасибо, что спасли наши жизни и наше пропитание. Удачи, и пусть ваш раптор унесет вас далеко в вашем путешествии.

—Аксим"
Thank you for the information. You're a good Krytan.,Спасибо за информацию. Ты хороший крайтанец.
"Thank you for the offer, Taimi, but I'm inclined to agree with Rox.","Спасибо за предложение, Taimi, но я склоняюсь к мнению Rox."
"Thank you for your assistance. It's unfortunate that we had to...deal with Estelle, but she left us little choice.","Спасибо за помощь. Жаль, что нам пришлось... разобраться с Estelle, но она не оставила нам выбора."
"Thank you for your continued assistance, my friend.","Спасибо за вашу постоянную помощь, мой друг."
"Thank you for your help at the farm! We thought you might be able to make use of these gloves. They belonged to our grandmother, but they've been gathering dust lately, and it's a shame. I'd rather someone like you had them, someone who would appreciate them.","Спасибо за вашу помощь на ферме! Мы подумали, что вы могли бы воспользоваться этими перчатками. Они принадлежали нашей бабушке, но в последнее время они просто пылились, а это позор. Я бы предпочел, чтобы они достались кому-то вроде вас, тому, кто оценит их по достоинству."
"Thank you for your input, Commander.","Благодарю за ваше мнение, Коммандир."
"Thank you for your input, Commander. I tend to agree.","Благодарю за ваше мнение, Коммандир. Я склонен согласиться."
Thank you for your service. I'm sorry you got involved in my troubles.,"Спасибо за службу. Мне жаль, что ты оказался втянут в мои неприятности."
"Thank you, Chief Councilor. Commander.","Благодарю, Chief Councilor. Коммандир."
"Thank you, Commander. I needed evidence like this to support my stance. It appears this is an opportune time, then.","Спасибо, Коммандир. Мне нужны были доказательства, чтобы подкрепить свою позицию. Похоже, сейчас самый подходящий момент."
"Thank you, Kasmeer!","Спасибо, Kasmeer!"
"Thank you, Your Majesty. Stay safe.","Благодарю, Ваше Величество. Берегите себя."
"Thank you, from Tasa and Aksim",Спасибо от Тасы и Аксима
"Thank you,Debbie","Спасибо,Debbie"
Thank you. Is there something else?,Спасибо. Есть что-то ещё?
Thank you. Please excuse me.,Спасибо. Прошу меня извинить.
"Thankfully, Dagda snarled Isgarren down. Her friend had returned, and she wasn't going to let the room come to blows.","К счастью, Dagda рыком заставила Isgarren успокоиться. Её друг вернулся, и она не собиралась позволить делу дойти до драки."
"Thankfully, by helping quell these threats we were able to gather more intel on Scarlet's portal technology and help Vorpp secure us a route into the Pavilion to rescue our friends and allies.","К счастью, помогая устранить эти угрозы, мы смогли собрать больше данных о технологии порталов Scarlet и помочь Vorpp обеспечить нам путь в Pavilion, чтобы спасти наших друзей и союзников."
"Thankfully, my work opening and sealing rifts has helped Zizel track Mabon. By exposing the corrupted energies by taking down Kryptis, Zizel was able to latch on to Mabon's trail. When she told me he'd been found, I could hear in Zojja's voice that things weren't looking good. I'm headed straight to the Bastion of Strength to meet with the rest of the group—and rescue our friend.","К счастью, моя работа по открытию и запечатыванию разломов помогла Zizel выследить Mabon. Обнаружив искаженные энергии путем уничтожения Kryptis, Zizel смогла уцепиться за след Mabon. Когда она сказала мне, что его нашли, я услышал в голосе Zojja, что дела идут неважно. Я направляюсь прямо в Bastion of Strength, чтобы встретиться с остальными членами группы — и спасти нашего друга."
"Thankfully, no, but I have been rather busy chatting with Minister Merula.","К счастью, нет, но я был довольно занят беседой с Minister Merula."
"Thankfully, though, Zojja and the others were able to pinpoint Dagda's location on one of these fractals—an abandoned observatory fixed inside of one of the floating islands. Frode and Uenno guarded the entrance while Zojja and I ventured inside. A small group, so as to not overwhelm Dagda under the worst of circumstances. Before we reached the wizard, Ceri, one of Dagda's apprentices, ambushed us inside of the cave. She was...gone. The entirety of her being possessed by a Kryptis. With no hope of quelling the beast inside her, death was Ceri's mercy. Zojja took a moment to mourn before we pushed forward, clearly affected by the loss of ""found family,"" as she called it. She has an entire life here: new friends, a mentor. I'm the stranger looking in.","К счастью, Zojja и остальные смогли точно определить местонахождение Dagda на одном из этих фракталов — заброшенная обсерватория, закрепленная внутри одного из парящих островов. Frode и Uenno охраняли вход, пока Zojja и я пробирались внутрь. Небольшая группа, чтобы не подавить Dagda в худших обстоятельствах. Прежде чем мы добрались до волшебника, Ceri, одна из учениц Dagda, устроила нам засаду внутри пещеры. Она... исчезла. Все её существо было одержимо Kryptis. Без надежды усмирить зверя внутри неё, смерть стала милосердием для Ceri. Zojja на мгновение погрузилась в скорбь, прежде чем мы двинулись дальше, явно затронутая потерей «обретенной семьи», как она это назвала. У неё здесь целая жизнь: новые друзья, наставник. Я — чужак, наблюдающий со стороны."
Thanks for letting me know.,"Спасибо, что сообщил мне."
"Thanks for the reminder, Crecia.","Спасибо за напоминание, Crecia."
"Thanks for your help on this, Commander. I owe you. With that criminal in Lionguard custody, Theo's family get the justice they deserve.","Спасибо за помощь, Коммандир. Я в долгу перед тобой. Теперь, когда преступник под стражей Львиной гвардии, семья Theo получит заслуженное правосудие."
Thanks in advance. I look forward to your arrival.,Заранее благодарю. С нетерпением жду вашего прибытия.
"Thanks to your help, the Order of Whispers is now in possession of solid intel on the Molten Alliance. This intelligence has been safely relayed to Vigil forces in the field, and we're working on a plan of attack; I expect you will be receiving an offer to join us soon.","Благодаря вашей помощи Order of Whispers теперь располагает достоверными разведданными о Molten Alliance. Эта информация была безопасно передана силам Vigil в полевых условиях, и мы работаем над планом атаки; ожидаю, что скоро вы получите предложение присоединиться к нам."
Thanks. I know I shouldn't get involved...the Lionguard are handling it...but I can't just stand around and do nothing. Councillor Ashford was a friend. He had a family.,"Спасибо. Знаю, мне не стоит вмешиваться... Львиная стража уже занимается этим... но я не могу просто стоять в стороне. Советник Ashford был моим другом. У него была семья."
"Thanks. I needed to hear that. I'd die for you. You know that, right?",Спасибо. Мне нужно было это услышать. Я бы умерла за тебя. Ты же знаешь?
Thanks. I'll go talk to him.,Спасибо. Пойду поговорю с ним.
Thanks. Svanir just started pouring out of the forest. Had Garm go call for help.,Спасибо. Svanir просто повалили из леса. Я отправил Garm звать на помощь.
Thanks. We could have used that fact earlier.,Спасибо. Этот факт пригодился бы нам раньше.
Thanks... Have you heard from Taimi?,Спасибо... Ты что-нибудь слышал от Taimi?
"That being said, if any good came of Mabon's surprise appearance, it was to provide us some much-needed direction. We've decided our next best move is to try and retrace Mabon's steps. In following his path, we hope to gain some insight into what we might be overlooking. It may be a bit unconventional as far as leads go, but if Mabon left such memories behind, it was certainly for a reason. As I took my leave, I was advised by the Alliance's Researcher Rin to direct my search south. And that's just what I plan to do.","Тем не менее, если от внезапного появления Mabon и была какая-то польза, так это то, что он дал нам столь необходимое направление. Мы решили, что наш следующий лучший шаг — попытаться проследить путь Mabon. Идя по его следам, мы надеемся понять, что могли упустить. Возможно, это не самый обычный способ поиска зацепок, но если Mabon оставил такие воспоминания, то определённо не просто так. Уходя, я получил совет от Researcher Rin из Альянса направить свои поиски на юг. Именно этим я и собираюсь заняться."
That bloodstone explosion seemed to trigger some sort of magical echo.,"Тот взрыв кровавого камня, похоже, вызвал некое магическое эхо."
"That commotion had us a bit spooked, Commander. Anything to report?","Этот переполох нас немного напугал, Коммандир. Есть что доложить?"
That crystal monster—he's HUNTING her!,Этот кристаллический монстр... он ОХОТИТСЯ на неё!
"That eases my mind. Take care, my friend.","Это успокаивает. Береги себя, друг мой."
"That final chamber turned out to be a crypt containing the tombs of a number of seers, each buried reverently with inscriptions memorializing their loss. Many were too worn to be legible, but one in particular indicated that they were ""lost in the rite of Divitium Nava"" and ""fallen on the doorstep of divinity,"" without specifying what that meant. There was also mention of something called ""Ancora,"" which seemed to be tied to this rite.","Этот последний зал оказался склепом, содержащим гробницы множества провидцев, каждая из которых была с почтением захоронена с надписями, увековечивающими их утрату. Многие были слишком стерты, чтобы их можно было прочитать, но одна, в частности, указывала, что они были «потеряны в обряде Divitium Nava» и «пали на пороге божественности», не уточняя, что это значит. Также упоминалось нечто под названием «Ancora», которое, по-видимому, было связано с этим обрядом."
That gap is too large. I can't get us across from here.,Этот разрыв слишком велик. Я не смогу переправить нас отсюда.
"That looks like one, but it's actually the Krytan Spiderwort. It'll bloom soon, and its petals give you the most luscious dyes.","Похоже на него, но на самом деле это крайтанский паучник. Скоро он зацветет, а из его лепестков получаются самые сочные красители."
"That magic... It wasn't a remnant of Owl. It WAS Owl. Jormag corrupted her, so she cut herself off from the Mists.","Эта магия... Это был не остаток Owl. Это БЫЛА Owl. Jormag осквернил её, поэтому она отрезала себя от Mists."
That may be complicated.,Это может быть непросто.
That means nothing.,Это ничего не значит.
That reminds me. Did Caithe ever mention a cave to you?,Это напомнило мне. Caithe когда-нибудь упоминала тебе пещеру?
That seems unlikely. You live just outside his front door!,Это кажется маловероятным. Вы живете прямо у его порога!
That sounds amazing. I'm sure it'll be effective. See you later.,"Звучит потрясающе. Уверен, это будет эффективно. Увидимся позже."
"That was her gift. It was she came to know what love is, and to love humans herself. She could hear our thoughts. No other dragon has ever exhibited this ability connect with us in that way.","Это был её дар. Именно так она узнала, что такое любовь, и полюбила людей сама. Она могла слышать наши мысли. Ни один другой дракон никогда не проявлял такой способности — связываться с нами таким образом."
That we know of.,Насколько нам известно.
That went smoothly enough.,Все прошло довольно гладко.
"That would be wonderful. Be safe, and I'll see you in the Grove.","Это было бы замечательно. Береги себя, увидимся в Grove."
That would be...interesting.,Это было бы... интересно.
That's a bold claim. See you around.,Смелое заявление. Ещё увидимся.
That's a clever trick.,Это ловкий трюк.
"That's a good reason to leave this fight to us. If it's true, and there is an egg, then you must find it before it falls into the wrong hands.","Это веская причина оставить эту битву нам. Если это правда, и яйцо существует, ты должен найти его, прежде чем оно попадет не в те руки."
That's a lie. You heard everything. <b>*</b>,Это ложь. Ты слышала всё. <b>*</b>
That's an exaggeration.,Это преувеличение.
That's an understatement. See you later.,Это ещё мягко сказано. Увидимся позже.
That's and understatement. See you later.,Это мягко сказано. Увидимся позже.
That's another witness who can help us prove the queen's innocence. Nicely done.,"Это ещё один свидетель, который поможет нам доказать невиновность королевы. Отличная работа."
"That's because they're using ancient magic from a similar origin, or at least that's my current theory, Pooh-bah.","Это потому, что они используют древнюю магию схожего происхождения, или, по крайней мере, такова моя текущая теория, пухляш."
That's beside the point.,Это не имеет значения.
"That's classified, civilian.","Это секретная информация, гражданский."
That's for me to know and you to find out.,"Это мне знать, а тебе — выяснять."
"That's generous, but I have nothing to say. I'm employed by Minister Arton. I won't shoot myself in the foot for a few coins.","Это щедро, но мне нечего сказать. Я работаю на Minister Arton. Я не буду стрелять себе в ногу ради нескольких монет."
That's good to hear. Is there something you need?,Приятно слышать. Вам что-то нужно?
"That's good to know. It's an honor to meet you, %str1%. I've heard the stories. It surprises me that someone as important as you takes the time for a cub like Taimi.","Приятно это слышать. Для меня честь познакомиться с тобой, %str1%. Я слышал эти истории. Меня удивляет, что кто-то настолько важный, как ты, находит время для такого детеныша, как Taimi."
"That's great. Carry on, lieutenant.","Это отлично. Продолжай, лейтенант."
"That's harsh. I wouldn't say that. More like I'm on loan to her from the prison. So long as I'm a good grunt, she'll keep me with her and I don't have to go back in the cell.","Жестко сказано. Я бы так не сказал. Скорее, я у неё в долгу, раз уж она вытащила меня из тюрьмы. Пока я буду хорошим мальчиком, она позволит мне остаться при ней, и мне не придётся возвращаться в камеру."
That's helpful. Thank you.,Это полезно. Спасибо.
"That's him, all right.","Это он, точно."
"That's it. The final piece of the puzzle. Now we have everything we need. We have the testimonies of Minister Arton, the servant's wife, the lying noble, the guards, and the countess herself.","Вот и всё. Последний кусочек пазла. Теперь у нас есть всё необходимое. У нас есть показания министра Arton, жены слуги, лживого дворянина, стражников и самой графини."
"That's just a bad rumor, a lie.","Это просто дурной слух, ложь."
That's more your area of expertise...,Это больше по твоей части...
That's no longer the case. His magic was...dampened. I don't know how.,Это уже не так. Его магия была... подавлена. Не знаю как.
That's not true. I have a great deal of faith in you when it comes to doing <Character race> things. But she's an asura. I wouldn't expect anyone except another asura to be able to connect with her.,"Это неправда. Я очень верю в тебя, когда дело касается <Character race> дел. Но она — асура. Я бы не ожидала, что кто-то, кроме другой асуры, сможет найти с ней общий язык."
That's not what I heard. <b>*</b>,Я слышал другое. <b>*</b>
"That's right, in the Consortium's proprietary Fractals of the Mists, you can relive pivotal moments in Tyria's history within Mists-based simulacrum environments*. Accompany up-and-coming heroes into the subterranean lair of the Molten Alliance, rescue their prisoners, and escape their dastardly overseers!","Всё верно, в фирменных Фракталах Туманов Консорциума вы можете заново пережить ключевые моменты истории Тирии внутри симуляций, основанных на Туманах*. Сопровождайте подающих надежды героев в подземное логово Пламенного Альянса, спасайте их пленников и бегите от их подлых надзирателей!"
That's right. Have any of you seen the Aspect Masters?,Верно. Кто-нибудь из вас видел Мастеров Аспектов?
"That's right. Name's %str1%, my lady.","Именно так. Меня зовут %str1%, миледи."
"That's stupid. No norn shouts his own name like that. I mean, would you shout, ""Kuh-Rox?""","Это глупо. Ни один норн не выкрикивает своё имя вот так. В смысле, ты бы стал кричать «Ку-Rox»?"
"That's the last of them, then. For now.",Это были последние. На какое-то время.
That's the very time you should have leaned on your friends!,Вот именно тогда тебе и следовало положиться на своих друзей!
That's what I'm trying to find out. Have you heard where he is?,"Это я и пытаюсь выяснить. Ты не слышала, где он?"
That's wonderful news! Another dragon ally. I feel like Kormir is already leading us to a resolution!,"Это чудесные новости! Ещё один союзник-дракон. Мне кажется, Kormir уже ведёт нас к решению!"
"That's wonderful news. I appreciate your support, Countess.","Это замечательные новости. Я ценю вашу поддержку, графиня."
That's...! That's the first scion—Aurene's brother. He's a good dragon?,Это же!.. Это первый отпрыск — брат Aurene. Он добрый дракон?
That's...a lot to process.,Это... слишком много для осмысления.
"That, or they intend to crack down on Zalambur. Everything those politicians do is two-faced.","Или они намерены прижать Zalambur. Все, что делают эти политики, двулично."
"That... That was an impressive show, Your Majesty.","Это... Это было впечатляющее зрелище, Ваше Величество."
That...was exhilarating. It's been so long since I've felt the thrill of the chase.,"Это... было волнующе. Прошло так много времени с тех пор, как я чувствовал азарт погони."
The Aether Escape,Эфирный побег
"The Aetherblades are back. I boarded one of their ships as Aurene and I split up to search for Gorrik. The fleet entered a portal into the Mists; where they're heading, I can't say. It seems the 'Blades have a bone to pick with me after our confrontation in the fractals. I briefly encountered Captain Mai Trin herself, but she fled when Aurene appeared. An Aetherblade lured me into an ambush, but I fought my way out. Wherever they're keeping Gorrik, I'll find him.***","Aetherblades вернулись. Я поднялся на борт одного из их кораблей, пока мы с Aurene разделились, чтобы искать Gorrik. Флот вошёл в портал в Mists; куда они направляются, сказать не могу. Похоже, у 'Blades есть счеты со мной после нашего столкновения во фракталах. Я мельком встретил саму Captain Mai Trin, но она сбежала, когда появилась Aurene. Один из Aetherblade заманил меня в засаду, но я пробился с боем. Где бы они ни держали Gorrik, я его найду."
The Aetherblades have been hiding inside a cave in Lion's Arch this entire time. The scoundrels... I could use some backup for a raid on their hideout. Consider yourself deputized. Head to the base of the waterfall at the Diverse Ledges as soon as you can. I'll meet you there.,"Эфирные клинки всё это время прятались в пещере в Lion's Arch. Мерзавцы... Мне не помешала бы помощь в рейде на их убежище. Считай, что ты назначен помощником. Как можно скорее направляйся к подножию водопада у Diverse Ledges. Встретимся там."
"The All Seer. I sense a malevolent corruption at Its heart, and it lashes out in pain and desperation. Prepare yourself.","Всевидящий. Я чувствую злобную порчу в самом его сердце, и он бьётся в агонии и отчаянии. Приготовься."
The Apothecary,Аптека
"The Arcane Council refused to attend the world summit without proof that Taimi's waypoint recalibration device would work. I agreed to help her acquire the components and resources necessary to complete the machine. After some scraps with elementals (who may have been attracted to the ley line's magical energy), I collected all the necessary items. Taimi got the device running and scanned the waypoint network, but was unable to immediately recalibrate the waypoints themselves since the network is so vast. She needs more time.","Магический совет отказался присутствовать на мировом саммите без доказательств того, что устройство для перекалибровки путевых точек Taimi будет работать. Я согласился помочь ей собрать компоненты и ресурсы, необходимые для завершения работы над машиной. После нескольких стычек с элементалями (которых, возможно, привлекла магическая энергия лей-линии), я собрал все необходимые предметы. Taimi запустила устройство и просканировала сеть путевых точек, но не смогла сразу перекалибровать сами точки, так как сеть слишком обширна. Ей нужно больше времени."
The Archdesigner,Архидизайнер
The Artist's Workshop,Мастерская художника
The Ascension Glider,Планер «Вознесение»
"The Ash Legion has trained you to apply stealth to your mount, allowing you to avoid combat.","Легион Пепла обучил вас накладывать невидимость на вашего ездового питомца, позволяя избегать боя."
The Aspect Masters were last seen heading out of the southwest gate from Camp Resolve.,Мастера Аспектов в последний раз видели уходящими через юго-западные ворота из Лагеря Резолв.
"The Astral Ward is her home now; I know this. Neglect didn't drive her to them, but a search for a new beginning. She needed to find a new path with new people who didn't just see her for her past accolades or Destiny's Edge. People who could see her for who she is and what she offered. Mabon saw the spark in her, but his death threatened to extinguish it.","Астральная стража теперь её дом; я знаю это. Не пренебрежение привело её к ним, а поиск нового начала. Ей нужно было найти новый путь с новыми людьми, которые видели в ней не только прошлые заслуги или членство в Destiny's Edge. Людьми, которые могли видеть её такой, какая она есть, и ценить то, что она может предложить. Mabon видел в ней искру, но его смерть грозила погасить её."
The Bad Apple,Паршивая овца
The Battle For Lion's Arch (Public),Битва за Львиную Арку (публичная)
The Battle for Cragstead,Битва за Крэгстед
The Battle for Cragstead—Knut Whitebear's Loft,Битва за Крэгстед — Чердак Кнута Белого Медведя
The Battle for Lion's Arch,Битва за Львиную твердыню
The Battle for Lion's Arch (Private Squad),Битва за Львиную Арку (частный отряд)
The Battle of Claw Island,Битва за Остров Когтя
The Battle of Fort Trinity,Битва за Форт Тринити
The Bitter Cold,Лютый холод
The Blade sent reinforcements! Kill them!,Клинок прислал подкрепление! Убейте их!
The Blazing Light,Пылающий свет
The Bloodstone Maw holds many dangers. Train the Counter Magic Mastery to equip yourself with the skills needed to survive.,"Bloodstone Maw таит в себе множество опасностей. Развивай мастерство Counter Magic, чтобы получить навыки, необходимые для выживания."
The Blossom of Youth,Цветок юности
"The Brotherhood's not sitting this out, but once things return to normal, don't assume we're all copacetic. What do you need?","Brotherhood не остается в стороне, но как только все вернется на круги своя, не думай, что мы все теперь друзья. Что тебе нужно?"
The Cathedral of Silence,Собор Тишины
The Championship Fight,Чемпионский бой
The Charge,Натиск
The Chief Councilor has the right idea. We should be grateful the Mordant Crescent are even considering helping us!,"У Главного советника верная мысль. Мы должны быть благодарны, что Mordant Crescent вообще рассматривают возможность помочь нам!"
The Chilly Chaise,Холодный шезлонг
The Closing Ceremony,Церемония закрытия
"The College of Dynamics produces gizmo-makers extraordinaire. Energy, enthusiasm, and boldness are our best qualities. We believe in leveraging the expendable nature of all things. If a prototype explodes, it isn't a failure unless the lesson goes unlearned.","Коллегия Динамики выпускает выдающихся создателей гаджетов. Энергия, энтузиазм и смелость — наши лучшие качества. Мы верим в использование расходной природы всех вещей. Если прототип взрывается, это не провал, если только мы не извлекли из этого урок."
The Command Core,Командное ядро
The Commander,Коммандир
The Concordia Incident,Инцидент в Конкордии
"The Court of Queen Jennah, Regal of Kryta","Двор королевы Дженны, правительницы Крайта"
The Crown Pavilion,Коронный павильон
The Crystal Blooms,Кристальные цветы
The Crystal Dragon,Кристальный дракон
