english,translate
Tempest Staff Skin,Tempest Staff Skin
Tempest Sword Skin,Tempest Sword Skin
Tempest Torch Skin,Tempest Torch Skin
Tempest Warhorn Skin,Tempest Warhorn Skin
Tempest Weapon Box,Tempest Weapon Box
Tempest's Auric Sharpening Stone,Tempest's Auric Sharpening Stone
Tempest's Inscription,Tempest's Inscription
Tempest's Loop,Tempest's Loop
Tempest's Warhorn,Tempest's Warhorn
Temple Gate,Temple Gate
Temporary Selfless Potion,Temporary Selfless Potion
Ten Racing Medallions,Ten Racing Medallions
Tenacious Creatures Mount Adoption License,Tenacious Creatures Mount Adoption License
Tenacious Creatures Mount Adoption Select License,Tenacious Creatures Mount Adoption Select License
Tender and lean.,Нежное и постное.
Tender and lean. Bright Shore will enjoy it.,Нежное и постное. Bright Shore понравится.
Tendril of Terror,Tendril of Terror
Tendril Torchers: Bronze,Tendril Torchers: Bronze
Tenebrous Axe,Tenebrous Axe
Tenebrous Crystal,Tenebrous Crystal
Tenebrous Dagger,Tenebrous Dagger
Tenebrous Focus,Tenebrous Focus
Tenebrous Greatsword,Tenebrous Greatsword
Tenebrous Hammer,Tenebrous Hammer
Tenebrous Longbow,Tenebrous Longbow
Tenebrous Mace,Tenebrous Mace
Tenebrous Pistol,Tenebrous Pistol
Tenebrous Rifle,Tenebrous Rifle
Tenebrous Scepter,Tenebrous Scepter
Tenebrous Shield,Tenebrous Shield
Tenebrous Short Bow,Tenebrous Short Bow
Tenebrous Staff,Tenebrous Staff
Tenebrous Sword,Tenebrous Sword
Tenebrous Torch,Tenebrous Torch
Tenebrous Warhorn,Tenebrous Warhorn
Tengu Cultural Relic,Tengu Cultural Relic
Tengu Echo Blade,Tengu Echo Blade
Tengu Feather Charm,Tengu Feather Charm
Tengu Supply Box,Tengu Supply Box
Tengu Support Mark,Tengu Support Mark
Tengu Supporter: Tier 1,Tengu Supporter: Tier 1
Tengu Supporter: Tier 2,Tengu Supporter: Tier 2
Tengu Supporter: Tier 3,Tengu Supporter: Tier 3
Tengu Supporter: Tier 4,Tengu Supporter: Tier 4
Tengu Supporter: Tier 5,Tengu Supporter: Tier 5
Tenth Birthday Gift,Tenth Birthday Gift
Tequatl Rising Mini Pack,Tequatl Rising Mini Pack
Tequatl Tail Piece,Tequatl Tail Piece
Tequatl Tailbone,Tequatl Tailbone
Tequatl's Bone Meal,Tequatl's Bone Meal
Tequatl's Eye,Tequatl's Eye
Tequatl's Hoard,Tequatl's Hoard
Terebinth Flower,Terebinth Flower
Terebinth Leaf,Terebinth Leaf
Terebinth Loop,Terebinth Loop
Terebinth Protector,Terebinth Protector
Terebinth Staff,Terebinth Staff
Terebinth's Calm,Terebinth's Calm
Termite Larva,Termite Larva
Termite Shovel,Termite Shovel
Terracotta Antique Trident,Terracotta Antique Trident
Terracotta Dye,Terracotta Dye
Terranexic Labs Medal,Terranexic Labs Medal
Terror Toppler's Treasure,Terror Toppler's Treasure
Test Associate's Staff Mark I,Test Associate's Staff Mark I
Test Associate's Staff Mark II,Test Associate's Staff Mark II
Test Subject Captivity,Test Subject Captivity
Testimony of Castoran Heroics,Testimony of Castoran Heroics
Testimony of Desert Heroics,Testimony of Desert Heroics
Testimony of Heroics,Testimony of Heroics
Testimony of Jade Heroics,Testimony of Jade Heroics
Tether yourself to enemies when you immobilize them. Deal damage to enemies that are still in range of the tether when it expires. <c=@reminder>Each enemy can only be tethered once per interval.</c>,"Привяжитесь к врагам, когда обездвиживаете их. Наносите урон врагам, всё ещё находящимся в радиусе действия привязки, когда она истекает. <c=@reminder>Каждый враг может быть привязан только один раз за интервал.</c>"
Thackeray Family Crest,Thackeray Family Crest
Thackeray Family Replica Ring,Thackeray Family Replica Ring
Thackeray's Armor Recipe Book,Thackeray's Armor Recipe Book
Thackeray's Barbute,Thackeray's Barbute
Thackeray's Boots,Thackeray's Boots
Thackeray's Breastplate,Thackeray's Breastplate
Thackeray's Bugle,Thackeray's Bugle
Thackeray's Bulwark,Thackeray's Bulwark
Thackeray's Cleaver,Thackeray's Cleaver
Thackeray's Cloth Breather,Thackeray's Cloth Breather
Thackeray's Crescent,Thackeray's Crescent
Thackeray's Crusader,Thackeray's Crusader
Thackeray's Crusher,Thackeray's Crusher
Thackeray's Cuirass,Thackeray's Cuirass
Thackeray's Doublet,Thackeray's Doublet
Thackeray's Epaulets,Thackeray's Epaulets
Thackeray's Flame,Thackeray's Flame
Thackeray's Focus,Thackeray's Focus
Thackeray's Footwear,Thackeray's Footwear
Thackeray's Gauntlets,Thackeray's Gauntlets
Thackeray's Gavel,Thackeray's Gavel
Thackeray's Gladius,Thackeray's Gladius
Thackeray's Gloves,Thackeray's Gloves
Thackeray's Greatbow,Thackeray's Greatbow
Thackeray's Greaves,Thackeray's Greaves
Thackeray's Handcannon,Thackeray's Handcannon
Thackeray's Harpoon Gun,Thackeray's Harpoon Gun
Thackeray's Leather Breather,Thackeray's Leather Breather
Thackeray's Leggings,Thackeray's Leggings
Thackeray's Masque,Thackeray's Masque
Thackeray's Metal Breather,Thackeray's Metal Breather
Thackeray's Pants,Thackeray's Pants
Thackeray's Pauldrons,Thackeray's Pauldrons
Thackeray's Pillar,Thackeray's Pillar
Thackeray's Rifle,Thackeray's Rifle
Thackeray's Rod,Thackeray's Rod
Thackeray's Seraph Inscription,Thackeray's Seraph Inscription
Thackeray's Seraph Insignia,Thackeray's Seraph Insignia
Thackeray's Shoulderguard,Thackeray's Shoulderguard
Thackeray's Skewer,Thackeray's Skewer
Thackeray's Slicer,Thackeray's Slicer
Thackeray's Spire,Thackeray's Spire
Thackeray's Tassets,Thackeray's Tassets
Thackeray's Vambraces,Thackeray's Vambraces
Thackeray's Visage,Thackeray's Visage
Thackeray's Weapon Recipe Book,Thackeray's Weapon Recipe Book
"Thag, Cycle of Tears of Severance","Thag, Cycle of Tears of Severance"
That seems to be everything. Better bring them all back to Isgarren.,"Кажется, это всё. Лучше отнести их всех Исгаррену."
Thaumacore Overcharged Quartz,Thaumacore Overcharged Quartz
Thaumanova Anomaly Spark,Thaumanova Anomaly Spark
Thaumanova Containment,Thaumanova Containment
Thaumanova Flames Siphon,Thaumanova Flames Siphon
Thaumanova Fractal Field Research Paper,Thaumanova Fractal Field Research Paper
Thaumanova Reactor Timed Mote,Thaumanova Reactor Timed Mote
Thaumanova Research Notes,Thaumanova Research Notes
The accumulation of knowledge from completing Dessa's Daily Recommended Fractals. Her observers inside the fractals would be interested in your findings.,Накопление знаний за выполнение ежедневных рекомендуемых фракталов Дессы. Её наблюдатели внутри фракталов заинтересуются вашими находками.
The alchemist Gukumatz says this potion has strong dissolving capabilities. Researcher Levvi in Lion's Arch will be keenly interested in this.,"Алхимик Гукумац говорит, что это зелье обладает сильными растворяющими свойствами. Исследовательница Левви в Lion's Arch будет крайне заинтересована в нём."
The Ambush,The Ambush
The Anguish That Festers,The Anguish That Festers
The Anomaly,The Anomaly
The Anthem of Adventure,The Anthem of Adventure
The Anthem of Celebration,The Anthem of Celebration
The Anthem of Determination,The Anthem of Determination
The Anthem of Doom,The Anthem of Doom
The Anthem of Dread,The Anthem of Dread
The Anthem of Dreams,The Anthem of Dreams
The Anthem of Grandeur,The Anthem of Grandeur
The Anthem of Homecoming,The Anthem of Homecoming
The Anthem of Honor,The Anthem of Honor
The Anthem of Jubilance,The Anthem of Jubilance
The Anthem of Soldiers,The Anthem of Soldiers
The Anthem of Superior Adventures,The Anthem of Superior Adventures
The Anthem of the Fallen,The Anthem of the Fallen
The Anthem of Triumph,The Anthem of Triumph
The Anthem of Victory,The Anthem of Victory
The Anthem of Whimsy,The Anthem of Whimsy
The Apparatus,The Apparatus
The aroma of sea breezes and simpler times wafts from the bottle. Use its contents to transform into...something.,"Аромат морских бризов и более простых времён исходит из бутылки. Используйте её содержимое, чтобы превратиться во...что-то."
The aroma of sea breezes and simpler times wafts from the bottle. Use its self-replenishing contents to transform into...something.,"Аромат морских бризов и более простых времён исходит из бутылки. Используйте её самовосполняющееся содержимое, чтобы превратиться во...что-то."
The Art of Forging: Nightsword Blade Edition,The Art of Forging: Nightsword Blade Edition
The Ascension,The Ascension
The Axe of Destiny,The Axe of Destiny
The backpack of a journeyman member of the Durmand Priory.,Рюкзак подмастерья Durmand Priory.
The backpack of a journeyman member of the Order of Whispers.,Рюкзак подмастерья Order of Whispers.
The backpack of a journeyman member of the Vigil.,Рюкзак подмастерья Дозора.
The badge of a fallen Seraph soldier—Sergeant Rane is collecting these.,Знак павшего солдата Серафимов — сержант Рейн собирает их.
The badge of a fallen Seraph. Officers at Seraph's Landing or leading the assault against the centaur will want to know of this soldier's passing.,Знак павшего серафима. Офицеры на Причале Серафимов или возглавляющие штурм против кентавров захотят узнать о гибели этого солдата.
The Bard,The Bard
The Bard Experiment,The Bard Experiment
The Battle of Sorrow's Furnace,The Battle of Sorrow's Furnace
The Beetlestone Diamond,The Beetlestone Diamond
The Bifrost,The Bifrost
The Bifrost Vol. 1,The Bifrost Vol. 1
The Bifrost Vol. 2,The Bifrost Vol. 2
The Bifrost Vol. 3,The Bifrost Vol. 3
The Binding of Ipos,The Binding of Ipos
The Black Citadel is the best place to learn an explosive new idea.,"Black Citadel — лучшее место, чтобы узнать взрывную новую идею."
The Black Lion Trading Company must have had some extra stock left over from last year.,"У Чёрной Львиной Торговой Компании, должно быть, остались лишние запасы с прошлого года."
The Bloodthirst That Lingers,The Bloodthirst That Lingers
The Briny Deep,The Briny Deep
The byproduct of a world-shaking clash.,Побочный продукт сотрясающего мир столкновения.
The Castellan's Quality,The Castellan's Quality
The Chosen,The Chosen
The Chosen Experiment,The Chosen Experiment
"The claw of a smokescale, found throughout the Heart of Maguuma.","Коготь дымной чешуйницы, встречающийся по всему Heart of Maguuma."
"The claw of a tiger, found throughout the Heart of Maguuma.","Коготь тигра, встречающийся по всему Heart of Maguuma."
The cog sparkles and looks brand-new. This should be good enough to present to the skritt king in Skrittsburgh.,"Шестерёнка сверкает и выглядит как новенькая. Этого должно быть достаточно, чтобы преподнести её королю скриттов в Скриттсбурге."
The color of the matrix populator crystal indicates that the key is devoid of power.,Цвет кристалла матричного заполнителя указывает на отсутствие силы в ключе.
The Colossus,The Colossus
The Colossus Experiment,The Colossus Experiment
The Complete Wintersday Rituals for Honoring the Recently Vanquished,Полные ритуалы Зимнего дня для почитания недавно поверженных
The Convoy,The Convoy
The core of a giant ice elemental from the Mists.,Ядро гигантского ледяного элементаля из Бездны.
The core of a volcano-dwelling earth elemental. Ambr's lab wants these for their golem experiments. It looks like three cores will power an inactive golem.,"Ядро элементаля земли, обитающего в вулкане. Лаборатория Амбра нуждается в них для экспериментов с големами. Похоже, три ядра могут зарядить неактивного голема."
The corrupting heart of an elder imp of shadow.,Развращающее сердце древнего беса тени.
The Crossing,The Crossing
The crystal glimmers with malice. Use to temporarily transform into a crystalline form.,"Кристалл сверкает злобой. Используйте, чтобы временно превратиться в кристаллическую форму."
The crystallized tears of Ascalonians caught in the Foefire.,"Кристаллизованные слёзы аскалонцев, пойманных в Огненную Погибель."
The Cure,The Cure
The dangers of overeating.,Опасности переедания.
The Deep Dye,The Deep Dye
The Desolation: Commander's Choice Chest,The Desolation: Commander's Choice Chest
The Desolation: Hero's Choice Chest,The Desolation: Hero's Choice Chest
The Device,The Device
The Diary of Palawa Ignacious Joko,The Diary of Palawa Ignacious Joko
The Disappearance of Zunraa,The Disappearance of Zunraa
The Dreamer,The Dreamer
The Dreamer Vol. 1,The Dreamer Vol. 1
The Dreamer Vol. 2,The Dreamer Vol. 2
The Dreamer Vol. 3,The Dreamer Vol. 3
The dried roots wound around this sturdy stick's end are ready to be soaked in fuel.,"Высушенные корни, обмотанные вокруг конца этой прочной палки, готовы к пропитке топливом."
The Ebonlocke Covenant,The Ebonlocke Covenant
The egg of a grub. The Tarstar tribe is known to eat this particular delicacy.,"Яйцо личинки. Племя Тарстар известно тем, что употребляет это особое лакомство."
The End?,The End?
The Energizer,The Energizer
The Energizer Experiment,The Energizer Experiment
The Evon Gnashblade Lucky Envelope,The Evon Gnashblade Lucky Envelope
The Evon Gnashblade Trick-or-Treat Bag,The Evon Gnashblade Trick-or-Treat Bag
The Evon Gnashblade Wintersday Gift,The Evon Gnashblade Wintersday Gift
"The eye opens to a new world with each blink, a mystery long hidden among the clouds. But a darkness is slowly blotting out the light... Push it back by fighting the beast.","Глаз открывается в новый мир с каждым морганием, тайна, долго скрытая среди облаков. Но тьма медленно затмевает свет... Отбросьте её назад, сражаясь с чудовищем."
The Eyes of Abaddon,The Eyes of Abaddon
The Fate of Menzies,The Fate of Menzies
The Ferryman's Skiff Skin,The Ferryman's Skiff Skin
The Five True Gods,The Five True Gods
The Flameseeker Prophecies,The Flameseeker Prophecies
The Flameseeker Prophecies Vol. 1,The Flameseeker Prophecies Vol. 1
The Flameseeker Prophecies Vol. 2,The Flameseeker Prophecies Vol. 2
The Flameseeker Prophecies Vol. 3,The Flameseeker Prophecies Vol. 3
The Floor Is Lava?: Bronze,The Floor Is Lava?: Bronze
The fountains in the castle's courtyard grant stealth to allies.,Фонтаны во внутреннем дворе замка даруют невидимость союзникам.
The Fury That Remains,The Fury That Remains
The Garrison,The Garrison
The Golden Lotus,The Golden Lotus
The Grace of Melandru,The Grace of Melandru
"The Great Joko, Hero of Tyria","The Great Joko, Hero of Tyria"
The Grogshadow Star Fragment,The Grogshadow Star Fragment
The Grove is bound to have areas that are great to take a load off.,"В Роще наверняка есть места, где можно отдохнуть."
The Grove Portal Scroll,The Grove Portal Scroll
The Haivoissen Star Fragment,The Haivoissen Star Fragment
The Hatching,The Hatching
The Heart of Mellaggan,The Heart of Mellaggan
The Heart of the Priory,The Heart of the Priory
The Hessdallen Star Fragment,The Hessdallen Star Fragment
The Historical Society is attempting to preserve these items by relocating them to a safer location. The steward would be most interested to see this one.,"Историческое общество пытается сохранить эти предметы, переместив их в более безопасное место. Управляющий был бы очень заинтересован увидеть этот."
The HMS Divinity,The HMS Divinity
The horn of a mighty minotaur. This will make a worthy trophy.,Рог могучего минотавра. Это будет достойный трофей.
The Human Gods,The Human Gods
The Hunger That Renews,The Hunger That Renews
The Hunt,The Hunt
The Hunter Experiment,The Hunter Experiment
The hylek have been known to concoct powerful explosives by processing remains of luminescent insects.,"Известно, что хилеки создают мощные взрывчатки, перерабатывая останки светящихся насекомых."
The hylek use this plant for reducing toxicity in their bodies. A hylek village should be nearby where someone can make use of this.,"Хилеки используют это растение, чтобы снижать токсичность в своих телах. Где-то рядом должна быть деревня хилеков, где ему найдут применение."
The Inquest,The Inquest
The Inquest's magical runoff has caused these bubbles to become very resilient.,«Магический сток Инквеста сделал эти пузыри очень устойчивыми».
The inscription claims this can harmlessly dissuade any domesticated cat from loitering in your residence. Purchase price includes immediate installation in your home.,"Здесь написано, что это безвредно отвадит любую домашнюю кошку от вашего жилища. Цена покупки включает немедленную установку в вашем доме."
The inscription claims this can harmlessly entertain any domesticated cat. Purchase price includes immediate delivery to your home.,"Здесь написано, что это безвредно развлекает любую домашнюю кошку. Цена покупки включает немедленную доставку на дом."
The inscription claims this can harmlessly shoo any domesticated cat off of furniture. Purchase price includes immediate delivery to your home.,"Здесь написано, что это безвредно прогоняет любую домашнюю кошку с мебели. Цена покупки включает немедленную доставку на дом."
The inscription claims this simulated feline perfectly recreates all cat interactions. Purchase price includes immediate installation in your home.,"Здесь написано, что эта искусственная кошка идеально воспроизводит все кошачьи повадки. Цена покупки включает немедленную установку в вашем доме."
The jade of this statuette is unnaturally warm.,Нефрит этой статуэтки неестественно тёплый.
The jade of this statuette is unnaturally wet.,Нефрит этой статуэтки неестественно влажный.
The Jotun Star,The Jotun Star
The Juggernaut,The Juggernaut
The Juggernaut Vol. 1,The Juggernaut Vol. 1
The Juggernaut Vol. 2,The Juggernaut Vol. 2
The Juggernaut Vol. 3,The Juggernaut Vol. 3
The karka sticker is actually kinda cute.,Наклейка с каркой на самом деле довольно милая.
The Kresdor Star Fragment,The Kresdor Star Fragment
The leaves of the plant are fertile and full of nutrients. The hylek use this to feed their young. Cook Huelic will surely want these.,Листья растения плодородны и полны питательных веществ. Хилеки используют их для кормления своих детёнышей. Повар Хьюэлик обязательно захочет их.
The Legacy,The Legacy
The Legacy Page 01,The Legacy Page 01
The Legacy Page 02,The Legacy Page 02
The Legacy Page 03,The Legacy Page 03
The Legacy Page 04,The Legacy Page 04
The Legacy Page 05,The Legacy Page 05
The Legacy Page 06,The Legacy Page 06
The Legacy Page 07,The Legacy Page 07
The Legend,The Legend
The Legend Experiment,The Legend Experiment
The Ley-Line Run: Bronze,The Ley-Line Run: Bronze
The longtime shield of Argon is now twisted by dragon magic.,Многолетний щит Аргона теперь искажён драконьей магией.
The Lost Art of Armor Crafting,The Lost Art of Armor Crafting
The Lover,The Lover
The Lover Experiment,The Lover Experiment
The Lunatic Court,The Lunatic Court
The Mad Moon,The Mad Moon
The Maelstrom,The Maelstrom
The Magic Sand Lion,The Magic Sand Lion
The mark of a hero's travels. Trade this to an ancient armorsmith in any capital city for special rewards. Double-click to view locations.,"Знак странствий героя. Обменяйте его у древнего изготовителя доспехов в любой столице на особые награды. Дважды щёлкните, чтобы увидеть местоположения."
The Master of Peace's Bequest,The Master of Peace's Bequest
The Master's Special Serum,The Master's Special Serum
The Mechanism,The Mechanism
The Minstrel,The Minstrel
The Minstrel Vol. 1,The Minstrel Vol. 1
The Minstrel Vol. 2,The Minstrel Vol. 2
The Minstrel Vol. 3,The Minstrel Vol. 3
The Minstrel's Song,The Minstrel's Song
The Minstrel's Song is performed by playing the following notes on most musical instruments: (Middle) 1 2 3 4 3 2 1 1 2 (Lower) 7 7 8 5,The Minstrel's Song исполняется следующими нотами на большинстве музыкальных инструментов: (Средние) 1 2 3 4 3 2 1 1 2 (Нижние) 7 7 8 5
"The mirror looks at himself and sees benevolence, but under that veil is something more modest. Insecure. The world around him swirls awake, but his has remained stagnant.","Зеркало смотрит на себя и видит доброжелательность, но под этой вуалью скрывается нечто более скромное. Неуверенное. Мир вокруг него кружится, пробуждаясь, но его собственный остался застывшим."
The Moot,The Moot
The Moot Vol. 1,The Moot Vol. 1
The Moot Vol. 2,The Moot Vol. 2
The Moot Vol. 3,The Moot Vol. 3
The most comfortable straps available.,Самые удобные ремни из доступных.
"The most noble of the mini raptors, the Ice Raptors are rivaled only by their cousins, the Fire Raptors.","Самые благородные из мини-рапторов, Ледяные Рапторы, уступают лишь своим кузенам, Огненным Рапторам."
The Movement of the World,The Movement of the World
The Music of Hoelbrak,The Music of Hoelbrak
The Music of Rata Sum,The Music of Rata Sum
The Music of Super Adventure Box,The Music of Super Adventure Box
The Music of the Barren Heights,The Music of the Barren Heights
The Music of the Golden Chambers,The Music of the Golden Chambers
The Music of the Grove,The Music of the Grove
The Nature of Air,The Nature of Air
The Nature of Blood,The Nature of Blood
The Nature of Death,The Nature of Death
The Nature of Earth,The Nature of Earth
The Nature of Fear,The Nature of Fear
The Nature of Fire,The Nature of Fire
The Nature of Growth,The Nature of Growth
The Nature of Ice,The Nature of Ice
The Nature of Life,The Nature of Life
The Nature of Spirit,The Nature of Spirit
The Nature of Water,The Nature of Water
The Norn: Legends and Legacies,The Norn: Legends and Legacies
"The official seal of Caudecus, Lord of Beetletun.","Официальная печать Кодекуса, лорда Битлтуна."
The oil-soaked roots wound around this stick's end could make an excellent torch.,"Пропитанные маслом корни, обмотанные вокруг конца этой палки, могут стать отличным факелом."
The Olmakhan,The Olmakhan
The Opulence of Vabbi,The Opulence of Vabbi
The oranges grew well this year.,В этом году апельсины уродились хорошо.
The Order of Whispers can use this key to hamper Inquest efforts in this area.,"Order of Whispers может использовать этот ключ, чтобы помешать усилиям Инквеста в этой области."
The Ox's Yoke: Bronze,The Ox's Yoke: Bronze
"The paper of this note has almost completely disintegrated from being underwater so long, but you are able to make out two numbers, 7 and 2. The numbers look like they were part of an addendum written by a second hand.","Бумага этой записки почти полностью истлела из-за долгого пребывания в воде, но вам удается различить две цифры: 7 и 2. Похоже, что эти цифры были частью примечания, написанного другим человеком."
The Passions of Faren,The Passions of Faren
"The perfect piece to upgrade the backpack chosen for completing ""Prisoners of the Dragon.""","Идеальная деталь для улучшения рюкзака, выбранного за завершение «Пленников дракона»."
The plushest of seats designed for the plushest of seats.,"Самые роскошные сиденья, предназначенные для самых роскошных сидений."
The power of the exploded reactor nexus has destroyed this key beyond repair.,Сила взорвавшегося реакторного узла разрушила этот ключ без возможности восстановления.
The Predator,The Predator
The Predator Vol. 1,The Predator Vol. 1
The Predator Vol. 2,The Predator Vol. 2
