english,translate
Recipe[s]: Gold Siege the Stronghold Trophy,[Рецепт|Рецепта|Рецептов]: золотой трофей «Осада крепости»
Recipe[s]: Gold Slothasor Trophy,[Рецепт|Рецепта|Рецептов]: золотой трофей Слотазора
Recipe[s]: Gold Statue of Grenth Trophy,[Рецепт|Рецепта|Рецептов]: золотой трофей Статуи Грента
Recipe[s]: Gold Tequatl Trophy,[Рецепт|Рецепта|Рецептов]: золотой трофей Текватла
Recipe[s]: Gold Triple Trouble Trophy,[Рецепт|Рецепта|Рецептов]: золотой трофей «Тройная угроза»
Recipe[s]: Gold Twin Largos Trophy,[Рецепт|Рецепта|Рецептов]: золотой трофей близнецов-ларгосов
Recipe[s]: Gold Ura Trophy,[Рецепт|Рецепта|Рецептов]: золотой трофей Уры
Recipe[s]: Gold Vale Guardian Trophy,[Рецепт|Рецепта|Рецептов]: золотой трофей Стража долины
Recipe[s]: Gold White Mantle Abomination Trophy,[Рецепт|Рецепта|Рецептов]: золотой трофей Мерзости White Mantle
Recipe[s]: Gold Xera Trophy,[Рецепт|Рецепта|Рецептов]: золотой трофей Ксеры
Recipe[s]: Golden Horse Statue,[Рецепт|Рецепта|Рецептов]: Золотая статуя коня
Recipe[s]: Golden Sink,[Рецепт|Рецепта|Рецептов]: Золотая раковина
Recipe[s]: Gorseval Tentacle,[Рецепт|Рецепта|Рецептов]: щупальце Горсеваля
Recipe[s]: Gossamer Stuffing,[Рецепт|Рецепта|Рецептов]: пуховая начинка
Recipe[s]: Grandmaster Armorsmith's Mark,[Рецепт|Рецепта|Рецептов]: Знак великого мастера-бронника
Recipe[s]: Grandmaster Artificer's Mark,[Рецепт|Рецепта|Рецептов]: Знак великого мастера-алхимика
Recipe[s]: Grandmaster Huntsman's Mark,[Рецепт|Рецепта|Рецептов]: Знак великого мастера-охотника
Recipe[s]: Grandmaster Leatherworker's Mark,[Рецепт|Рецепта|Рецептов]: Знак великого мастера-кожевника
Recipe[s]: Grandmaster Tailor's Mark,[Рецепт|Рецепта|Рецептов]: Знак великого мастера-портного
Recipe[s]: Grandmaster Weaponsmith's Mark,[Рецепт|Рецепта|Рецептов]: Знак великого мастера-оружейника
Recipe[s]: Grawl Snowman Potion,[Рецепт|Рецепта|Рецептов]: зелье снеговика-граула
Recipe[s]: Great Fullsword (Level 13),[Рецепт|Рецепта|Рецептов]: Большой фуллсворд (ур. 13)
Recipe[s]: Great Fullsword (Level 8),[Рецепт|Рецепта|Рецептов]: Большой фуллсворд (ур. 8)
Recipe[s]: Great Sledge (Level 20),[Рецепт|Рецепта|Рецептов]: Большой молот (ур. 20)
Recipe[s]: Greatsword,[Рецепт|Рецепта|Рецептов]: Двуручный меч
Recipe[s]: Green Chile Ice Cream,[Рецепт|Рецепта|Рецептов]: мороженое с зелёным чили
Recipe[s]: Greer's Token,[Рецепт|Рецепта|Рецептов]: жетон Грира
Recipe[s]: Griffon Egg Omelet,[Рецепт|Рецепта|Рецептов]: омлет из яйца грифона
Recipe[s]: Griffoncrack (Level 20),[Рецепт|Рецепта|Рецептов]: грифоний треск (20-й уровень)
Recipe[s]: Grizzlemouth's Artifact,[Рецепт|Рецепта|Рецептов]: артефакт Гризлмута
Recipe[s]: Grizzlemouth's Bastion,[Рецепт|Рецепта|Рецептов]: бастион Гризлмута
Recipe[s]: Grizzlemouth's Blade,[Рецепт|Рецепта|Рецептов]: клинок Гризлмута
Recipe[s]: Grizzlemouth's Brazier,[Рецепт|Рецепта|Рецептов]: жаровня Гризлмута
Recipe[s]: Grizzlemouth's Claymore,[Рецепт|Рецепта|Рецептов]: клеймор Гризлмута
Recipe[s]: Grizzlemouth's Flanged Mace,[Рецепт|Рецепта|Рецептов]: фланцевая булава Гризлмута
Recipe[s]: Grizzlemouth's Greatbow,[Рецепт|Рецепта|Рецептов]: большой лук Гризлмута
Recipe[s]: Grizzlemouth's Harpoon Gun,[Рецепт|Рецепта|Рецептов]: гарпунное ружьё Гризлмута
Recipe[s]: Grizzlemouth's Herald,[Рецепт|Рецепта|Рецептов]: глашатай Гризлмута
Recipe[s]: Grizzlemouth's Impaler,[Рецепт|Рецепта|Рецептов]: пронзатель Гризлмута
Recipe[s]: Grizzlemouth's Musket,[Рецепт|Рецепта|Рецептов]: мушкет Гризлмута
Recipe[s]: Grizzlemouth's Rabid Inscription,[Рецепт|Рецепта|Рецептов]: гравировка бешеного Гризлмута
Recipe[s]: Grizzlemouth's Razor,[Рецепт|Рецепта|Рецептов]: бритва Гризлмута
Recipe[s]: Grizzlemouth's Reaver,[Рецепт|Рецепта|Рецептов]: жнец Гризлмута
Recipe[s]: Grizzlemouth's Revolver,[Рецепт|Рецепта|Рецептов]: револьвер Гризлмута
Recipe[s]: Grizzlemouth's Short Bow,[Рецепт|Рецепта|Рецептов]: короткий лук Гризлмута
Recipe[s]: Grizzlemouth's Spire,[Рецепт|Рецепта|Рецептов]: шпиль Гризлмута
Recipe[s]: Grizzlemouth's Trident,[Рецепт|Рецепта|Рецептов]: трезубец Гризлмута
Recipe[s]: Grizzlemouth's Wand,[Рецепт|Рецепта|Рецептов]: жезл Гризлмута
Recipe[s]: Grizzlemouth's Warhammer,[Рецепт|Рецепта|Рецептов]: боевой молот Гризлмута
Recipe[s]: Groaning Gloves (Level 55),[Рецепт|Рецепта|Рецептов]: стонущие перчатки (уровень 55)
Recipe[s]: Grow Lamp,[Рецепт|Рецепта|Рецептов]: лампа роста
Recipe[s]: Guaranteed Blue-Green Dye Unlock,[Рецепт|Рецепта|Рецептов]: гарантированное открытие сине-зелёной краски
Recipe[s]: Guaranteed Purple-Gray Dye Unlock,[Рецепт|Рецепта|Рецептов]: гарантированное открытие фиолетово-серой краски
Recipe[s]: Guaranteed Red-Brown Dye Unlock,[Рецепт|Рецепта|Рецептов]: гарантированное открытие красного-коричневой краски
Recipe[s]: Guaranteed Yellow-Orange Dye Unlock,[Рецепт|Рецепта|Рецептов]: гарантированное открытие жёлто-оранжевой краски
Recipe[s]: Guild Insignia,[Рецепт|Рецепта|Рецептов]: гильдейская инсигния
Recipe[s]: Hammer,[Рецепт|Рецепта|Рецептов]: Молот
Recipe[s]: Handspar (Level 13),[Рецепт|Рецепта|Рецептов]: ручной прядильщик (ур. 13)
Recipe[s]: Handspar (Level 8),[Рецепт|Рецепта|Рецептов]: ручной прядильщик (ур. 8)
Recipe[s]: Hardened Boreal Barrel,[Рецепт|Рецепта|Рецептов]: закалённая бореальная бочка
Recipe[s]: Harrier's Monastery Gloves,[Рецепт|Рецепта|Рецептов]: монастырские перчатки Вестника
Recipe[s]: Harrier's Monastery Headband,[Рецепт|Рецепта|Рецептов]: монастырская повязка Вестника
Recipe[s]: Harrier's Monastery Leggings,[Рецепт|Рецепта|Рецептов]: монастырские поножи Вестника
Recipe[s]: Harrier's Monastery Shoes,[Рецепт|Рецепта|Рецептов]: монастырские туфли Вестника
Recipe[s]: Harrier's Monastery Shoulderpads,[Рецепт|Рецепта|Рецептов]: монастырские наплечники Вестника
Recipe[s]: Harrier's Monastery Vestments,[Рецепт|Рецепта|Рецептов]: монастырские одеяния Вестника
Recipe[s]: Hearty Intricate Cotton Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния крепкого из хлопка
Recipe[s]: Hearty Intricate Wool Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния крепкого из шерсти
Recipe[s]: Hearty Iron Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная железная гравировка крепкого
Recipe[s]: Hearty Steel Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная стальная гравировка крепкого
Recipe[s]: Heat Containment Units,[Рецепт|Рецепта|Рецептов]: блоки удержания тепла
Recipe[s]: Heat Stone,[Рецепт|Рецепта|Рецептов]: Камень жара
Recipe[s]: Hifthorn,[Рецепт|Рецепта|Рецептов]: хифторн
Recipe[s]: Highsteppers (Level 71),[Рецепт|Рецепта|Рецептов]: высокошаги (Уровень 71)
Recipe[s]: Homemade Campfire Treat,[Рецепт|Рецепта|Рецептов]: домашнее лакомство у костра
Recipe[s]: Homespun Espadrilles (Level 13),[Рецепт|Рецепта|Рецептов]: домотканые эспадрильи (Уровень 13)
Recipe[s]: Homespun Espadrilles (Level 8),[Рецепт|Рецепта|Рецептов]: домотканые эспадрильи (Уровень 8)
Recipe[s]: Homespun Garb (Level 13),[Рецепт|Рецепта|Рецептов]: домотканое одеяние (Уровень 13)
Recipe[s]: Homespun Garb (Level 8),[Рецепт|Рецепта|Рецептов]: домотканое одеяние (Уровень 8)
Recipe[s]: Homespun Hood (Level 13),[Рецепт|Рецепта|Рецептов]: домотканый капюшон (Уровень 13)
Recipe[s]: Homespun Hood (Level 8),[Рецепт|Рецепта|Рецептов]: домотканый капюшон (Уровень 8)
Recipe[s]: Homespun Mittens (Level 13),[Рецепт|Рецепта|Рецептов]: домотканые рукавицы (Уровень 13)
Recipe[s]: Homespun Mittens (Level 8),[Рецепт|Рецепта|Рецептов]: домотканые рукавицы (Уровень 8)
Recipe[s]: Homespun Shoulderpads (Level 13),[Рецепт|Рецепта|Рецептов]: домотканые наплечники (Уровень 13)
Recipe[s]: Homespun Shoulderpads (Level 8),[Рецепт|Рецепта|Рецептов]: домотканые наплечники (Уровень 8)
Recipe[s]: Homespun Trousers (Level 13),[Рецепт|Рецепта|Рецептов]: домотканые штаны (Уровень 13)
Recipe[s]: Homespun Trousers (Level 8),[Рецепт|Рецепта|Рецептов]: домотканые штаны (8-й уровень)
Recipe[s]: Honed Intricate Cotton Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния заточенного из хлопка
Recipe[s]: Honed Intricate Wool Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния заточенного из шерсти
Recipe[s]: Honed Iron Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная железная гравировка заточенного
Recipe[s]: Honed Steel Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная стальная гравировка заточенного
Recipe[s]: Honor of Njal (Level 20),[Рецепт|Рецепта|Рецептов]: честь Ньяла (20-й уровень)
Recipe[s]: Horse Statue,[Рецепт|Рецепта|Рецептов]: статуя лошади
Recipe[s]: Hronk's Artifact,[Рецепт|Рецепта|Рецептов]: артефакт Хронка
Recipe[s]: Hronk's Bastion,[Рецепт|Рецепта|Рецептов]: бастион Хронка
Recipe[s]: Hronk's Blade,[Рецепт|Рецепта|Рецептов]: клинок Хронка
Recipe[s]: Hronk's Brazier,[Рецепт|Рецепта|Рецептов]: жаровня Хронка
Recipe[s]: Hronk's Breastplate,[Рецепт|Рецепта|Рецептов]: нагрудник Хронка
Recipe[s]: Hronk's Breeches,[Рецепт|Рецепта|Рецептов]: бриджи Хронка
Recipe[s]: Hronk's Claymore,[Рецепт|Рецепта|Рецептов]: клеймор Хронка
Recipe[s]: Hronk's Cloth Breather,[Рецепт|Рецепта|Рецептов]: тканевая дыхательная маска Хронка
Recipe[s]: Hronk's Doublet,[Рецепт|Рецепта|Рецептов]: дублет Хронка
Recipe[s]: Hronk's Epaulets,[Рецепт|Рецепта|Рецептов]: эполеты Хронка
Recipe[s]: Hronk's Flanged Mace,[Рецепт|Рецепта|Рецептов]: фланцевая булава Хронка
Recipe[s]: Hronk's Footwear,[Рецепт|Рецепта|Рецептов]: обувь Хронка
Recipe[s]: Hronk's Greatbow,[Рецепт|Рецепта|Рецептов]: большой лук Хронка
Recipe[s]: Hronk's Greaves,[Рецепт|Рецепта|Рецептов]: наголенники Хронка
Recipe[s]: Hronk's Grips,[Рецепт|Рецепта|Рецептов]: перчатки Хронка
Recipe[s]: Hronk's Guise,[Рецепт|Рецепта|Рецептов]: облик Хронка
Recipe[s]: Hronk's Harpoon Gun,[Рецепт|Рецепта|Рецептов]: гарпунное ружьё Хронка
Recipe[s]: Hronk's Herald,[Рецепт|Рецепта|Рецептов]: глашатай Хронка
Recipe[s]: Hronk's Impaler,[Рецепт|Рецепта|Рецептов]: пронзатель Хронка
Recipe[s]: Hronk's Leather Breather,[Рецепт|Рецепта|Рецептов]: кожаная дыхательная маска Хронка
Recipe[s]: Hronk's Leggings,[Рецепт|Рецепта|Рецептов]: поножи Хронка
Recipe[s]: Hronk's Magi Inscription,[Рецепт|Рецепта|Рецептов]: гравировка мага Хронка
Recipe[s]: Hronk's Magi Insignia,[Рецепт|Рецепта|Рецептов]: инсигния мага Хронка
Recipe[s]: Hronk's Masque,[Рецепт|Рецепта|Рецептов]: маска Хронка
Recipe[s]: Hronk's Metal Breather,[Рецепт|Рецепта|Рецептов]: металлическая дыхательная маска Хронка
Recipe[s]: Hronk's Musket,[Рецепт|Рецепта|Рецептов]: мушкет Хронка
Recipe[s]: Hronk's Pauldrons,[Рецепт|Рецепта|Рецептов]: наплечники Хронка
Recipe[s]: Hronk's Razor,[Рецепт|Рецепта|Рецептов]: бритва Хронка
Recipe[s]: Hronk's Reaver,[Рецепт|Рецепта|Рецептов]: жнец Хронка
Recipe[s]: Hronk's Revolver,[Рецепт|Рецепта|Рецептов]: револьвер Хронка
Recipe[s]: Hronk's Short Bow,[Рецепт|Рецепта|Рецептов]: короткий лук Хронка
Recipe[s]: Hronk's Shoulderguard,[Рецепт|Рецепта|Рецептов]: оплечье Хронка
Recipe[s]: Hronk's Spire,[Рецепт|Рецепта|Рецептов]: шпиль Хронка
Recipe[s]: Hronk's Striders,[Рецепт|Рецепта|Рецептов]: скороходы Хронка
Recipe[s]: Hronk's Tassets,[Рецепт|Рецепта|Рецептов]: набедренники Хронка
Recipe[s]: Hronk's Trident,[Рецепт|Рецепта|Рецептов]: трезубец Хронка
Recipe[s]: Hronk's Visage,[Рецепт|Рецепта|Рецептов]: лик Хронка
Recipe[s]: Hronk's Visor,[Рецепт|Рецепта|Рецептов]: забрало Хронка
